5.6689,2.1682,0.82482,2.207,3.3996,3.2247,4.3009,2.0673,6.1094,3.4072,1.9022,2.0053,6.5926,0.9017,1.8647,4.655,1.125,1.5088,3.4203,2.0906,2.0009,9.5889,4.3038,6.4716,5.3984,4.2958,6.0344,14.004,1.8943,3.2417,3.7645,10.234,5.4566,14.965,8.623,6.9256,5.1787,1.9006,3.8285,0.90282,1.8614,4.3317,4.0723,2.0962,0.861,10.862,11.171,3.9888,1.4228,4.6434,0.97161,7.6942,3.5383,3.4041,3.3628,5.529,3.241,10.108,2.157,1.6011,1.3053,8.1064,4.6652,1.8581,2.0678,1.7402,0.80448,0.83264,5.599,1.8328,0.99454,2.1383
10.227,3.1623,2.1698,2.3426,4.803,3.4015,5.5709,2.3358,6.4103,4.2302,2.6698,4.1071,6.9562,3.1629,2.1386,5.5417,7.5665,3.5545,3.5398,3.371,4.3119,10.174,4.696,6.5675,8.3956,5.5034,6.5036,50.24,10.07,4.564,3.9085,14.029,5.5963,15.611,14.005,8.358,5.9283,2.0724,4.11,2.2335,1.9603,4.4778,4.189,2.2073,1.4991,15.07,11.296,4.1324,1.5271,4.7749,1.1021,7.8005,4.808,4.6563,4.3238,7.7274,5.5314,11.232,2.3005,1.7441,4.6026,8.9951,4.7382,6.2669,2.776,2.1662,1.5919,1.8255,9.4924,2.1308,1.698,14.109
14.457,4.0773,2.3029,11.892,5.4918,6.0291,9.3694,5.9548,6.5556,5.5243,3.2365,4.2065,10.168,3.8943,4.0702,6.9701,9.7256,3.8589,4.5989,4.1262,9.3387,14.064,10.088,6.6735,10.44,8.6967,8.0935,53.084,10.173,5.2246,7.4251,14.566,5.6691,16.061,14.137,8.6009,6.1594,3.5299,4.2879,6.49,3.2774,10.262,4.3064,4.6722,1.7355,15.197,11.403,7.129,4.5289,5.9079,1.3895,9.1676,6.3935,6.7602,4.5767,9.6084,5.5991,12.1,8.6913,3.3026,8.0747,9.1037,8.9593,6.5048,2.8968,3.2287,2.1658,1.9377,9.6287,5.5553,2.6661,14.2
14.603,5.8966,5.4729,14.388,10.042,11.19,9.7596,6.5749,6.6693,7.226,6.8255,5.5629,12.764,4.4977,4.2043,7.3929,9.8293,5.7247,5.5235,4.6396,10.067,14.173,10.229,9.1547,10.765,9.6981,8.2053,55.5,20.32,5.9599,8.897,16.193,6.3686,16.692,15.792,9.2027,10.224,9.4926,4.4704,7.8579,3.3719,10.4,4.7738,6.9789,1.9949,16.241,11.621,7.3914,6.0645,6.7984,3.2414,9.3346,6.5358,8.1746,5.5032,9.733,7.3269,14.157,14.96,3.4281,9.1316,9.3945,10.137,6.7577,3.3282,4.8347,2.8315,2.1959,10.024,6.8451,2.9652,15.125
15.626,6.3566,5.9389,20.671,14.106,14.353,10.055,7.0337,7.0093,10.562,7.5051,14.297,14.532,4.8567,4.7631,7.5311,11.87,9.5791,6.4933,5.9237,10.573,14.327,14.865,10.292,10.875,9.8342,9.2018,57.824,25.871,6.1015,9.0041,16.503,6.5074,19.062,16.075,9.401,10.43,11.207,4.9369,8.0727,4.5371,10.828,4.939,7.1226,5.5726,16.337,13.857,8.2346,6.6373,6.9917,5.1373,10.037,6.9547,9.028,9.0305,10.237,7.6377,15.588,16.167,4.0758,9.7095,9.6048,10.227,6.9741,3.4405,6.4974,3.0333,2.3056,10.523,6.9727,3.3692,15.227
16.137,6.5038,6.3425,23.209,14.202,19.368,10.231,8.2378,8.1418,11.005,8.0104,14.465,15.537,5.3865,6.5273,8.2758,12.342,9.7094,10.569,6.0396,13.296,16.024,15.105,10.437,12.624,11.171,9.8319,60.485,26.122,8.3633,9.3726,20.758,10.041,19.162,16.24,10.697,12.57,11.343,5.2711,8.2385,5.2047,11.789,8.104,9.2695,5.763,16.54,13.995,8.3396,10.343,7.14,9.5998,10.137,7.6724,9.2039,9.374,10.356,8.7088,16.24,16.261,4.1903,9.8554,9.7941,12.573,8.0683,3.7757,6.7989,5.1385,5.6266,10.828,7.0644,3.9999,16.29
16.271,7.0208,6.4999,30.274,14.475,19.502,10.823,8.5572,8.5966,11.832,8.4025,14.594,15.668,6.0564,7.0047,8.6267,12.472,10.225,14.336,9.0072,14.4,16.491,15.428,11.204,13.691,11.294,10.043,60.638,39.832,9.8226,10.137,20.871,10.601,19.428,16.473,11.322,16.523,13.272,5.5334,9.1579,5.5992,11.896,10.056,10.656,9.4609,18.394,14.538,8.563,15.637,9.2768,9.6943,10.5,8.0646,9.3969,9.4679,12.893,9.7341,16.341,20.293,4.632,10.627,9.8717,12.695,8.2338,4.6277,7.0244,5.3958,5.6937,12.262,9.5064,4.2677,23.855
16.432,8.2228,8.2023,40.058,14.635,19.593,15.107,9.2657,9.3953,14.122,11.133,23.861,16.072,6.5361,7.1278,9.1245,13.999,10.43,15.545,9.197,15.039,19.871,16.241,11.375,14.971,11.422,14.193,64.733,51.94,10.263,10.39,27.54,14.195,20.368,19.474,11.636,16.668,13.402,5.6904,9.9311,5.9957,12.427,10.598,14.601,9.6021,18.538,15.329,9.6317,19.2,10.433,11.89,10.872,8.7962,9.8881,10.068,14.041,10.891,23.14,20.433,5.538,10.856,10.603,15.238,9.0653,4.7338,8.1013,6.4978,10.292,14.936,9.7748,5.3675,28.507
16.822,8.5326,8.8354,40.203,14.808,19.725,19.93,9.7388,9.7316,15.574,11.393,31.295,16.241,6.6991,9.0388,9.4547,14.431,14.012,16.237,9.4912,15.467,20.629,16.371,12.198,15.606,12.307,19.843,64.864,55.486,10.361,11.174,31.536,14.873,20.493,19.731,11.894,18.228,15.073,6.0959,10.07,6.1306,12.605,12.157,15.538,11.169,18.699,16.3,10.397,21.307,11.829,18.521,11.426,8.9582,10.237,10.266,14.16,11.364,31.896,20.704,5.6023,11.333,11.003,15.374,9.441,9.2942,8.226,8.8686,10.398,15.073,10.326,5.6256,28.619
17.423,9.2627,9.2982,43.622,15.596,23.197,20.567,9.8707,10.264,16.041,11.727,53.455,16.488,6.934,9.2044,9.6035,14.606,14.294,16.335,10.575,15.865,24.039,16.798,12.297,15.909,12.427,19.959,NaN,55.562,12.06,11.465,33.338,15.642,20.661,20.298,12.653,18.404,15.764,6.3026,11.09,6.996,13.638,14.863,15.659,11.297,18.83,20.43,10.537,23.734,12.561,20.695,11.61,9.064,10.776,15.002,16.391,11.496,39.731,22.053,7.8632,11.472,11.9,15.803,9.602,9.4621,10.102,9.8362,12.559,16.055,11.162,5.733,38.201
