0.85953,15.887,15.107,14.53,88.42,7.2044,0.96766,29.094,23.092,80.417,16.928,31.558,89.829,14.364,61.221,14.426,2.8341,0.96946,4.2967,0.79711,29.562,59.899,29.041,1.1684,81.514,27.325,15.189,94.364,77.363,15.031,92.553,98.349,77.369,0.96479,54.59,1.6035,49.101,4.1612,29.802,0.82764,37.831,10.264,28.496,12.839,32.828,31.569,34.092,6.6958,4.531,29.528,1.2392,31.996,32.231,2.0294,37.696,17.088,0.90576,36.067,30.595,143.21,36.771,14.335,29.265,14.324,12.665,11.102,11.1,15.1,1.3057,1.059,13.802,14.875,12.598,13.003,35.269,1.3336,7.1356,12.701,14.535,29.44,3.5732,15.133,10.261,32.691,27.594,10.877,1.6739,4.9656,16.863,80.656,14.772,14.633,29.588,27.322,29.524,33.523,1.1355,12.121,34.373,22.892,10.796,49.917,9.1665,14.329,11.263,26.693,9.8926,18.605,2.7951,1.896,77.816,8.893,0.86434,1.7017,1.01,59.897,4.8641,13.844,4.8778,34.893,76.484,12.472,0.9576,14.66,7.4671,8.1559,0.80463,37.684,5.1595,3.2027,6.266,15.06,77.028,3.3536,77.601,8.0664,26.241,0.99727,2.4377,4.894,7.1012,13.462,15.032,80.791,0.99473,11.691,16.167,5.5616,1.4366,2.6974,0.9989,14.555,7.8356,13.796,26.636,4.7232,1.6075,29.288,15.125,0.79996,30.203,13.101,11.989,89.817,74.029,1.0311,13.302,29.934,7.3691,14.303,1.8688,67.721,0.97311,3.332,1.0078,3.4307,14.23,0.99819
14.603,22.83,15.325,27.6,89.056,31.1,79.096,67.601,29.366,96.297,18.641,31.736,91.259,27.731,61.322,34.499,2.932,15,12.527,2.1791,65.949,67.36,32.934,1.368,96.956,27.603,15.691,94.592,77.724,15.232,93.368,98.733,104.55,59.902,56.59,12.607,49.305,49.923,33.963,12.474,38.033,34.898,29.433,15.134,33.022,31.954,68.857,14.787,5.0036,36.521,4.7973,63.46,33.224,2.4018,83.495,17.525,1.4326,76.979,34.635,NaN,38.265,14.437,152.35,14.632,13.002,12.638,30.4,15.295,14.362,1.273,13.933,15.27,16.063,15.356,78.783,14.536,15.469,12.957,15.14,29.552,3.7032,25.36,10.528,33.028,36.459,11.092,12.638,5.141,53.832,85.259,15.223,16.301,30.821,27.727,66.071,33.657,13.698,12.274,34.634,77.327,146.95,121.92,9.3233,22.862,11.892,30.128,10.527,19.604,8.8645,2.6978,78.462,9.0383,1.3699,5.0594,1.1896,67.725,16.609,121.82,31.096,35.001,76.981,29.86,1.3,15.571,7.7368,8.4324,11.797,38.196,12.498,11.97,6.5073,26.193,82.888,6.0009,80.791,8.5019,36.43,1.1002,2.5624,18.234,12.773,13.6,23.027,83.117,1.2405,13.039,28.434,5.7387,3.4949,3.0018,1.1422,15.063,7.9453,14.041,80.989,4.8724,4.8284,29.638,27.232,15.763,36.122,13.671,13.236,93.078,118.68,2.4975,13.9,30.298,7.4372,14.959,4.6194,87.018,14.236,3.8386,14.237,5.9265,26.99,14.237
27.626,29.954,15.699,93.152,90.13,32.821,79.222,87.988,29.997,97.148,19.189,32.928,93.08,37.628,61.557,34.826,3.3057,15.422,12.695,4.3372,80.393,67.735,33.368,1.5408,102.12,87.423,16.059,96.656,80.333,26.372,94.824,98.863,104.76,93.857,62.657,12.722,50.342,61.53,36.06,27.832,38.296,35.004,30.22,15.559,78.881,32.102,68.99,14.907,13.096,76.959,15.132,63.635,61.621,37.534,83.725,29.997,1.6728,89.353,34.863,NaN,68.253,14.931,NaN,67.93,29.191,12.964,34.689,22.666,16.2,1.8282,NaN,15.639,23.499,61.93,86.131,26.472,15.767,14.76,15.459,35.271,7.2684,26.454,17.006,36.131,37.027,36.125,22.621,5.2912,54.22,86.187,23.269,22.67,31.067,29.139,73.799,33.804,13.81,86.201,35.26,79.961,147.12,152.92,9.4382,34.799,12.176,30.535,17.789,21.187,9.072,2.9298,80.991,11.625,1.5351,8.0266,1.4297,80.084,30.403,153.03,34.77,35.452,78.455,67.791,15.178,16.224,13.299,9.1427,12.332,68.26,24.801,15.402,7.3297,26.475,118.52,6.2033,80.953,12.058,43.799,67.791,28.029,22.769,12.995,13.732,34.374,83.233,2.9313,36.436,73.023,7.758,14.304,10.289,1.2705,17.053,13.943,15.002,81.996,5.3985,12.334,30.375,27.588,15.896,37.239,18.427,15.103,93.769,160.64,2.7767,15.624,30.497,9.7323,27.261,4.7615,87.389,14.635,5.7374,27.028,13.289,27.601,14.3
67.76,80.393,16.17,93.584,91.229,33.005,87.048,88.183,33.322,97.687,19.39,33.224,93.781,67.097,62.103,36.607,3.5366,22.66,13.165,4.8341,80.497,68.189,61.659,27.724,112.4,88.35,16.161,97.393,85.953,79.955,96.617,103.79,156.02,110.49,63.43,29.053,107.52,66.199,36.392,28.736,62.358,106.65,35.958,16.562,84.456,32.237,NaN,15.193,54.393,79.933,15.363,64.327,62.329,37.892,84.165,30.497,31.537,99.253,35.008,NaN,82.42,15.196,NaN,68.065,34.265,13.83,76.716,36.337,26.366,4.6958,NaN,61.487,28.03,62.493,97.489,26.63,16.209,15.309,26.527,36.204,7.9007,26.574,17.175,36.333,37.394,36.363,22.787,68.53,62.624,155.48,23.433,22.797,31.201,29.49,76.484,75.594,13.953,106.23,106.67,83.681,147.71,153.85,13.163,37.07,34.1,33.904,18.132,21.465,10.09,3.1283,87.564,16.788,3.2046,8.3241,14.927,82.766,36.103,NaN,34.922,128.58,78.525,67.985,20.264,16.369,13.9,36.33,14.304,78.018,26.652,17.002,15.025,27.592,NaN,8.2275,82.456,19.564,52.632,68.025,35.14,22.892,14.361,26.524,35.265,135.11,5.7106,47.656,78.487,8.029,30.986,16.798,14.235,20.357,14.072,15.139,85.494,8.7269,13.233,30.837,30.63,28.371,61.753,18.932,15.223,98.845,NaN,7.9634,27.275,34.77,10.436,27.795,4.895,92.687,15.155,12.467,67.726,13.5,36.058,14.63
87.351,82.423,16.967,93.693,92.822,33.627,97.556,90.985,33.462,98.051,19.497,33.391,95.231,79.391,78.925,37.195,12.525,27.266,14.771,14.958,86.03,79.95,61.893,46.72,112.73,93.157,16.622,98.721,86.524,82.459,96.724,103.9,NaN,140.15,65.884,32.862,109.69,73.392,36.657,28.834,88.919,NaN,36.158,63.367,85.283,34.066,NaN,23.069,68.957,80.386,18.064,80.181,78.67,38.457,85.452,33.862,32.191,99.387,35.396,NaN,85.657,15.734,NaN,68.16,34.524,15.291,77.151,36.494,26.499,14.734,NaN,61.585,28.733,85.185,118.16,26.892,16.607,27.541,27.207,36.628,8.1983,30.86,33.935,36.797,37.727,36.953,22.994,157.82,63.962,NaN,28.027,52.833,61.597,29.959,76.594,76.052,14.3,106.79,112.41,84.022,147.85,153.95,14.49,66.897,39.726,34.894,18.799,22.936,10.233,7.3659,128.49,17.599,7.3367,8.4574,15.137,88.389,36.604,NaN,35.492,135.98,80.099,87.325,27.329,27.697,24.163,37.057,22.542,85.263,29.161,19.159,15.132,30.369,NaN,13.294,86.093,19.867,68.239,68.456,35.352,29.375,22.522,72.886,37.122,135.29,7.3341,78.087,80.06,8.3951,31.102,17.025,14.639,26.509,28.856,15.37,86.216,10.137,36.628,53.156,33.885,29.635,62.065,19.694,26.1,102.81,NaN,8.069,27.794,35.002,13.798,33.998,7.6335,97.497,27.024,13.468,67.894,17.136,36.365,15.893
88.359,82.583,17.092,102.6,93.092,34.271,97.681,91.284,33.791,103.16,19.936,33.993,NaN,84.049,99.39,69.151,12.826,61.531,15.338,15.566,86.527,93.888,76.959,83.395,112.85,93.686,17.522,99.065,86.897,83.567,121.99,124.35,NaN,157.29,88.822,33.356,141.91,78.684,62.132,31.201,89.086,NaN,36.956,84.888,86.198,91.031,NaN,23.403,83.865,83.196,27.237,80.329,78.899,42.959,85.697,34.368,33.432,99.693,36.067,NaN,85.783,15.89,NaN,88.35,34.87,16.038,77.421,61.403,26.6,14.93,NaN,79.165,30.803,85.553,NaN,87.092,28.026,27.628,27.566,36.973,23.6,37.057,34.196,37.092,38.431,37.089,28.76,158.05,66.356,NaN,30.373,61.759,71.926,81.232,76.863,76.834,14.54,113.71,130.74,85.664,NaN,155.35,33.9,67.091,61.463,57.298,19.573,23.195,10.405,7.5429,152.22,99.383,9.9245,9.2203,22.797,88.93,50.092,NaN,36.137,NaN,80.297,114.25,36.79,27.867,33.104,37.768,23.038,85.721,29.431,19.465,15.733,35.573,NaN,15.07,91.121,26.102,77.716,93.783,38.29,29.824,22.863,73.346,76.734,157.71,7.8403,78.395,93.246,9.1885,67.962,37.031,37.288,30.631,108.26,15.603,86.355,12.158,36.775,61.555,34.471,30.302,62.233,26.674,26.287,113.61,NaN,8.8727,28.006,65.89,14.606,34.987,8.7056,110.32,27.628,15.236,82.76,17.2,61.584,27.029
89.199,82.859,17.859,114.35,93.295,34.562,98.822,93.025,34.141,104.85,20.035,34.325,NaN,84.35,100.06,76.751,15.503,62.127,15.499,15.83,86.983,110.51,89.735,88.122,113.82,114.32,27.466,99.216,88.565,91.915,125.85,160.28,NaN,NaN,89.557,76.563,NaN,78.826,85.197,31.999,89.426,NaN,47.554,85.026,88.321,91.756,NaN,36.166,104.95,83.933,32.323,94.362,79.259,43.457,87.025,34.621,66.892,148.35,36.535,NaN,86.383,16.203,NaN,93.685,35.926,22.907,82.324,61.536,29.238,15.564,NaN,82.793,31.724,85.861,NaN,87.335,28.362,30.054,48.589,73.781,30.395,73.456,36.455,40.262,39.165,37.194,30.672,NaN,83.863,NaN,31.452,62.031,76.381,88.658,77.45,77.654,15.002,128.35,130.92,85.988,NaN,157.75,34.321,76.86,62.025,82.43,33.992,25.959,10.578,8.4066,152.35,107.58,10.034,11.971,36.063,89.086,50.393,NaN,36.733,NaN,80.423,137.43,99.726,28.327,33.324,38.701,32.787,85.888,29.556,19.723,17.865,61.953,NaN,16.659,94.392,75.255,78.551,110.32,80.933,30.157,22.961,73.501,76.884,NaN,7.9979,78.749,96.551,9.735,70.019,61.204,48.501,36.765,116.55,21.032,154.58,12.276,49.07,61.989,36.471,32.698,86.733,34.196,26.627,117.91,NaN,12.166,30.867,66.058,15.224,35.266,9.7973,113.63,36.368,15.427,87.021,19.2,67.715,27.63
92.689,83.258,18.572,130.55,93.795,37.923,99.257,93.43,34.855,104.99,20.269,35.102,NaN,85.066,119.25,77.656,28.855,97.249,23.363,16.167,87.254,110.65,91.788,89.469,156.01,130.05,28.322,99.549,118.55,92.226,126.08,NaN,NaN,NaN,124.59,76.96,NaN,121.88,85.428,36.764,90.618,NaN,76.761,90.962,88.43,95.566,NaN,62.493,109.36,84.026,33.053,94.489,79.855,43.692,87.163,34.734,67.337,148.95,36.936,NaN,86.852,22.735,NaN,97.494,36.061,23.269,82.725,62.096,29.724,15.959,NaN,135.79,54.097,86.325,NaN,87.762,29.572,30.401,79.124,80.628,37.332,79.873,36.641,67.967,46.798,38.061,30.828,NaN,99.188,NaN,32.932,62.198,79.027,123.8,80.089,77.889,15.129,128.46,134.06,100.75,NaN,158.89,34.503,76.957,78.417,88.914,36.821,36.062,11.538,8.9895,154.35,107.86,14.755,13.827,36.634,93.928,61.993,NaN,37.021,NaN,82.789,153.76,102.09,37.829,33.455,39.192,34.311,109.72,29.823,26.224,22.928,75.516,NaN,17.702,95.529,95.653,78.693,111.42,81.068,66.588,27.73,91.999,86.685,NaN,8.931,84.883,96.67,13.029,73.328,61.755,52.723,46.631,116.89,36.635,NaN,13.592,50.06,78.835,61.593,35.022,87.323,36.091,27.131,NaN,NaN,12.262,30.967,69.127,15.97,37.127,10.469,114.33,36.498,17.189,87.359,19.474,67.893,36.062
93.15,85.721,18.828,131.81,99.181,61.737,99.381,94.096,80.382,111.43,20.591,35.469,NaN,86.857,136.81,81.122,29.055,97.42,30.463,16.5,88.922,132.58,92.16,92.885,156.18,130.39,28.596,100.45,126.32,92.597,126.21,NaN,NaN,NaN,125.26,89.379,NaN,136.32,85.52,37.134,90.955,NaN,76.993,91.084,97.015,95.681,NaN,62.693,145.93,87.417,33.997,95.488,80.285,57.261,87.391,34.993,68.587,149.62,37.656,NaN,92.39,23.27,NaN,114.32,36.187,23.401,82.921,96.95,41.035,30.593,NaN,149.68,61.729,87.231,NaN,91.981,29.865,31.97,79.686,81.585,43.67,79.986,120.5,69.424,63.331,80.557,31.43,NaN,105.1,NaN,33.366,62.352,79.315,124.26,80.185,78.359,15.604,133.43,NaN,104.1,NaN,NaN,35.497,79.948,79.023,89.333,40.001,36.553,17.362,9.5687,NaN,109.35,14.999,14.065,61.655,107.02,76.768,NaN,37.295,NaN,83.065,154.35,102.45,38.256,33.865,63.157,35.498,142.19,30.498,29.3,23.667,76.981,NaN,23.763,95.655,119.49,87.03,111.64,82.619,66.929,28.393,101.55,123.61,NaN,9.1606,85.095,97.966,34.201,75.258,78.97,68.067,46.766,117.29,40.824,NaN,15.197,52.261,80.289,67.354,36.153,92.228,36.231,27.233,NaN,NaN,13.944,32.804,77.256,17.057,61.552,10.603,130.25,61.594,18.204,92.69,21.931,73.686,36.329
93.584,86.12,20.441,136.82,99.655,61.865,99.657,94.286,80.527,NaN,20.96,62.233,NaN,87.55,137.12,84.019,30.158,97.59,30.66,16.601,89.027,140.09,93.284,92.99,159.26,130.55,30.169,124.52,126.56,97.791,126.38,NaN,NaN,NaN,130.72,89.926,NaN,147.09,90.033,37.623,98.318,NaN,77.452,91.501,152.68,96.66,NaN,63.857,NaN,99.688,36.495,96.189,80.924,57.84,87.892,36.035,68.726,152.42,38.365,NaN,NaN,23.421,NaN,NaN,36.296,28,83.189,101.75,60.902,31.992,NaN,150.06,62.088,87.349,NaN,92.459,61.995,32.765,87.054,82.23,81.822,82.466,142.93,69.9,77.402,80.764,31.696,NaN,105.42,NaN,36.129,65.927,81.617,124.96,80.322,82.355,15.726,141.56,NaN,110.13,NaN,NaN,35.827,80.265,79.159,93.532,40.137,46.438,17.63,12.104,NaN,109.63,15.293,14.404,62.128,107.22,76.898,NaN,62.032,NaN,83.189,155.88,122.62,72.787,36.07,63.357,35.865,144.08,34.561,29.396,29.402,77.459,NaN,24.534,96.458,119.92,88.296,137.02,89.316,71.266,28.87,101.79,125.08,NaN,9.5928,86.089,103.22,34.463,76.26,80.787,68.23,68.061,117.56,49.961,NaN,19.721,52.623,110.06,67.855,68,97.551,43.158,29.394,NaN,NaN,14.074,37.331,77.584,18.435,68.733,10.801,137.02,62.02,19.229,102.59,22.067,79.128,36.498
