1.062999999999999945e+00,1.878000000000000114e+00
2.028999999999999915e+00,2.395999999999999908e+00
2.482000000000000206e+00,3.145999999999999908e+00
3.197000000000000064e+00,3.486000000000000210e+00
3.506000000000000227e+00,3.785000000000000142e+00
3.961000000000000298e+00,4.187000000000000277e+00
4.504000000000000448e+00,4.616999999999999993e+00
4.769000000000000128e+00,4.830000000000000071e+00
5.437000000000000277e+00,5.624000000000000554e+00
6.249000000000000554e+00,6.342999999999999972e+00
6.483999999999999986e+00,6.623000000000000220e+00
6.780000000000000249e+00,6.831999999999999851e+00
7.131000000000000227e+00,7.205000000000000071e+00
7.437999999999999723e+00,7.480999999999999872e+00
8.518000000000000682e+00,8.665000000000000924e+00
9.522999999999999687e+00,9.676000000000000156e+00
1.082500000000000107e+01,1.088300000000000090e+01
1.123900000000000077e+01,1.125999999999999979e+01
1.172400000000000020e+01,1.174399999999999977e+01
1.285800000000000054e+01,1.296199999999999974e+01
1.582399999999999984e+01,1.595000000000000107e+01
1.598000000000000043e+01,1.608699999999999974e+01
1.668100000000000094e+01,1.683399999999999963e+01
1.710300000000000153e+01,1.730499999999999972e+01
2.117900000000000205e+01,2.127799999999999869e+01
2.420100000000000051e+01,2.428900000000000148e+01
2.935600000000000165e+01,2.953300000000000125e+01
3.137699999999999889e+01,3.149600000000000222e+01
3.457699999999999818e+01,3.466199999999999903e+01
6.098400000000000176e+01,6.117800000000000438e+01
6.371500000000000341e+01,6.387199999999999989e+01
6.439100000000000534e+01,6.446099999999999852e+01
6.596800000000000352e+01,6.601500000000000057e+01
6.946200000000000330e+01,6.961899999999999977e+01
7.182300000000000750e+01,7.192300000000000182e+01
7.196800000000000352e+01,7.210800000000000409e+01
7.431100000000000705e+01,7.443900000000000716e+01
7.876900000000000546e+01,7.885000000000000853e+01
8.304099999999999682e+01,8.310899999999999466e+01
9.836400000000000432e+01,9.854300000000000637e+01
1.023530000000000086e+02,1.024350000000000023e+02
1.034350000000000023e+02,1.035529999999999973e+02
1.046110000000000042e+02,1.047750000000000057e+02
1.117950000000000017e+02,1.119759999999999991e+02
1.226940000000000026e+02,1.228100000000000023e+02
1.363739999999999952e+02,1.363849999999999909e+02
1.390260000000000105e+02,1.391880000000000166e+02
1.396529999999999916e+02,1.397040000000000077e+02
1.400000000000000000e+02,1.401260000000000048e+02
1.450339999999999918e+02,1.451140000000000043e+02
1.472650000000000148e+02,1.473509999999999991e+02
1.486160000000000139e+02,1.487210000000000036e+02
