NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.81,NaN,117.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.86,128.75,NaN,129.59,NaN,NaN,NaN,84.921,NaN,NaN,65.566,77.697,116.59,NaN,NaN,94.785,NaN,NaN,77.621,62.225,105.09,102.89,122.53,NaN,118.03,NaN,NaN,NaN,NaN,71.324,NaN,60.992,NaN,86.034,93.219,122.13,NaN,60.762,NaN,72.592,NaN,100.05,30.435,72.354,77.168,117.15,105.98,NaN,85.587,56.387,105.98,112.06,NaN,122.68,56.652,25.038,104.83,42.288,104.69,96.733
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.53,129.59,NaN,129.72,NaN,NaN,NaN,85.125,NaN,NaN,80.488,84.521,117.92,NaN,NaN,118.12,NaN,NaN,78.03,80.267,109.83,103.15,122.66,NaN,118.44,NaN,NaN,NaN,NaN,77.857,NaN,63.238,NaN,96.292,111.41,122.62,NaN,79.162,NaN,85.092,NaN,101.48,35.538,72.594,77.296,117.99,113.95,NaN,85.897,59.332,106.35,112.35,NaN,123.05,57.057,25.359,116.35,50.163,NaN,102.28
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.67,129.92,NaN,129.82,NaN,NaN,NaN,85.19,NaN,NaN,94.899,104.74,118.65,NaN,NaN,119.19,NaN,NaN,80.226,84.427,132.44,110.16,NaN,NaN,120.86,NaN,NaN,NaN,NaN,78.892,NaN,63.936,NaN,97.931,111.55,124.01,NaN,83.446,NaN,85.625,NaN,104.15,51.783,74.727,80.1,118.52,114.52,NaN,89.364,62.951,107.26,114.69,NaN,127.11,57.719,26.294,120.66,50.302,NaN,106.25
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.92,NaN,NaN,NaN,85.327,NaN,NaN,96.995,106.58,118.75,NaN,NaN,119.33,NaN,NaN,84.688,94.789,NaN,117.12,NaN,NaN,124.63,NaN,NaN,NaN,NaN,79.351,NaN,66.593,NaN,100.15,111.76,124.62,NaN,83.566,NaN,93.46,NaN,105.35,52.468,76.219,89.788,119.78,114.8,NaN,96.034,63.156,116.49,118.41,NaN,127.3,61.301,26.455,120.88,51.294,NaN,107.98
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.162,NaN,NaN,97.167,106.88,119.09,NaN,NaN,122.12,NaN,NaN,99.792,94.958,NaN,117.62,NaN,NaN,124.73,NaN,NaN,NaN,NaN,79.469,NaN,66.691,NaN,104.82,111.99,124.82,NaN,89.749,NaN,100.16,NaN,111.96,54.401,76.556,89.946,NaN,124.66,NaN,96.429,64.924,129.62,118.73,NaN,NaN,61.965,26.628,121.23,51.535,NaN,108.16
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.96,NaN,NaN,102.25,107.28,119.32,NaN,NaN,127.25,NaN,NaN,99.926,95.285,NaN,118.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.633,NaN,81.959,NaN,105.19,112.2,125.36,NaN,89.863,NaN,104.88,NaN,112.45,54.924,76.825,92.949,NaN,NaN,NaN,97.186,68.593,NaN,132.36,NaN,NaN,69.22,26.804,124.73,53.057,NaN,108.28
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.26,NaN,NaN,102.43,124.89,119.52,NaN,NaN,NaN,NaN,NaN,100.06,95.933,NaN,118.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.427,NaN,82.86,NaN,108.12,119.41,125.46,NaN,98.345,NaN,106.52,NaN,112.59,57.863,85.924,93.214,NaN,NaN,NaN,114.32,69.018,NaN,NaN,NaN,NaN,69.353,27.622,125.16,61.22,NaN,111.85
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.09,NaN,NaN,104.49,127.69,NaN,NaN,NaN,NaN,NaN,NaN,106.56,98.028,NaN,132.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.851,NaN,82.995,NaN,111.4,119.62,125.59,NaN,NaN,NaN,106.68,NaN,113.43,69.96,100.35,94.389,NaN,NaN,NaN,114.43,69.36,NaN,NaN,NaN,NaN,85.522,27.771,125.48,66.13,NaN,115.93
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.37,NaN,NaN,116.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.03,98.222,NaN,132.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.861,NaN,83.389,NaN,117.44,120.45,132.45,NaN,NaN,NaN,106.99,NaN,114.51,79.334,113.68,94.484,NaN,NaN,NaN,116.42,71.005,NaN,NaN,NaN,NaN,85.625,31.931,125.95,69.353,NaN,116.42
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.56,NaN,NaN,123.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.29,98.316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.726,NaN,85.727,NaN,121.32,120.58,NaN,NaN,NaN,NaN,107.38,NaN,NaN,79.721,118.76,96.357,NaN,NaN,NaN,116.99,71.15,NaN,NaN,NaN,NaN,90.528,32.386,129.65,70.602,NaN,116.96
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117.56,NaN,NaN,124.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.932,NaN,86.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.32,NaN,NaN,84.726,119.45,96.928,NaN,NaN,NaN,117.75,71.495,NaN,NaN,NaN,NaN,92.318,32.522,130.65,85.258,NaN,117.21
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117.82,NaN,NaN,124.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.167,NaN,86.892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.63,NaN,NaN,96.268,119.83,97.964,NaN,NaN,NaN,118.39,72.789,NaN,NaN,NaN,NaN,93.12,33.705,131.83,86.531,NaN,117.79
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.99,NaN,NaN,132.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.431,NaN,87.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.74,NaN,NaN,96.397,NaN,98.319,NaN,NaN,NaN,119.12,74.153,NaN,NaN,NaN,NaN,94.732,33.963,132.31,94.761,NaN,117.96
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.44,NaN,NaN,132.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.892,NaN,94.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.03,NaN,NaN,98.132,NaN,100,NaN,NaN,NaN,124.72,74.72,NaN,NaN,NaN,NaN,94.849,34.365,NaN,94.933,NaN,118.12
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.857,NaN,96.448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.36,NaN,NaN,98.386,NaN,105.49,NaN,NaN,NaN,124.89,74.819,NaN,NaN,NaN,NaN,95.353,38.672,NaN,101.09,NaN,118.26
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.181,NaN,96.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.86,NaN,NaN,104.86,NaN,106.46,NaN,NaN,NaN,128.66,77.728,NaN,NaN,NaN,NaN,98.698,43.59,NaN,102.66,NaN,118.65
