1.0997,13.094,45.566,0.77204,18.238,169.89,131.68,11.694,23.961,12.443,0.84082,27.522,3.1967,1.565,8.4603,23.973,58.004,11.66,107.41,45.619,4.0075,0.80013,53.326,0.57242,0.88924,3.967,6.8335,6.7548,6.8328,34.127,45.406,7.9574,96.021,13.739,0.78761,0.75368,29.061,120.12,51.871,2.8628,11.968,6.8725,12.273,1.232,6.8769,11.044,27.663,26.141,8.5602,43.872,23.799,3.0663,46.169,1.8015,107.02,0.76761,14.028,0.48931,23.456,20.751,203.48,29.29,6.7249,9.0227,28.506,26.043,21.627,11.241,23.204,33.755,12.332,203.25,101.8,8.4573,0.50208,23.352,33.759,28.477,12.624,50.755,21.554,0.52958,11.169,11.089,1.261,63.597,27.589,10.289,6.7878,44.599,44.386,10.004,45.119,2.2998,97.879,0.73599,8.9279,26.891,53.305,12.262,26.037,8.622,17.698,21.998,14.343,10.296,65.806,49.425,67.585,10.086,1.7775,45.638,12.295,21.965,21.473,12.072,45.671,2.0725,0.49061,12.074,21.344,5.3405,131.83,29.508,25.255,91.883,29.833,1.6225,3.0882,11.538,12.259,12.828,46.498,2.0796,8.5705,53,2.0051,53.364,3.995,28.238,28.361,6.8726,6.7898,7.8584,0.79913,44.887,20.72,4.1616,12.202,94.089,11.456,45.59,26.526,5.344,14.359,12.259,12.57,13.801,29.634,5.2242,0.97815,75.713,1.6325,55.801,67.683,2.9987,4.168,24.566,79.455,22.001,25.888,11.644,114.85,5.2903,21.341,110.66,1.3276,1.7953,35.451,11.524,10.926,12.226,5.1774,7.3437,12.237,1.0059,3.5871,46.571,4.1595,24.755,21.466,24.956,25.887,6.7904,0.49755,24.552,2.209,45.561,11.62,11.058,33.785,1.269,22.966,8.6018,3.03,9.0311,12.218,2.0802,14.242,0.50552,2.2991,2.8685,1.3978
1.63,13.364,53.336,6.8434,23.369,170.15,131.81,11.934,28.568,13.23,22.163,27.793,4.2658,6.6596,36.155,57.996,81.231,11.891,107.66,55.919,29.534,2.0434,57.904,0.8422,0.99581,4.0648,8.6697,20.353,7.1299,34.357,45.532,49.849,120.95,13.893,6.8594,1.3956,35.45,159.08,73.697,3.0351,12.768,8.153,14.194,1.4554,11.488,45.307,27.924,26.405,8.9267,47.488,26.532,4.0265,215.67,1.891,157.79,1.0232,22.637,29.299,26.892,42.002,203.81,29.357,7.6678,24.561,29.308,35.491,50.02,11.502,29.657,57.94,95.426,203.51,NaN,8.6224,1.5353,74.899,57.965,110.3,35.426,168.87,28.031,1.6079,11.666,67.351,13.393,81.295,27.887,47.402,6.9072,80.065,99.364,10.395,45.298,5.2389,119.72,2.3078,24.103,53.088,53.522,26.839,42.72,19.823,18.2,35.923,22.059,46.535,86.334,49.957,105.93,12.299,2.092,50.139,12.464,25.354,26.041,28.064,46.541,57.29,4.2988,24.096,21.477,6.7384,132.28,29.673,37.456,94.813,42.591,21.429,120.05,46.702,13.307,25.496,60.799,2.2006,24.751,82.53,5.2294,63.493,17.465,42.689,28.886,11.932,11.11,89.601,11.932,45.265,109.29,26.034,21.474,96.886,20.693,74.937,29.888,5.9882,22.059,25.328,12.865,24.53,57.218,12.075,1.2582,75.851,2.3239,58.155,67.799,14.601,5.2124,24.763,124.9,22.104,32.483,14.394,201.87,6.7284,22.123,112.66,22.532,3.5892,45.628,12.088,11.029,13.307,12.065,7.8586,48.067,1.1006,4.1721,55.8,5.2425,36.797,26.036,25.389,29.562,6.8918,27.03,26.761,20.354,77.366,20.703,12.039,57.982,12.598,23.651,62.596,120.95,36.795,29.831,5.2776,59.223,1.4032,3.7303,8.3667,2.0973
2.1022,13.529,109.28,12.275,24.16,170.31,132.29,12.085,28.808,13.931,23.207,27.953,23.754,20.232,36.505,58.327,81.524,12.095,108.01,74.945,29.83,23.939,58.033,22.468,1.2448,4.3014,25.388,28.003,7.3077,35,45.667,69.567,159.04,14.2,11.672,1.5695,35.755,174.18,74.851,13.366,26.717,8.4552,14.397,2.0771,11.639,45.559,47.297,27.535,23.772,51.863,27.51,20.752,215.75,2.8873,185.14,12.057,23.231,45.761,49.539,69.938,204.44,74.868,8.5232,24.767,50.775,35.587,70.949,13.072,71.997,75.739,166.75,203.62,NaN,24.699,1.8049,75.229,75.872,110.62,35.768,169.9,35.42,1.8225,12.832,95.67,13.725,188.68,53.189,98.85,53.325,83.66,113.55,35.433,70.966,5.9679,120.11,9.1988,45.425,103.06,94.752,27.067,46.564,24.776,23.723,36.166,22.29,47.383,106.03,51.785,119.58,67.126,5.2299,50.438,12.625,34.356,46.655,35.431,55.052,57.753,14.606,25.495,23.694,69.689,153.06,29.863,45.132,101.56,42.658,23.442,120.4,46.823,21.861,50.524,60.929,23.239,27.527,127.55,80.363,67.721,42.822,43.151,44.673,24.122,53.272,122.64,12.076,47.436,127.11,43.308,25.906,111.73,70.959,77.291,86.232,6.8094,22.162,26.569,13.174,24.788,99.078,12.201,4.1611,128.89,17.771,68.695,83.631,29.339,10.295,56.357,126.99,33.706,35.457,22.784,NaN,6.9681,29.695,115.5,23.968,5.2253,47.258,12.858,23.805,21.934,12.86,12.239,48.285,1.7689,5.2093,62.73,6.705,37.558,47.155,27.009,32.487,12.207,46.398,29.66,35.685,141,21.659,12.832,64.588,13.369,30.26,62.692,188.92,78.825,35.751,8.6926,93.886,1.8052,5.1693,12.209,2.2639
5.6954,13.706,151.68,12.631,24.322,170.61,132.61,12.52,53.317,14.265,23.603,28.232,23.986,20.961,36.591,86.654,108.85,24.068,108.75,77.237,29.996,24.304,58.226,22.623,23.988,4.6365,37.158,37.237,12.237,46.086,45.963,69.67,159.21,14.361,12.32,1.7251,47.284,181.35,75.025,22.339,33.834,8.5931,45.566,25.677,12.036,70.934,48.065,28.331,23.965,51.963,29.84,29.821,216.82,3.1034,185.24,21.456,42.765,46.103,49.854,71.026,204.52,75.722,10.254,36.797,88.264,36.656,71.252,13.264,72.658,75.884,166.91,204.48,NaN,54.757,11.393,75.67,85.313,156.71,47.26,170.04,37.022,2.1268,33.567,95.788,21.407,189.09,53.389,114.95,58.224,90.629,119.53,47.263,71.279,6.1034,168.64,12.543,45.627,105.99,95.361,27.663,47.022,29.994,24.243,46.659,23.372,47.503,127.26,54.418,120.78,82.114,8.7055,50.638,21.401,34.506,47.485,47.222,55.573,57.862,24.096,47.407,29.075,71.259,153.15,57.227,45.321,101.79,51.76,43.296,120.79,63.601,22.008,58.133,68.758,29.665,28.204,127.75,80.955,75.749,45.283,60.892,44.802,34.468,99.159,132.69,12.9,52.697,151.67,45.591,26.038,118.12,71.281,77.997,122.07,23.756,22.288,81.015,13.63,49.461,103.07,24.159,25.535,165.74,21.391,69.294,84.261,30.275,19.797,143.04,145.61,33.826,35.593,24.228,NaN,7.1039,63.25,118.6,24.07,5.9785,69.986,13.171,25.888,21.992,18.94,12.463,81.633,4.1748,6.7631,74.822,17.767,73.403,76.4,45.802,58.334,15.5,46.655,53.093,36.022,173.27,38.767,13.165,75.858,13.722,30.361,71.892,206.75,78.898,43.869,21.095,94.084,2.0965,5.2561,20.239,2.5399
5.8075,14.058,158.09,12.892,24.997,171.11,153.75,12.835,53.556,14.397,23.825,28.556,24.094,21.105,36.802,121,109.93,24.29,108.96,88.147,41.921,24.756,58.354,22.96,29.352,5.0267,38.03,37.602,23.793,63.264,81.553,70.93,194.82,22.29,24.108,1.8268,56.454,189.61,77.153,25.296,34.1,8.9008,45.726,43.683,12.254,73.748,48.297,28.891,34.368,86.098,35.708,42.006,217.07,29.338,185.76,22.41,43.634,46.66,50.332,71.997,NaN,81.121,12.267,56.335,138.61,53.27,94.392,13.693,116.86,85.303,167.49,NaN,NaN,54.87,11.732,121.15,128.02,189.17,56.387,189.77,47.273,6.8529,34.636,132.71,21.997,NaN,89.025,116.52,82.396,90.849,126.83,65.648,98.769,6.7018,180.48,13.537,46.634,106.99,95.646,74.27,47.159,35.995,25.179,77.788,46.564,53.166,185.25,61.134,120.93,142.09,9.3369,51.666,24.069,35.828,63.224,57.261,55.79,58.154,25.496,49.199,53.171,71.916,156.89,58.194,45.551,108.9,51.892,92.226,120.93,63.735,22.308,58.266,68.961,69.759,28.697,135.03,86.692,106.82,45.63,71.864,44.952,46.497,100.06,133.7,24.468,52.893,158.11,70.782,47.407,118.68,71.851,110.81,122.38,23.867,23.37,99.349,13.937,74.966,120.04,30.236,25.761,185.53,41.118,71.165,103.56,31.328,58.994,159.09,158.01,36.956,58.101,27.293,NaN,11.036,63.618,125.73,24.761,10.601,101.79,24.788,29.86,22.335,23.525,21.402,88.084,5.2214,6.8981,88.015,19.796,88.081,80.484,54.757,59.257,23.699,50.599,62.599,45.304,184.76,45.571,18.863,88.298,21.423,58.003,72.098,235.3,88.08,75.832,21.298,95.668,2.2439,5.9632,23.26,2.7597
6.0676,20.873,183.06,24.457,25.174,175.98,153.85,12.97,53.771,14.84,23.933,28.808,47.206,21.367,78.302,121.14,110.69,24.466,109.28,100.32,42.04,26.008,59.772,23.623,29.569,5.1307,43.67,43.172,26.896,63.532,98.157,71.249,207.65,23.368,24.298,2.108,75.749,190.92,77.656,25.757,50.673,9.4258,46.037,44.526,22.674,101.79,69.75,43.885,44.968,86.727,80.629,69.936,217.22,36.942,185.86,22.659,45.941,58.291,51.936,107.65,NaN,94.858,22.459,78.799,138.68,72.615,130.81,14.341,116.93,101.8,172.33,NaN,NaN,56.336,50.658,121.36,128.18,197.58,56.47,198.61,47.497,21.392,34.907,186.32,24.01,NaN,91.923,132.73,86.19,91.048,127.08,65.868,101.75,6.7714,181.64,22.831,47.617,107.23,109.53,74.393,47.269,36.492,25.389,77.996,47.14,53.304,185.81,76.259,122.79,142.31,45.907,73.661,28.535,36.267,86.146,75.35,71.189,105.62,40.322,49.998,53.437,74.099,157.06,63.401,49.99,120.46,53.317,92.358,163.83,99.485,23.156,75.235,69.086,69.932,28.794,145.01,87.993,124.88,46.384,95.38,46.052,47.404,101.75,134.05,24.932,53.593,183.13,70.926,70.795,118.82,117.39,130.96,173.93,53.193,24.124,100.28,14.399,80.293,120.12,30.367,26.103,189.42,46.565,71.684,125.76,53.57,80.459,176.79,173.91,44.703,58.329,28.401,NaN,12.087,70.348,179.53,25.205,11.036,108.18,26.694,45.197,23.135,26.236,23.995,88.229,5.9652,7.1076,155.78,24.17,143.05,80.555,56.603,59.324,26.721,58.349,75.826,45.556,189.66,50.027,23.269,110.68,23.971,58.125,94.822,238.43,107.68,76.481,22.002,96.886,2.5413,6.5708,23.629,3.1326
6.2936,21.102,184.14,24.922,26.211,176.48,154.03,13.793,54.663,15.203,24.166,53.203,47.399,21.738,78.654,125.23,173.02,33.911,109.45,120.15,69.966,41.458,65.338,24.067,41.173,5.2982,43.834,45.318,53.272,63.723,98.562,95.352,218.18,24.202,24.455,2.7401,80.724,191.51,86.401,26.764,53.008,23.666,46.761,47.13,22.788,105.42,70.019,44.021,45.06,87.23,107.01,71.002,220.23,37.052,209.17,46.3,46.287,75.701,79.497,108.43,NaN,95.531,25.229,88.079,189.2,75.745,174.46,45.361,121.25,110.65,172.81,NaN,NaN,78.792,50.829,121.59,156.72,197.72,80.382,199.7,51.794,21.741,35.573,187.02,26.52,NaN,92.081,137.62,86.682,91.53,131.65,66.189,135.04,9.0694,182.12,23.661,62.594,107.45,110.72,105.93,47.493,42,26.807,95.649,48.267,65.687,189.68,76.414,124.41,162.72,53.307,93.884,28.693,45.561,86.327,75.719,71.863,106.02,47.305,50.505,58.393,92.154,204.14,86.02,54.424,125.7,80.622,94.803,175.71,101.52,23.37,75.333,86.329,70.936,53.74,157.98,93.399,125.25,46.595,98.803,56.72,68.551,102.89,134.19,46.142,62.201,183.26,71.918,71.836,118.94,174.42,145.13,181.54,53.387,24.539,102.15,15.205,81.047,163.83,34.97,41.104,202.58,71.303,72.051,145.63,65.7,85.847,177.28,186.24,46.593,65.806,28.895,NaN,17.89,71.223,190.61,25.669,18.826,111.07,27.774,53.207,24.541,33.859,25.907,90.562,6.7544,7.254,159.02,29.292,157.83,105.52,58.685,59.691,26.825,76.065,86.263,53.228,189.79,53.367,28.227,157.48,24.591,61.791,102.97,NaN,125.47,77.129,22.154,97.412,2.7583,6.7002,24.556,5.2557
6.5578,21.226,202.48,34.327,26.565,176.88,156.89,24.373,81.294,26.229,24.304,53.561,49.116,36.421,78.816,125.51,222.04,34.054,109.55,122.69,71.028,42.735,65.802,24.555,45.408,5.4669,43.96,73.716,62.839,88.097,108.68,95.613,NaN,24.326,24.924,11.967,80.911,199.64,172.34,27.037,79.129,23.793,54.728,47.434,24.21,105.96,81.459,44.237,45.301,87.493,107.23,72.023,220.34,43.141,221.52,53.323,55.224,76.404,79.617,110.43,NaN,99.221,25.323,125.46,197.34,102.79,183.31,45.761,157.68,118.61,173.44,NaN,NaN,80.95,51.419,136.58,182.58,197.94,80.526,200.24,51.892,29.069,46.036,187.96,27.333,NaN,127.08,155.58,98.753,92.19,131.72,69.536,136.6,9.2041,188.69,23.957,72.103,107.66,111.15,106.69,73.77,42.733,28.69,96.799,48.551,65.824,209.18,82.146,125.6,178.54,56.54,114.47,35.715,45.826,86.734,80.756,101.81,106.15,51.826,53.317,73.671,98.188,234.8,97.716,67.791,132.7,80.965,114.95,185.54,111.16,23.671,75.53,87.526,71.197,81.936,158.08,95.332,136.5,70.258,108.36,57.018,68.783,103.06,140.33,47.24,80.53,184.17,86.022,86.749,156.01,184.14,145.59,186.18,53.537,25.437,102.62,26.193,81.222,163.94,47.185,47.339,225.53,71.725,77.92,155.87,65.827,86.456,179.07,190.84,53.26,69.647,46.058,NaN,18.689,71.695,194.85,25.998,19.801,118.24,28.093,58.197,26.569,35.258,27.293,91.297,7.0425,7.9072,175.75,41.117,159.13,120.95,65.967,65.804,33.235,76.128,87.593,53.355,215.77,91.252,34.487,158.13,27.506,74.828,111.69,NaN,143.05,86.124,22.472,101.86,3.133,6.7975,24.953,6.3939
6.6723,21.402,214.95,34.508,26.808,177.28,204.12,24.497,81.487,26.695,24.757,53.771,49.234,43.881,124.53,125.66,NaN,34.504,109.88,124.98,71.264,44.555,69.624,24.756,46.582,5.6597,45.588,88.001,75.924,95.724,108.83,98.769,NaN,24.529,34.005,12.167,81.231,200.08,178.31,28.171,79.39,44.939,56.258,58.649,27.229,106.09,81.619,44.372,45.62,87.628,122.04,107.63,220.51,43.27,NaN,75.765,55.57,80.652,80.591,119.61,NaN,99.517,39.937,159.11,197.57,117.08,185.41,46.593,184.7,125.73,173.74,NaN,NaN,81.616,51.858,139.78,189.66,220.83,80.73,200.91,53.03,36.56,90.588,188.37,28.059,NaN,130.81,157.63,99.096,97.563,131.82,73.821,153.74,9.4309,189.52,24.165,72.766,108.01,111.58,114.43,76.754,43.861,45.607,113.27,61.862,65.934,221.9,109.22,125.76,180.75,57.124,117.07,62.299,46.196,99.28,81.225,176.45,106.48,57.087,53.556,74.081,98.295,NaN,97.83,74.086,147.64,81.094,118.96,185.98,112.68,24.521,75.728,90.627,71.971,86.634,163.71,102.69,136.65,75.736,127.13,88.804,69.104,103.58,141.57,47.429,86.69,196.11,122.96,107.49,165.15,186.14,174.37,186.25,54.159,48.159,103.56,27.057,155.7,168.82,52.236,48.734,NaN,86.024,155.59,177.32,65.937,87.236,180.41,191.02,53.354,73.73,47.203,NaN,18.821,72.048,194.94,42.537,20.671,119.58,28.665,60.254,27.675,35.592,27.536,116.98,7.2568,10.294,176.01,46.565,174.47,121.15,73.684,69.653,33.387,76.383,88.056,94.8,217.22,93.652,35.527,158.25,27.993,83.132,115.75,NaN,155.81,86.281,23.627,111.73,6.8647,7.023,25.369,6.6611
6.9022,21.76,218.18,45.958,27.754,177.78,204.7,24.774,81.635,27.563,25.207,80.69,49.454,44.83,143.05,126.03,NaN,45.789,110.18,130.9,71.93,45.318,83.681,24.968,47.221,5.7941,70.262,95.329,80.628,95.992,108.91,110.49,NaN,24.788,34.365,12.728,128.91,200.85,181.35,45.587,154.66,45.094,57.022,58.785,46.573,106.84,90.561,44.658,47.622,88.05,157.6,131.25,NaN,45.604,NaN,79.18,55.797,81.067,87.911,131.34,NaN,111.23,41.69,175.92,197.74,126.38,186.32,52.997,NaN,128.02,173.94,NaN,NaN,81.935,51.973,139.99,197.32,226.37,80.955,201.05,57.236,36.787,90.789,205.81,35.457,NaN,130.92,159.85,107.46,102.39,132.3,74.55,169.89,13.562,189.66,24.696,73.757,108.23,111.75,114.63,77.184,44.155,45.822,116,64.218,66.384,NaN,137.31,126.99,184.92,63.36,119.98,76.422,74.867,102.72,82.515,178,106.99,57.404,61.159,75.695,107.64,NaN,99.067,74.848,147.75,99.033,165.62,NaN,120.21,25.272,79.671,94.678,72.685,174.46,163.79,103.83,183.27,105.36,142.97,168.81,69.764,103.85,145.01,81.921,87.034,202.54,128.53,115.12,173.75,186.29,193.47,190.86,57.069,48.531,106.7,27.565,155.95,168.91,53.227,53.307,NaN,91.982,179.22,177.66,66.391,107.53,207.21,194.67,80.882,74.997,47.925,NaN,21.974,99.095,196.69,42.79,22.158,120.86,33.833,61.315,35.423,35.728,48.269,117.13,15.858,12.195,190.32,47.337,175.92,162.75,77.917,73.727,33.693,80.589,88.203,96.517,220.51,94.425,35.988,179.55,28.202,86.997,116.79,NaN,159.12,88.236,23.826,115.62,11.403,8.7027,26.926,6.8604
