Cbl1,Cbl3
Cbl1,Cbl4
Cbl1,Cbl14
Cbl1,Cbl20
Cbl1,Cbl24
Cbl1,Cbl40
Cbl1,Cbl44
Cbl1,Cbl50
Cbl1,Cbl56
Cbl1,Cbl61
Cbl1,Cbl65
Cbl1,Cbl72
Cbl1,Cbl75
Cbl1,Cbl77
Cbl1,Cbl81
Cbl1,Cbl85
Cbl1,Cbl87
Cbl1,Cbl92
Cbl1,Cbl94
Cbl1,Cbl100
Cbl1,Cbl101
Cbl1,Cbl104
Cbl1,Cbl106
Cbl1,Cbl109
Cbl1,Cbl125
Cbl1,Cbl130
Cbl1,Cbl138
Cbl1,Cbl140
Cbl1,Cbl149
Cbl1,Cbl156
Cbl1,Cbl157
Cbl1,Cbl160
Cbl1,Cbl161
Cbl1,Cbl170
Cbl1,Cbl179
Cbl1,Ctx1
Cbl1,Ctx2
Cbl1,Ctx5
Cbl1,Ctx13
Cbl1,Ctx14
Cbl1,Ctx16
Cbl1,Ctx17
Cbl1,Ctx42
Cbl1,Ctx101
Cbl3,Cbl24
Cbl3,Cbl44
Cbl3,Cbl46
Cbl3,Cbl61
Cbl3,Cbl81
Cbl3,Cbl94
Cbl3,Cbl101
Cbl3,Cbl104
Cbl3,Cbl140
Cbl3,Cbl149
Cbl3,Cbl156
Cbl3,Cbl160
Cbl3,Cbl161
Cbl3,Ctx2
Cbl3,Ctx5
Cbl3,Ctx13
Cbl3,Ctx14
Cbl3,Ctx72
Cbl3,Ctx125
Cbl4,Cbl11
Cbl4,Cbl14
Cbl4,Cbl20
Cbl4,Cbl24
Cbl4,Cbl31
Cbl4,Cbl44
Cbl4,Cbl61
Cbl4,Cbl65
Cbl4,Cbl66
Cbl4,Cbl73
Cbl4,Cbl77
Cbl4,Cbl78
Cbl4,Cbl85
Cbl4,Cbl90
Cbl4,Cbl94
Cbl4,Cbl100
Cbl4,Cbl101
Cbl4,Cbl106
Cbl4,Cbl109
Cbl4,Cbl110
Cbl4,Cbl120
Cbl4,Cbl125
Cbl4,Cbl134
Cbl4,Cbl138
Cbl4,Cbl140
Cbl4,Cbl149
Cbl4,Cbl160
Cbl4,Cbl161
Cbl4,Cbl182
Cbl4,Ctx2
Cbl4,Ctx5
Cbl4,Ctx13
Cbl4,Ctx14
Cbl4,Ctx16
Cbl4,Ctx37
Cbl4,Ctx72
Cbl4,Ctx74
Cbl4,Ctx104
Cbl4,Ctx122
Cbl4,Ctx130
Cbl4,Ctx157
Cbl5,Cbl11
Cbl5,Cbl24
Cbl5,Cbl44
Cbl5,Cbl61
Cbl5,Cbl66
Cbl5,Cbl81
Cbl5,Cbl90
Cbl5,Cbl94
Cbl5,Cbl100
Cbl5,Cbl104
Cbl5,Cbl109
Cbl5,Cbl128
Cbl5,Cbl138
Cbl5,Cbl143
Cbl5,Cbl156
Cbl5,Cbl161
Cbl5,Ctx2
Cbl5,Ctx13
Cbl10,Cbl20
Cbl10,Cbl24
Cbl10,Cbl61
Cbl10,Cbl65
Cbl10,Cbl66
Cbl10,Cbl90
Cbl10,Cbl94
Cbl10,Cbl101
Cbl10,Cbl126
Cbl10,Cbl138
Cbl10,Cbl139
Cbl10,Cbl161
Cbl10,Ctx13
Cbl11,Cbl20
Cbl11,Cbl24
Cbl11,Cbl26
Cbl11,Cbl40
Cbl11,Cbl42
Cbl11,Cbl44
Cbl11,Cbl66
Cbl11,Cbl75
Cbl11,Cbl78
Cbl11,Cbl81
Cbl11,Cbl88
Cbl11,Cbl90
Cbl11,Cbl92
Cbl11,Cbl93
Cbl11,Cbl94
Cbl11,Cbl101
Cbl11,Cbl105
Cbl11,Cbl109
Cbl11,Cbl133
Cbl11,Cbl138
Cbl11,Cbl156
Cbl11,Cbl161
Cbl11,Cbl171
Cbl11,Cbl182
Cbl11,Cbl183
Cbl11,Ctx1
Cbl11,Ctx2
Cbl11,Ctx5
Cbl11,Ctx13
Cbl11,Ctx37
Cbl11,Ctx105
Cbl14,Cbl24
Cbl14,Cbl42
Cbl14,Cbl50
Cbl14,Cbl56
Cbl14,Cbl61
Cbl14,Cbl65
Cbl14,Cbl101
Cbl14,Cbl103
Cbl14,Cbl109
Cbl14,Cbl130
Cbl14,Cbl138
Cbl14,Cbl156
Cbl14,Cbl160
Cbl14,Cbl161
Cbl14,Cbl162
Cbl14,Cbl171
Cbl14,Ctx1
Cbl14,Ctx2
Cbl14,Ctx13
Cbl14,Ctx16
Cbl14,Ctx37
Cbl17,Cbl24
Cbl17,Cbl26
Cbl17,Cbl42
Cbl17,Cbl100
Cbl17,Cbl109
Cbl17,Cbl138
Cbl17,Cbl149
Cbl17,Cbl182
Cbl17,Ctx2
Cbl17,Ctx37
Cbl20,Cbl24
Cbl20,Cbl40
Cbl20,Cbl44
Cbl20,Cbl59
Cbl20,Cbl61
Cbl20,Cbl65
Cbl20,Cbl66
Cbl20,Cbl78
Cbl20,Cbl81
Cbl20,Cbl90
Cbl20,Cbl93
Cbl20,Cbl94
Cbl20,Cbl100
Cbl20,Cbl105
Cbl20,Cbl126
Cbl20,Cbl138
Cbl20,Cbl139
Cbl20,Cbl143
Cbl20,Cbl161
Cbl20,Cbl171
Cbl20,Cbl181
Cbl20,Cbl183
Cbl20,Ctx2
Cbl20,Ctx5
Cbl20,Ctx13
Cbl20,Ctx14
Cbl20,Ctx16
Cbl20,Ctx37
Cbl20,Ctx44
Cbl20,Ctx122
Cbl20,Ctx130
Cbl24,Cbl26
Cbl24,Cbl31
Cbl24,Cbl40
Cbl24,Cbl42
Cbl24,Cbl44
Cbl24,Cbl46
Cbl24,Cbl50
Cbl24,Cbl53
Cbl24,Cbl56
Cbl24,Cbl59
Cbl24,Cbl61
Cbl24,Cbl64
Cbl24,Cbl65
Cbl24,Cbl66
Cbl24,Cbl73
Cbl24,Cbl75
Cbl24,Cbl77
Cbl24,Cbl78
Cbl24,Cbl81
Cbl24,Cbl82
Cbl24,Cbl85
Cbl24,Cbl90
Cbl24,Cbl92
Cbl24,Cbl93
Cbl24,Cbl94
Cbl24,Cbl100
Cbl24,Cbl101
Cbl24,Cbl103
Cbl24,Cbl104
Cbl24,Cbl105
Cbl24,Cbl106
Cbl24,Cbl109
Cbl24,Cbl110
Cbl24,Cbl125
Cbl24,Cbl126
Cbl24,Cbl128
Cbl24,Cbl130
Cbl24,Cbl133
Cbl24,Cbl134
Cbl24,Cbl138
Cbl24,Cbl139
Cbl24,Cbl140
Cbl24,Cbl142
Cbl24,Cbl143
Cbl24,Cbl149
Cbl24,Cbl156
Cbl24,Cbl157
Cbl24,Cbl160
Cbl24,Cbl161
Cbl24,Cbl162
Cbl24,Cbl164
Cbl24,Cbl165
Cbl24,Cbl170
Cbl24,Cbl171
Cbl24,Cbl179
Cbl24,Cbl181
Cbl24,Cbl182
Cbl24,Cbl183
Cbl24,Ctx1
Cbl24,Ctx2
Cbl24,Ctx5
Cbl24,Ctx13
Cbl24,Ctx14
Cbl24,Ctx16
Cbl24,Ctx17
Cbl24,Ctx22
Cbl24,Ctx26
Cbl24,Ctx30
Cbl24,Ctx37
Cbl24,Ctx44
Cbl24,Ctx72
Cbl24,Ctx86
Cbl24,Ctx101
Cbl24,Ctx105
Cbl24,Ctx122
Cbl24,Ctx125
Cbl24,Ctx130
Cbl24,Ctx136
Cbl24,Ctx143
Cbl24,Ctx154
Cbl24,Ctx181
Cbl26,Cbl40
Cbl26,Cbl42
Cbl26,Cbl61
Cbl26,Cbl66
Cbl26,Cbl75
Cbl26,Cbl81
Cbl26,Cbl100
Cbl26,Cbl105
Cbl26,Cbl109
Cbl26,Cbl134
Cbl26,Cbl138
Cbl26,Cbl143
Cbl26,Cbl149
Cbl26,Cbl160
Cbl26,Cbl161
Cbl26,Cbl181
Cbl26,Cbl182
Cbl26,Cbl183
Cbl26,Ctx2
Cbl26,Ctx5
Cbl26,Ctx11
Cbl26,Ctx13
Cbl26,Ctx14
Cbl26,Ctx37
Cbl26,Ctx72
Cbl27,Cbl161
Cbl31,Cbl61
Cbl31,Cbl66
Cbl31,Cbl85
Cbl31,Cbl100
Cbl31,Cbl138
Cbl31,Cbl149
Cbl31,Cbl161
Cbl31,Cbl182
Cbl31,Ctx2
Cbl31,Ctx5
Cbl31,Ctx13
Cbl31,Ctx14
Cbl31,Ctx130
Cbl40,Cbl42
Cbl40,Cbl65
Cbl40,Cbl66
Cbl40,Cbl75
Cbl40,Cbl88
Cbl40,Cbl93
Cbl40,Cbl94
Cbl40,Cbl105
Cbl40,Cbl133
Cbl40,Cbl138
Cbl40,Cbl160
Cbl40,Cbl161
Cbl40,Cbl171
Cbl40,Cbl182
Cbl40,Cbl183
Cbl40,Ctx2
Cbl40,Ctx5
Cbl40,Ctx13
Cbl40,Ctx37
Cbl40,Ctx130
Cbl42,Cbl61
Cbl42,Cbl81
Cbl42,Cbl100
Cbl42,Cbl105
Cbl42,Cbl109
Cbl42,Cbl143
Cbl42,Cbl149
Cbl42,Cbl160
