3
4
5
6
7
8
9
10
11
13
14
15
17
18
20
22
24
30
37
40
41
44
47
48
55
56
57
58
67
68
73
74
75
82
84
91
96
105
108
112
113
114
115
116
117
118
124
126
130
131
133
136
138
145
148
150
151
155
162
163
165
170
173
180
181
183
185
186
189
192
