4.553699999999999903e+01,4.563799999999999812e+01
4.718200000000000216e+01,4.724000000000000199e+01
4.739600000000000080e+01,4.745100000000000051e+01
5.326899999999999835e+01,5.337199999999999989e+01
8.818300000000000693e+01,8.830700000000000216e+01
9.532500000000000284e+01,9.541700000000000159e+01
9.868399999999999750e+01,9.878300000000000125e+01
1.028490000000000038e+02,1.029309999999999974e+02
1.059080000000000013e+02,1.060270000000000010e+02
1.074230000000000018e+02,1.075120000000000005e+02
1.075660000000000025e+02,1.077620000000000005e+02
1.082609999999999957e+02,1.083659999999999997e+02
1.098960000000000008e+02,1.099380000000000024e+02
1.100000000000000000e+02,1.100400000000000063e+02
1.100930000000000035e+02,1.101730000000000018e+02
1.102030000000000030e+02,1.102160000000000082e+02
1.106710000000000065e+02,1.107079999999999984e+02
1.111950000000000074e+02,1.112549999999999955e+02
1.116680000000000064e+02,1.117430000000000092e+02
1.148370000000000033e+02,1.149080000000000013e+02
1.159350000000000023e+02,1.161140000000000043e+02
1.180679999999999978e+02,1.182180000000000035e+02
1.189290000000000020e+02,1.190870000000000033e+02
1.195250000000000057e+02,1.197830000000000013e+02
1.198949999999999960e+02,1.199680000000000035e+02
1.201090000000000089e+02,1.202830000000000013e+02
1.207950000000000017e+02,1.210840000000000032e+02
1.325900000000000034e+02,1.327710000000000150e+02
1.331380000000000052e+02,1.334269999999999925e+02
1.336330000000000098e+02,1.337590000000000146e+02
1.337609999999999957e+02,1.337729999999999961e+02
1.338100000000000023e+02,1.340360000000000014e+02
1.340989999999999895e+02,1.341119999999999948e+02
1.341320000000000050e+02,1.343300000000000125e+02
1.347760000000000105e+02,1.348780000000000143e+02
1.351800000000000068e+02,1.353060000000000116e+02
1.354399999999999977e+02,1.356599999999999966e+02
1.359890000000000043e+02,1.360360000000000014e+02
1.365180000000000007e+02,1.366440000000000055e+02
1.420649999999999977e+02,1.421419999999999959e+02
1.455699999999999932e+02,1.455780000000000030e+02
1.455809999999999889e+02,1.456340000000000146e+02
1.458909999999999911e+02,1.459290000000000020e+02
1.476580000000000155e+02,1.478040000000000020e+02
1.481340000000000146e+02,1.481980000000000075e+02
1.557990000000000066e+02,1.558559999999999945e+02
1.559550000000000125e+02,1.559610000000000127e+02
1.564660000000000082e+02,1.565099999999999909e+02
1.566870000000000118e+02,1.567410000000000139e+02
1.575889999999999986e+02,1.578549999999999898e+02
1.579960000000000093e+02,1.581349999999999909e+02
1.634689999999999941e+02,1.635090000000000146e+02
1.637050000000000125e+02,1.638509999999999991e+02
1.684979999999999905e+02,1.686790000000000020e+02
1.719620000000000175e+02,1.719830000000000041e+02
1.723400000000000034e+02,1.726889999999999930e+02
1.745860000000000127e+02,1.747439999999999998e+02
1.758609999999999900e+02,1.759890000000000043e+02
1.761630000000000109e+02,1.764130000000000109e+02
1.767259999999999991e+02,1.767990000000000066e+02
1.768750000000000000e+02,1.771330000000000098e+02
1.772239999999999895e+02,1.774480000000000075e+02
1.775960000000000036e+02,1.776270000000000095e+02
1.777350000000000136e+02,1.778830000000000098e+02
1.780920000000000130e+02,1.784929999999999950e+02
1.789140000000000157e+02,1.790769999999999982e+02
1.791119999999999948e+02,1.797170000000000130e+02
1.803900000000000148e+02,1.807259999999999991e+02
1.861690000000000111e+02,1.862750000000000057e+02
1.893660000000000139e+02,1.894740000000000180e+02
1.895709999999999980e+02,1.898549999999999898e+02
1.909960000000000093e+02,1.910759999999999934e+02
2.018449999999999989e+02,2.020130000000000052e+02
2.181370000000000005e+02,2.182700000000000102e+02
2.184360000000000070e+02,2.185150000000000148e+02
2.189790000000000134e+02,2.191160000000000139e+02
2.221539999999999964e+02,2.221860000000000070e+02
2.246560000000000059e+02,2.247760000000000105e+02
2.353110000000000070e+02,2.355550000000000068e+02
2.438820000000000050e+02,2.440130000000000052e+02
2.453490000000000180e+02,2.454500000000000171e+02
