6.770000000000000462e+00,6.825000000000000178e+00
1.222000000000000064e+01,1.236100000000000065e+01
4.554299999999999926e+01,4.568900000000000006e+01
4.583800000000000097e+01,4.595700000000000074e+01
4.597700000000000387e+01,4.599499999999999744e+01
4.600200000000000244e+01,4.606199999999999761e+01
4.606799999999999784e+01,4.616100000000000136e+01
4.657699999999999818e+01,4.660300000000000153e+01
4.689399999999999835e+01,4.689800000000000324e+01
4.689900000000000091e+01,4.695000000000000284e+01
4.708899999999999864e+01,4.709600000000000364e+01
4.710000000000000142e+01,4.729299999999999926e+01
5.187199999999999989e+01,5.189500000000000313e+01
5.324600000000000222e+01,5.339000000000000057e+01
5.632300000000000040e+01,5.646399999999999864e+01
6.340100000000000335e+01,6.353200000000000358e+01
6.353300000000000125e+01,6.356300000000000239e+01
7.095300000000000296e+01,7.099299999999999500e+01
7.186400000000000432e+01,7.202400000000000091e+01
7.573499999999999943e+01,7.576699999999999591e+01
8.057200000000000273e+01,8.068600000000000705e+01
8.803900000000000148e+01,8.821300000000000807e+01
9.466100000000000136e+01,9.482099999999999795e+01
9.687600000000000477e+01,9.696200000000000330e+01
9.901600000000000534e+01,9.913100000000000023e+01
9.959199999999999875e+01,9.973100000000000875e+01
1.018010000000000019e+02,1.018520000000000039e+02
1.023820000000000050e+02,1.025090000000000003e+02
1.027019999999999982e+02,1.027180000000000035e+02
1.058930000000000007e+02,1.061560000000000059e+02
1.074009999999999962e+02,1.077310000000000088e+02
1.080000000000000000e+02,1.081269999999999953e+02
1.081719999999999970e+02,1.082579999999999956e+02
1.092400000000000091e+02,1.093650000000000091e+02
1.094690000000000083e+02,1.095589999999999975e+02
1.096730000000000018e+02,1.101890000000000072e+02
1.106599999999999966e+02,1.106640000000000015e+02
1.106659999999999968e+02,1.107040000000000077e+02
1.148670000000000044e+02,1.149519999999999982e+02
1.180060000000000002e+02,1.183799999999999955e+02
1.186670000000000016e+02,1.187620000000000005e+02
1.189410000000000025e+02,1.191449999999999960e+02
1.195010000000000048e+02,1.197890000000000015e+02
1.200070000000000050e+02,1.204690000000000083e+02
1.207870000000000061e+02,1.209909999999999997e+02
1.211370000000000005e+02,1.213560000000000088e+02
1.254110000000000014e+02,1.255319999999999965e+02
1.306839999999999975e+02,1.307239999999999895e+02
1.308360000000000127e+02,1.309260000000000161e+02
1.312609999999999957e+02,1.315610000000000070e+02
1.316769999999999925e+02,1.317429999999999950e+02
1.321589999999999918e+02,1.323240000000000123e+02
1.326659999999999968e+02,1.328600000000000136e+02
1.333509999999999991e+02,1.334420000000000073e+02
1.336700000000000159e+02,1.338569999999999993e+02
1.338720000000000141e+02,1.340589999999999975e+02
1.341800000000000068e+02,1.342239999999999895e+02
1.347899999999999920e+02,1.348640000000000043e+02
1.355440000000000111e+02,1.356820000000000164e+02
1.360080000000000098e+02,1.360610000000000070e+02
1.386069999999999993e+02,1.389890000000000043e+02
1.420480000000000018e+02,1.421479999999999961e+02
1.430020000000000095e+02,1.430910000000000082e+02
1.477009999999999934e+02,1.479029999999999916e+02
1.556800000000000068e+02,1.556880000000000166e+02
1.564879999999999995e+02,1.568070000000000164e+02
1.576009999999999991e+02,1.578710000000000093e+02
1.580200000000000102e+02,1.581649999999999920e+02
1.583720000000000141e+02,1.584720000000000084e+02
1.590519999999999925e+02,1.590970000000000084e+02
1.634459999999999980e+02,1.636140000000000043e+02
1.682659999999999911e+02,1.683310000000000173e+02
1.684660000000000082e+02,1.687460000000000093e+02
1.698430000000000177e+02,1.699519999999999982e+02
1.716839999999999975e+02,1.717990000000000066e+02
1.723700000000000045e+02,1.724629999999999939e+02
1.725120000000000005e+02,1.727439999999999998e+02
1.737410000000000139e+02,1.740240000000000009e+02
1.746560000000000059e+02,1.747880000000000109e+02
1.749440000000000168e+02,1.749620000000000175e+02
1.749670000000000130e+02,1.751359999999999957e+02
1.756870000000000118e+02,1.758470000000000084e+02
1.759770000000000039e+02,1.760270000000000152e+02
1.762009999999999934e+02,1.763940000000000055e+02
1.767719999999999914e+02,1.767959999999999923e+02
1.768040000000000020e+02,1.768160000000000025e+02
1.769680000000000177e+02,1.774970000000000141e+02
1.775999999999999943e+02,1.776730000000000018e+02
1.778710000000000093e+02,1.780310000000000059e+02
1.780360000000000014e+02,1.780540000000000020e+02
1.782150000000000034e+02,1.785430000000000064e+02
1.789799999999999898e+02,1.791270000000000095e+02
1.792330000000000041e+02,1.795980000000000132e+02
1.803750000000000000e+02,1.805840000000000032e+02
1.890790000000000077e+02,1.891220000000000141e+02
1.894279999999999973e+02,1.895270000000000152e+02
1.895759999999999934e+02,1.898490000000000180e+02
1.900130000000000052e+02,1.901380000000000052e+02
1.908110000000000070e+02,1.909149999999999920e+02
2.009519999999999982e+02,2.010140000000000100e+02
2.019060000000000059e+02,2.020159999999999911e+02
2.168029999999999973e+02,2.170550000000000068e+02
2.181479999999999961e+02,2.183670000000000186e+02
2.190109999999999957e+02,2.191539999999999964e+02
2.226330000000000098e+02,2.226980000000000075e+02
2.247129999999999939e+02,2.248010000000000161e+02
2.352520000000000095e+02,2.354149999999999920e+02
2.355200000000000102e+02,2.355769999999999982e+02
2.415210000000000150e+02,2.416100000000000136e+02
2.435769999999999982e+02,2.436990000000000123e+02
2.439200000000000159e+02,2.440420000000000016e+02
2.452710000000000150e+02,2.453170000000000073e+02
2.454720000000000084e+02,2.454800000000000182e+02
2.457839999999999918e+02,2.457920000000000016e+02
2.458079999999999927e+02,2.458110000000000070e+02
