9.551999999999999602e+00,9.682000000000000384e+00
2.006800000000000139e+01,2.013400000000000034e+01
2.321900000000000119e+01,2.325300000000000011e+01
2.349699999999999989e+01,2.365099999999999980e+01
2.488800000000000168e+01,2.491700000000000159e+01
2.493599999999999994e+01,2.515399999999999991e+01
2.559700000000000131e+01,2.566100000000000136e+01
2.581400000000000006e+01,2.592900000000000205e+01
2.661299999999999955e+01,2.678300000000000125e+01
3.810800000000000409e+01,3.842399999999999949e+01
4.179899999999999949e+01,4.196999999999999886e+01
4.227199999999999847e+01,4.230899999999999750e+01
4.577400000000000091e+01,4.586800000000000210e+01
6.931499999999999773e+01,6.942000000000000171e+01
7.121900000000000830e+01,7.134900000000000375e+01
7.205599999999999739e+01,7.206300000000000239e+01
7.212000000000000455e+01,7.231199999999999761e+01
7.278799999999999670e+01,7.292400000000000659e+01
7.292799999999999727e+01,7.295300000000000296e+01
8.590099999999999625e+01,8.595400000000000773e+01
8.598000000000000398e+01,8.616599999999999682e+01
8.629500000000000171e+01,8.642000000000000171e+01
8.765099999999999625e+01,8.786400000000000432e+01
9.105599999999999739e+01,9.115200000000000102e+01
9.150499999999999545e+01,9.151800000000000068e+01
9.626000000000000512e+01,9.638100000000000023e+01
9.962000000000000455e+01,9.982699999999999818e+01
9.989400000000000546e+01,1.002669999999999959e+02
1.057319999999999993e+02,1.058569999999999993e+02
1.058610000000000042e+02,1.060619999999999976e+02
1.062420000000000044e+02,1.063190000000000026e+02
1.063320000000000078e+02,1.064669999999999987e+02
1.071970000000000027e+02,1.074459999999999980e+02
1.144990000000000094e+02,1.145859999999999985e+02
1.147379999999999995e+02,1.149180000000000064e+02
1.149399999999999977e+02,1.150660000000000025e+02
1.160810000000000031e+02,1.162319999999999993e+02
1.163410000000000082e+02,1.164279999999999973e+02
1.204210000000000065e+02,1.206000000000000085e+02
1.249830000000000041e+02,1.251120000000000090e+02
1.260190000000000055e+02,1.261460000000000008e+02
1.263119999999999976e+02,1.264189999999999969e+02
1.282870000000000061e+02,1.283120000000000118e+02
1.296340000000000146e+02,1.296810000000000116e+02
1.307450000000000045e+02,1.310109999999999957e+02
1.318209999999999980e+02,1.319120000000000061e+02
