12.874,99.736,34.596,29.798,74.35,25.941,36.041,69.656,140.31,24.302,14.695,10.608,44.553,103.49,30.093,32.059,45.566,31.13,20.527,30.602,9.5917,20.42,19.264,16.759,78.819,36.062,50.556,85.746,53.983,11.987,94.549,145.07,73.417,73.224,19.141,32.098,31.396,104.69,82.621,30.602,32.854,15.069,111.85,21.431,13.9,22.338,28.199,31.458,14.175,22.373,29.456,26.264,64.39,31.404,17.229,71.993,62.297,29.795,11.691,8.4012,94.163,33.526,114.21,12.224,29.361,6.3693,18.035,42.327,24.199,25.002,54.097,46.903,15.565,12.772,13.459,15.564,12.442,5.5351,5.0964
15.202,100.85,34.73,32.694,74.449,26.064,36.2,94.579,NaN,27.565,15.838,10.839,45.334,111.82,31.394,34.436,45.659,71.939,20.702,30.73,10.164,20.531,21.198,31.452,104.16,36.198,52.935,85.861,54.12,12.162,94.666,145.19,73.501,104.68,19.271,34.106,31.506,104.8,104.66,42.592,34.095,16.494,111.92,60.872,14.498,23.309,28.339,33.527,15.562,54.12,51.291,29.394,64.491,34.403,29.599,85.666,62.42,34.094,11.987,8.5032,103.49,33.726,126.92,15.835,29.491,7.3953,18.13,63.596,24.857,27.438,54.228,47.032,19.998,12.954,13.637,18.601,12.769,6.276,7.8058
16.069,100.99,51.292,32.826,111.85,27.572,42.79,94.698,NaN,29.358,17.962,11.035,45.454,111.9,37.625,36.028,49.028,72.058,21.47,35.103,10.861,25.826,21.459,31.771,110.42,41.271,54.05,98.386,54.234,12.875,104.69,145.75,87.628,104.8,25.975,34.605,34.093,122.76,104.8,51.759,53.589,16.634,131.28,60.994,14.635,24.328,34.069,34.025,16.07,58.898,69.557,34.123,66.632,34.627,34.634,105.91,66.018,35.868,12.266,11.298,106.16,34.227,139.67,18.756,34.536,8.5341,18.742,64.391,25.99,27.522,60.992,50.263,20.397,15.858,20.202,18.742,16.695,7.1641,8.5957
16.627,101.28,66.594,45.172,111.93,34.085,48.858,104.66,NaN,31.23,19.03,11.425,46.733,138.08,37.754,43.067,60.954,75.492,23.434,55.761,13.3,25.933,26.701,31.871,138.25,41.367,55.659,98.558,61.065,13.029,114.35,145.85,87.73,117.03,26.231,36.46,51.938,139.12,122.82,52.069,53.7,17.566,141.86,69.429,15.938,25.356,34.207,34.272,17.129,67.535,73.033,36.061,69.536,37.765,50.266,122.92,74.455,35.968,13.267,11.996,116.16,34.894,147.72,18.933,35.123,8.8904,18.928,64.488,26.265,28.263,62.323,61.193,20.498,16.004,20.466,19.994,20.03,7.2654,9.3312
17.6,103.41,69.536,45.862,148.62,45.328,49.13,109.91,NaN,32.167,29.397,11.77,46.958,139.04,57.07,43.201,61.099,97.996,24.294,55.894,13.408,28.241,30.723,39.853,139.63,43.067,67.831,104.72,63.785,13.397,114.49,148.61,116.93,NaN,28.269,36.605,52.067,141.35,NaN,52.207,59.237,18.736,141.98,97.947,17.506,25.836,45.565,34.629,17.239,67.672,73.196,36.203,69.656,50.497,63.793,123.05,98.587,43.762,13.336,12.226,117.91,35.027,147.81,21.154,35.194,9.3736,21.232,66.019,32.84,28.391,62.423,62.95,23.367,16.756,21.2,20.106,21.265,9.6967,9.4678
17.936,103.55,71.865,45.974,148.74,45.461,61.071,110.12,NaN,32.304,31.76,12.01,47.103,145.07,63.774,48.148,62.399,111.89,25.04,60.964,16.07,28.363,33.056,50.899,143.59,44.371,72.322,114.3,63.863,14.164,129.65,148.7,117.02,NaN,31.971,51.328,60.934,141.45,NaN,55.719,59.351,18.933,NaN,98.423,21.229,28.241,45.663,36.064,20.494,68.266,101.5,41.273,73.584,50.637,63.906,126.95,102.56,43.828,14.741,14.339,128.38,39.997,148.19,21.264,46.899,9.5928,24.996,66.701,33.706,29.354,64.387,63.031,24.169,23.76,26.762,24.226,24.228,11.262,10.529
NaN,104.58,72.055,55.261,148.92,53.032,71.838,122.76,NaN,34.041,31.888,12.189,49.915,148.64,63.883,48.27,63.7,117.52,26.67,61.097,16.143,35.032,33.197,52.655,145.76,45.821,85.434,114.39,73.129,14.766,130.88,NaN,136.36,NaN,34.198,62.634,60.992,147.14,NaN,61.082,65.965,21.199,NaN,102.36,22.485,31.359,49.026,48.13,20.569,68.401,101.62,41.369,73.698,63.866,69.692,134.93,102.69,51.281,14.867,14.468,138.88,40.125,148.29,24.428,49.061,9.7297,33.766,69.628,34.091,30.587,64.457,71.859,24.293,24.225,26.906,24.307,25.823,14.943,13.905
NaN,130.59,73.033,55.392,149.03,53.13,98.496,122.93,NaN,35.294,34.574,12.737,50.486,148.76,70.361,52.571,63.795,117.61,26.789,70.499,17.133,35.199,34.636,52.797,NaN,46.019,108.29,122.76,77.628,15.798,130.99,NaN,136.45,NaN,36.206,62.76,82.088,147.29,NaN,61.193,66.082,21.295,NaN,111.9,22.619,31.466,49.126,48.256,21.465,68.632,103.53,43.093,74.452,64.06,74.292,136.46,111.9,51.931,15.502,15.04,140.02,43.801,148.72,29.338,50.128,10.091,36.326,78.987,36.076,31.452,66.014,71.965,25.82,26.565,39.16,25.821,25.94,15.897,14.466
NaN,132.05,74.337,63.599,NaN,56.37,105.58,138.1,NaN,35.974,34.661,12.927,52.053,152.81,73.186,53.163,65.763,121.23,27.672,73.433,17.229,37.34,34.755,63.8,NaN,48.871,111.86,131.92,77.721,16.194,141.72,NaN,139.61,NaN,43.092,63.792,98.385,NaN,NaN,66.685,66.667,29.853,NaN,116.62,23.792,32.829,61.065,56.164,25.068,72.155,105.96,45.883,74.896,67.262,74.432,136.59,116.02,63.697,19.143,15.165,140.09,43.925,153.14,31.039,61.189,10.789,39.377,92.855,43.02,33.539,73.582,72.135,34.898,28.133,39.867,28.231,26.468,16.665,15.94
NaN,132.62,74.456,63.794,NaN,63.888,114.71,138.19,NaN,45.572,36.204,14.158,52.172,152.91,81.987,56.235,65.969,121.36,29.464,84.695,29.462,37.474,41.565,73.071,NaN,53.589,119.06,139.09,82.427,16.5,141.86,NaN,139.81,NaN,48.866,69.548,98.454,NaN,NaN,67.995,66.796,29.963,NaN,121.26,24.302,32.955,63.273,58.687,25.466,73.116,106.09,46.037,98.451,70.353,79.419,137.35,116.13,63.787,19.275,16.459,142.62,48.126,NaN,32.63,62.951,12.363,44.835,98.589,43.796,35.103,86.028,72.271,35.098,28.608,41.302,28.356,28.87,17.994,16.075
NaN,136.11,79.326,63.926,NaN,66.52,117.84,147.15,NaN,45.655,50.484,14.29,52.982,NaN,91.678,56.357,68.1,130.25,29.6,86.132,29.6,46.906,41.966,73.204,NaN,53.702,120.49,147.16,82.552,16.661,147.16,NaN,142.62,NaN,53.134,69.667,104.69,NaN,NaN,68.095,70.758,34.57,NaN,137.66,25.84,34.17,65.763,64.722,25.953,73.262,117.53,48.872,98.591,72.593,79.535,137.53,128.33,65.757,20.409,16.574,NaN,48.257,NaN,32.732,63.031,13.433,44.973,111.9,44.603,35.197,86.119,78.856,39.863,29.692,45.807,29.355,29.366,18.063,16.639
NaN,138.03,85.969,66.528,NaN,67.761,137.56,147.28,NaN,49.03,66.625,14.602,53.13,NaN,91.794,58.692,68.229,130.36,31.061,86.225,47.686,61.093,42.704,86.153,NaN,54.126,120.63,147.29,87.969,16.794,NaN,NaN,NaN,NaN,53.598,72.996,105.2,NaN,NaN,71.83,71.293,50.519,NaN,137.72,26.801,34.272,65.985,71.87,26.063,77.653,131.96,53.591,102.43,72.663,85.957,148.09,128.45,65.87,26.167,18.099,NaN,50.226,NaN,33.503,64.422,13.801,45.554,115.19,44.857,36.854,109.72,116.93,42.568,29.8,50.917,31.26,29.49,20.634,21.165
NaN,139.06,92.766,66.758,NaN,68.049,137.71,NaN,NaN,58.184,69.521,14.767,67.997,NaN,97.996,63.8,69.436,138.95,33.46,105.56,74.437,61.194,42.926,103.46,NaN,59.934,121.85,NaN,88.097,17.502,NaN,NaN,NaN,NaN,53.665,73.095,105.37,NaN,NaN,71.996,71.894,53.636,NaN,138.02,26.901,36.221,66.794,84.156,27.69,81.971,138.11,53.696,102.52,73.19,86.061,148.64,138.88,68.069,26.268,18.74,NaN,50.335,NaN,33.62,69.532,14.735,45.669,116.33,48.867,36.966,111.9,121.19,48.132,29.939,51.033,32.331,35.134,24.236,22.487
NaN,NaN,94.232,69.536,NaN,68.291,142.44,NaN,NaN,62.948,69.598,16.462,68.32,NaN,98.09,64.787,70.194,139.14,33.831,105.7,92.789,69.387,45.803,103.53,NaN,61.186,121.98,NaN,92.821,18.556,NaN,NaN,NaN,NaN,54.122,79.327,114.38,NaN,NaN,72.158,72.032,53.889,NaN,148.62,27.571,37.022,69.399,84.423,29.468,82.091,139.13,54.125,111.89,84.514,92.754,148.74,139.15,68.159,33.522,21.16,NaN,58.703,NaN,34.035,69.659,14.873,49,116.59,51.808,39.674,114.58,121.32,48.255,31.204,56.231,32.466,35.229,27.529,22.624
NaN,NaN,109.68,69.7,NaN,69.626,146.65,NaN,NaN,63.703,75.491,16.664,72.819,NaN,98.387,65.417,71.269,140.06,33.971,116.92,111.89,69.661,45.935,104.68,NaN,68.262,138.12,NaN,104.66,19.194,NaN,NaN,NaN,NaN,58.697,86.13,114.49,NaN,NaN,86.133,84.857,61.854,NaN,148.73,29.364,38.036,70.192,102.39,29.604,84.497,141.62,54.219,115.19,101.45,102.34,NaN,141.38,72.025,34.264,21.263,NaN,61.102,NaN,34.24,71.867,15.565,49.095,116.74,51.958,40.123,116.03,132.5,58.689,34.665,56.502,34.626,48.851,28.47,23.664
NaN,NaN,109.76,74.451,NaN,72.099,146.76,NaN,NaN,63.802,98.456,16.758,78.799,NaN,104.68,65.521,71.392,145.81,37.104,117.02,126.92,77.862,48.907,104.79,NaN,69.537,143.09,NaN,104.83,19.498,NaN,NaN,NaN,NaN,60.856,100.71,126.66,NaN,NaN,86.297,87.629,66.592,NaN,NaN,29.49,40.485,73.069,108.99,33.863,91.664,141.76,56.232,136.3,101.57,102.83,NaN,145.94,74.363,35.032,24.237,NaN,64.701,NaN,34.634,71.95,18.439,49.585,133.08,52.162,42.596,121.96,137.32,58.787,34.901,61.089,34.767,48.972,29.593,23.791
NaN,NaN,111.85,78.769,NaN,72.449,150.29,NaN,NaN,64.701,98.561,16.891,78.93,NaN,105.2,70.248,71.862,145.96,37.22,119.66,137.55,78.83,49.303,109.69,NaN,69.62,148.95,NaN,114.27,19.601,NaN,NaN,NaN,NaN,61.163,101,126.78,NaN,NaN,95.564,92.386,66.662,NaN,NaN,30.038,45.264,73.2,109.73,34.002,91.766,148.98,56.331,NaN,102.99,102.96,NaN,146.58,83.086,36.005,24.996,NaN,64.792,NaN,45.566,73.421,20.191,49.69,133.19,53.589,52.101,131.28,143.72,60.105,36.461,61.188,42.569,50.238,31.269,24.308
NaN,NaN,111.92,78.96,NaN,74.634,150.42,NaN,NaN,65.957,138.02,17.764,79.221,NaN,122.75,73.598,72.48,146.08,55.194,119.8,147.72,84.727,49.851,110.02,NaN,70.187,149.02,NaN,114.46,21.186,NaN,NaN,NaN,NaN,62.431,103.52,138.15,NaN,NaN,95.699,100.09,70.981,NaN,NaN,30.622,52.059,77.313,109.85,34.768,95.556,150.72,58.7,NaN,104.69,111.78,NaN,148.59,84.128,36.838,27.453,NaN,71.929,NaN,54.096,74.398,20.436,56.266,136.26,53.696,52.219,136.58,147.82,61.083,42.494,62.956,46.906,51.055,31.396,25.837
NaN,NaN,119.7,84.868,NaN,74.77,151.39,NaN,NaN,67.761,138.09,31.758,79.489,NaN,131.92,83.052,74.363,NaN,55.39,140.02,147.82,87.962,50.316,110.12,NaN,70.264,150.72,NaN,122.75,21.304,NaN,NaN,NaN,NaN,64.702,111.79,138.26,NaN,NaN,98.429,100.19,71.093,NaN,NaN,31.293,52.169,77.43,113.76,37.14,95.66,150.83,61.203,NaN,104.83,111.93,NaN,NaN,84.232,37.819,31.338,NaN,72.054,NaN,54.228,102.35,20.492,61.127,136.36,54.108,58.686,137.86,150.3,61.194,46.559,63.299,50.096,51.95,31.503,27.575
NaN,NaN,119.81,85.669,NaN,74.926,152.76,NaN,NaN,68.092,141.66,31.871,84.815,NaN,139.09,83.132,83.025,NaN,58.422,140.09,NaN,98.398,52.53,122.78,NaN,72.213,150.86,NaN,131.92,29.437,NaN,NaN,NaN,NaN,64.792,130.76,139.09,NaN,NaN,100.03,103.46,74.457,NaN,NaN,31.768,56.496,94.061,114,47.699,98.387,151.02,62.721,NaN,109.96,126.98,NaN,NaN,85.186,39.687,32.266,NaN,72.935,NaN,62.398,111.75,21.131,61.254,138.89,54.23,61.082,140.09,150.42,62.937,46.694,64.387,50.232,52.064,32.771,29.466
NaN,NaN,137.23,92.816,NaN,85.693,152.87,NaN,NaN,68.583,145.09,50.471,85.015,NaN,139.19,88.017,84.183,NaN,59.335,145.86,NaN,98.559,53.79,122.85,NaN,72.352,151.89,NaN,132.03,29.667,NaN,NaN,NaN,NaN,65.403,132.51,139.18,NaN,NaN,100.19,104.28,78.298,NaN,NaN,31.874,56.698,94.168,117.8,47.826,98.586,151.12,68.158,NaN,110.1,137.55,NaN,NaN,99.626,39.862,32.658,NaN,73.026,NaN,64.393,111.86,23.364,62.954,139,61.001,61.19,140.19,152.72,63.731,48.252,66.005,51.068,57.159,34.46,29.919
NaN,NaN,137.32,92.958,NaN,103.07,153.01,NaN,NaN,68.726,151.85,63.782,96.68,NaN,143.82,98.519,84.294,NaN,60.396,145.98,NaN,111.5,53.89,139.09,NaN,72.629,NaN,NaN,139.08,29.867,NaN,NaN,NaN,NaN,65.519,132.71,142.65,NaN,NaN,104.09,104.42,78.823,NaN,NaN,32.038,60.928,99.618,121.85,50.27,102.26,NaN,71.933,NaN,122.82,137.99,NaN,NaN,105.98,43.06,34.039,NaN,75.467,NaN,65.755,125.84,23.806,63.587,139.15,61.192,64.723,142.58,NaN,65.856,48.591,67.997,51.682,61.065,34.594,30.053
NaN,NaN,137.55,97.969,NaN,103.42,NaN,NaN,NaN,69.495,151.92,66.661,102.45,NaN,147.16,102.42,85.212,NaN,60.601,150.29,NaN,138.69,55.522,139.29,NaN,72.759,NaN,NaN,139.19,31.407,NaN,NaN,NaN,NaN,69.475,135.75,151.59,NaN,NaN,111.83,104.52,78.933,NaN,NaN,32.288,64.328,99.765,128.71,60.426,105.92,NaN,74.354,NaN,122.95,138.09,NaN,NaN,106.15,43.2,34.131,NaN,75.56,NaN,66,125.95,25.428,63.717,142.45,65.968,64.794,142.73,NaN,65.998,48.857,72.89,57.098,61.2,37.501,31.365
NaN,NaN,138.03,98.095,NaN,103.55,NaN,NaN,NaN,70.194,NaN,69.596,102.58,NaN,152.16,104.29,88.423,NaN,62.797,152.75,NaN,139.11,55.724,143.21,NaN,72.921,NaN,NaN,147.18,31.733,NaN,NaN,NaN,NaN,69.601,137.48,NaN,NaN,NaN,111.89,109.99,115.98,NaN,NaN,32.662,64.486,101.39,131.06,60.657,106,NaN,82.433,NaN,132.02,139.66,NaN,NaN,109.84,45.898,38.407,NaN,87.637,NaN,69.415,129.15,25.801,64.392,142.52,66.07,66.684,148.58,NaN,73.458,48.963,73.06,58.357,64.461,37.626,32.064
NaN,NaN,138.16,98.451,NaN,115.48,NaN,NaN,NaN,71.021,NaN,75.489,102.7,NaN,NaN,104.74,88.525,NaN,66.021,NaN,NaN,140.03,56.349,143.76,NaN,75.418,NaN,NaN,147.29,36.254,NaN,NaN,NaN,NaN,70.591,138.15,NaN,NaN,NaN,113.89,110.11,116.08,NaN,NaN,33.953,66.028,103.49,131.2,65.033,110.03,NaN,83.049,NaN,137.64,141.66,NaN,NaN,110.1,48.137,39.424,NaN,87.752,NaN,71.27,132.5,26.789,66.721,148.6,66.687,69.487,NaN,NaN,74.883,49.893,74.254,58.462,69.324,41.055,32.633
NaN,NaN,139.09,99.631,NaN,116.15,NaN,NaN,NaN,71.82,NaN,98.556,103.03,NaN,NaN,104.85,98.489,NaN,66.168,NaN,NaN,142.35,56.504,NaN,NaN,81.98,NaN,NaN,152.16,36.405,NaN,NaN,NaN,NaN,72.918,148.62,NaN,NaN,NaN,120.96,111.86,116.61,NaN,NaN,41.202,66.159,105.52,131.44,65.42,110.13,NaN,84.629,NaN,137.75,145.96,NaN,NaN,114.15,48.265,39.496,NaN,102.39,NaN,73.586,136.11,27.098,66.86,148.7,70.752,82.629,NaN,NaN,89.256,49.966,74.359,61.088,69.462,45.855,33.93
NaN,NaN,139.18,99.756,NaN,120.52,NaN,NaN,NaN,74.232,NaN,103.5,103.43,NaN,NaN,113.76,98.59,NaN,66.625,NaN,NaN,150.31,59.061,NaN,NaN,82.091,NaN,NaN,152.28,38.659,NaN,NaN,NaN,NaN,73.032,148.72,NaN,NaN,NaN,139.11,118.95,132.68,NaN,NaN,41.329,66.917,110.63,139.62,66.655,117.02,NaN,87.902,NaN,139.08,147.76,NaN,NaN,115.55,60.859,42.274,NaN,109.74,NaN,77.319,136.43,27.559,71.932,151.95,72.163,92.737,NaN,NaN,92.444,50.125,77.617,61.187,72.302,48.605,43.031
NaN,NaN,139.7,102.35,NaN,132.52,NaN,NaN,NaN,74.493,NaN,117.43,103.55,NaN,NaN,113.99,99.621,NaN,69.553,NaN,NaN,150.42,71.171,NaN,NaN,84.502,NaN,NaN,NaN,38.772,NaN,NaN,NaN,NaN,73.456,151.47,NaN,NaN,NaN,140.06,128.39,132.76,NaN,NaN,43.027,67.049,114.59,139.71,66.757,122.72,NaN,88.057,NaN,139.21,151.11,NaN,NaN,116.99,60.97,42.762,NaN,109.85,NaN,77.435,137.23,30.695,72.056,NaN,72.921,92.857,NaN,NaN,92.715,50.257,78.564,62.954,73.453,51.933,44.37
NaN,NaN,139.79,104.72,NaN,132.66,NaN,NaN,NaN,78.217,NaN,117.52,109.61,NaN,NaN,114.29,99.766,NaN,74.45,NaN,NaN,150.79,71.936,NaN,NaN,95.558,NaN,NaN,NaN,50.367,NaN,NaN,NaN,NaN,79.726,151.59,NaN,NaN,NaN,140.18,130.89,136.29,NaN,NaN,43.161,68.632,114.69,141.38,69.056,124.65,NaN,88.457,NaN,140.03,NaN,NaN,NaN,121.97,62.69,42.867,NaN,111.84,NaN,82.654,139.72,31.424,72.487,NaN,73.038,96.529,NaN,NaN,97.398,51.801,78.828,63.766,73.56,52.062,52.09
NaN,NaN,145.06,104.92,NaN,134.92,NaN,NaN,NaN,83.093,NaN,141.38,109.76,NaN,NaN,116.11,102.3,NaN,78.735,NaN,NaN,150.92,74.484,NaN,NaN,99.643,NaN,NaN,NaN,53.66,NaN,NaN,NaN,NaN,79.855,NaN,NaN,NaN,NaN,142.56,130.99,138.02,NaN,NaN,45.589,68.765,116.08,NaN,69.563,124.76,NaN,95.552,NaN,140.19,NaN,NaN,NaN,122.13,64.399,44.833,NaN,111.92,NaN,82.766,139.86,32.501,72.714,NaN,74.257,102.39,NaN,NaN,98.447,57.517,81.969,65.828,74.328,52.19,52.263
NaN,NaN,145.16,107.45,NaN,136.43,NaN,NaN,NaN,87.917,NaN,141.66,120.06,NaN,NaN,124.66,102.51,NaN,78.82,NaN,NaN,NaN,74.924,NaN,NaN,102.28,NaN,NaN,NaN,55.595,NaN,NaN,NaN,NaN,80.812,NaN,NaN,NaN,NaN,145.08,138.76,138.12,NaN,NaN,45.659,78.952,116.88,NaN,69.703,131.89,NaN,95.681,NaN,145.96,NaN,NaN,NaN,129.44,64.701,45.554,NaN,113.73,NaN,84.991,142.58,32.661,72.99,NaN,74.368,104.09,NaN,NaN,108.06,57.732,82.95,71.831,74.836,56.058,52.393
NaN,NaN,146.62,111.89,NaN,136.53,NaN,NaN,NaN,87.989,NaN,145.08,120.6,NaN,NaN,131.42,105.69,NaN,78.973,NaN,NaN,NaN,78.821,NaN,NaN,102.42,NaN,NaN,NaN,60.952,NaN,NaN,NaN,NaN,80.962,NaN,NaN,NaN,NaN,149.92,142.45,138.26,NaN,NaN,48.862,79.22,121.15,NaN,73.03,132.02,NaN,103.46,NaN,146.63,NaN,NaN,NaN,136.31,64.788,45.665,NaN,118.49,NaN,85.197,142.71,33.795,73.585,NaN,77.313,109.5,NaN,NaN,108.99,60.963,83.102,72.157,74.96,58.165,52.518
NaN,NaN,146.76,119.79,NaN,139.09,NaN,NaN,NaN,99.623,NaN,NaN,136.43,NaN,NaN,138.96,109.48,NaN,85.962,NaN,NaN,NaN,78.955,NaN,NaN,104.16,NaN,NaN,NaN,61.862,NaN,NaN,NaN,NaN,82.62,NaN,NaN,NaN,NaN,150.04,151.19,141.36,NaN,NaN,49.096,82.396,128.39,NaN,74.185,137.65,NaN,104.15,NaN,146.75,NaN,NaN,NaN,136.4,65.418,48.36,NaN,118.63,NaN,86.022,145.75,34.9,78.966,NaN,81.027,109.75,NaN,NaN,109.72,61.068,84.19,72.3,82.189,58.717,55.802
