3.925300000000000011e+01,9.726499999999999702e+00,1.383999999999999986e+01,nan,6.463499999999999801e+00,1.436399999999999899e+00,5.491200000000000081e+00,2.949599999999999866e+01,1.496599999999999930e+00,4.850000000000000000e+01,1.057499999999999929e+01,5.566799999999999926e+01,8.987300000000000288e-01,1.846300000000000097e+01,2.235500000000000043e+00,2.166300000000000026e+01,8.994299999999999518e-01,3.289600000000000080e+00,1.399799999999999933e+00,5.792499999999999716e+01,3.762100000000000222e+01,6.436199999999999477e+01,1.250500000000000078e+01,1.070400000000000063e+01,4.708999999999999631e+00,1.194399999999999906e+00,7.640099999999999669e-01,5.869500000000000384e+00,4.135999999999999943e+01,5.516599999999999682e+01,1.232900000000000063e+01,1.129899999999999949e+01,6.272200000000000131e+01,5.692900000000000205e+01,6.605299999999999727e+00,7.642900000000000249e-01,1.133199999999999985e+00,1.090300000000000047e+00,6.923000000000000043e+00,1.303400000000000070e+01,1.872400000000000020e+01,1.597000000000000064e+01,7.169699999999999740e+00,5.932300000000000351e-01,1.138900000000000023e+00,5.605899999999999750e+01,1.596199999999999974e+01,8.458000000000000185e+00,1.896600000000000108e+01,1.843499999999999872e+01,1.599599999999999911e+00,4.827000000000000313e+01,2.265800000000000036e+00,5.556199999999999761e+01,3.382000000000000028e+01,2.176599999999999824e+01,2.162500000000000089e+00,5.675300000000000011e+01,5.099499999999999744e+01,5.900199999999999889e+00,9.352399999999999602e-01,5.439500000000000313e+01,5.556700000000000017e+01,2.941199999999999815e+00,4.509299999999999642e+00,9.008500000000000396e-01,1.869300000000000139e+01,6.319400000000000261e+01,1.569399999999999906e+00,6.995499999999999829e+00,3.019099999999999895e+01,3.599299999999999944e+00,1.958900000000000086e+00,1.229199999999999982e+01,1.869600000000000151e+01,2.600299999999999834e+00,2.826999999999999957e+01,1.405899999999999928e+01,8.650999999999999801e-01,9.018500000000000405e-01,3.787199999999999989e+01,1.664800000000000058e+00,4.183800000000000097e+01,2.095299999999999940e+00,1.375900000000000034e+01,5.582099999999999795e+01,7.619500000000000162e-01,4.840200000000000102e+01,3.605399999999999938e+00,1.207099999999999973e+01,1.205599999999999916e+01,3.152700000000000102e+01,1.230399999999999938e+00,2.816000000000000014e+01,7.633799999999999475e-01,2.162399999999999878e+01,1.824099999999999966e+01,7.407399999999999984e+00,3.361999999999999744e+01,2.210099999999999909e+01,1.095599999999999907e+00,2.767100000000000115e+00,6.268999999999999773e+01,1.089799999999999969e+01,3.003099999999999881e+01,3.001800000000000068e+01,2.866400000000000059e+00,4.971499999999999808e+00,3.221799999999999997e+00,1.932399999999999896e+00,2.096199999999999974e+01,2.572200000000000131e+01,8.494999999999999218e+00,1.663699999999999957e+00,5.686400000000000343e-01,1.523900000000000032e+00,1.463999999999999968e+00,4.667200000000000237e+00,8.397200000000000220e-01,6.389499999999999957e+00,5.438700000000000045e+01,1.669000000000000039e+00,8.307400000000000340e-01,7.862899999999999778e+00,1.027099999999999902e+00,8.963299999999999601e-01
6.528400000000000603e+01,5.905799999999999983e+01,1.410500000000000043e+01,nan,6.704900000000000304e+00,1.803800000000000070e+00,1.613100000000000023e+01,2.990099999999999980e+01,2.249399999999999977e+01,6.563200000000000500e+01,1.070700000000000074e+01,5.595700000000000074e+01,9.725000000000000311e-01,1.856200000000000117e+01,8.762700000000000600e+00,2.206800000000000139e+01,2.371500000000000163e+00,3.407900000000000151e+00,1.563700000000000090e+00,5.825900000000000034e+01,3.782900000000000063e+01,6.449899999999999523e+01,1.716100000000000136e+01,3.252499999999999858e+01,4.998400000000000176e+00,2.194300000000000139e+01,1.105099999999999971e+00,6.661100000000000243e+00,4.146800000000000352e+01,5.882699999999999818e+01,1.246000000000000085e+01,1.140600000000000058e+01,6.529399999999999693e+01,6.952100000000000080e+01,6.738999999999999879e+00,1.525400000000000089e+00,5.805299999999999905e+00,1.233100000000000085e+00,7.205599999999999561e+00,1.366499999999999915e+01,1.965700000000000003e+01,1.616499999999999915e+01,7.600500000000000256e+00,3.156499999999999861e+00,1.292699999999999960e+00,5.799099999999999966e+01,1.609600000000000009e+01,9.604799999999999116e+00,2.208800000000000097e+01,1.867000000000000171e+01,1.742699999999999916e+00,6.296600000000000108e+01,3.164400000000000102e+00,5.572800000000000153e+01,3.396099999999999852e+01,2.816499999999999915e+01,2.323199999999999932e+00,5.712599999999999767e+01,5.129800000000000182e+01,6.425600000000000200e+00,1.805099999999999927e+00,5.466899999999999693e+01,5.569299999999999784e+01,3.256899999999999906e+00,6.867600000000000371e+00,2.035299999999999887e+00,1.997299999999999898e+01,6.365999999999999659e+01,2.030699999999999950e+00,7.995199999999999640e+00,4.422899999999999920e+01,5.598499999999999588e+00,4.823800000000000310e+00,6.205100000000000193e+01,6.402800000000000580e+01,2.800300000000000011e+00,3.922800000000000153e+01,3.675600000000000023e+01,1.466199999999999948e+00,1.105299999999999949e+00,3.799799999999999756e+01,2.077599999999999891e+00,4.193399999999999750e+01,2.632899999999999796e+00,1.403800000000000026e+01,5.595400000000000063e+01,1.563499999999999890e+00,4.862700000000000244e+01,7.104000000000000092e+00,1.216200000000000081e+01,1.259999999999999964e+01,3.166400000000000148e+01,2.813099999999999934e+00,6.316799999999999926e+01,9.077300000000000368e-01,3.476599999999999824e+01,5.246300000000000097e+01,8.063200000000000145e+00,3.373799999999999955e+01,2.348600000000000065e+01,1.531300000000000106e+00,2.866499999999999915e+01,6.281700000000000017e+01,1.132699999999999996e+01,3.126000000000000156e+01,6.245100000000000051e+01,4.561499999999999666e+00,1.532399999999999984e+01,3.337600000000000122e+00,2.389899999999999913e+00,2.293499999999999872e+01,8.158299999999999841e+01,9.421699999999999520e+00,2.056799999999999962e+00,3.456599999999999895e+00,3.061599999999999877e+00,1.046499999999999986e+01,5.331599999999999895e+00,3.165900000000000158e+00,7.698100000000000165e+00,6.282300000000000040e+01,3.660800000000000054e+00,1.563299999999999912e+00,1.143900000000000006e+01,1.166299999999999892e+00,1.371599999999999930e+00
7.535699999999999932e+01,5.925500000000000256e+01,1.460699999999999932e+01,nan,5.845300000000000296e+01,2.665500000000000203e+00,5.546099999999999852e+01,3.086100000000000065e+01,2.266600000000000037e+01,nan,2.060099999999999909e+01,nan,6.199200000000000266e+00,3.080399999999999849e+01,8.834500000000000242e+00,2.363700000000000045e+01,3.467299999999999827e+00,1.243399999999999928e+01,2.225600000000000023e+00,nan,3.818500000000000227e+01,nan,3.840899999999999892e+01,5.118999999999999773e+01,1.355799999999999983e+01,2.372800000000000153e+01,1.959300000000000042e+00,6.964000000000000412e+00,5.542099999999999937e+01,7.415600000000000591e+01,1.398799999999999955e+01,3.003399999999999892e+01,nan,7.179099999999999682e+01,nan,1.995000000000000107e+00,1.046000000000000085e+01,7.098700000000000010e+00,7.940500000000000114e+00,1.413199999999999967e+01,2.350400000000000134e+01,2.569699999999999918e+01,7.767500000000000071e+00,3.306200000000000028e+00,1.836000000000000076e+00,5.822599999999999909e+01,6.525000000000000000e+01,1.119500000000000028e+01,2.232499999999999929e+01,2.252499999999999858e+01,1.939999999999999947e+00,8.026300000000000523e+01,3.326700000000000212e+00,nan,5.296399999999999864e+01,2.842800000000000082e+01,2.696499999999999897e+00,6.282200000000000273e+01,5.155799999999999983e+01,8.127499999999999503e+00,1.999000000000000110e+00,6.290500000000000114e+01,6.392499999999999716e+01,3.431099999999999817e+00,1.202399999999999913e+01,2.602799999999999780e+00,5.242399999999999949e+01,6.378699999999999903e+01,1.862500000000000000e+01,9.065300000000000580e+00,4.456099999999999994e+01,2.513599999999999923e+01,1.215399999999999991e+01,6.272999999999999687e+01,6.634999999999999432e+01,3.671199999999999797e+00,4.162599999999999767e+01,3.713199999999999790e+01,3.202599999999999891e+00,1.363299999999999956e+00,4.202000000000000313e+01,2.060200000000000031e+01,5.713700000000000045e+01,2.110000000000000142e+01,1.419800000000000040e+01,5.623700000000000188e+01,2.211500000000000021e+00,5.053499999999999659e+01,7.542200000000000237e+00,1.759299999999999997e+01,1.695799999999999841e+01,3.199800000000000111e+01,3.242599999999999927e+00,6.365699999999999648e+01,1.135499999999999954e+00,6.296200000000000330e+01,6.365299999999999869e+01,2.468900000000000006e+01,5.889000000000000057e+01,4.842799999999999727e+01,1.735800000000000010e+00,3.226500000000000057e+01,6.523699999999999477e+01,1.170800000000000018e+01,6.229099999999999682e+01,6.289600000000000080e+01,1.276399999999999935e+01,1.583500000000000085e+01,3.439499999999999780e+00,4.123199999999999754e+00,2.436299999999999955e+01,nan,1.119100000000000072e+01,7.405400000000000205e+00,3.800199999999999800e+00,3.201600000000000001e+00,2.525799999999999912e+01,2.605600000000000094e+01,3.395599999999999952e+00,3.935799999999999699e+01,6.556699999999999307e+01,5.900000000000000355e+00,2.161900000000000155e+00,1.812699999999999889e+01,6.138099999999999667e+00,1.831900000000000084e+00
nan,6.055299999999999727e+01,5.272699999999999676e+01,nan,6.225200000000000244e+01,3.327399999999999913e+00,5.559899999999999665e+01,6.613299999999999557e+01,3.229899999999999949e+01,nan,2.069600000000000151e+01,nan,6.794299999999999784e+00,3.600699999999999790e+01,5.105499999999999972e+01,3.591899999999999693e+01,3.734900000000000109e+00,1.255599999999999916e+01,2.940100000000000158e+00,nan,5.308899999999999864e+01,nan,6.385300000000000153e+01,5.142999999999999972e+01,1.602100000000000080e+01,2.415899999999999892e+01,2.200400000000000134e+00,8.160099999999999909e+00,5.561899999999999977e+01,8.259300000000000352e+01,1.475699999999999967e+01,5.356400000000000006e+01,nan,7.215900000000000603e+01,nan,2.668400000000000105e+00,1.130499999999999972e+01,7.269599999999999618e+00,8.033899999999999153e+00,1.487500000000000000e+01,2.395499999999999829e+01,3.922999999999999687e+01,8.065699999999999648e+00,1.379599999999999937e+01,2.175899999999999945e+00,nan,6.549699999999999989e+01,5.439800000000000324e+01,2.835500000000000043e+01,6.379500000000000171e+01,2.166900000000000048e+00,8.059900000000000375e+01,3.431099999999999817e+00,nan,6.182500000000000284e+01,3.762800000000000011e+01,3.302599999999999980e+00,6.325699999999999790e+01,5.178999999999999915e+01,8.368299999999999628e+00,2.372100000000000097e+00,6.315800000000000125e+01,6.426200000000000045e+01,3.700400000000000134e+00,1.220400000000000063e+01,4.238999999999999879e+00,5.276299999999999812e+01,6.499200000000000443e+01,2.135300000000000153e+01,9.372799999999999798e+00,4.486599999999999966e+01,2.540700000000000003e+01,1.853300000000000125e+01,6.619899999999999807e+01,nan,4.044500000000000206e+00,5.128300000000000125e+01,3.725699999999999790e+01,6.295799999999999841e+00,1.869499999999999940e+00,4.216199999999999903e+01,2.138899999999999935e+01,6.419400000000000261e+01,2.367299999999999827e+01,1.630699999999999861e+01,5.648400000000000176e+01,3.273699999999999832e+00,5.066799999999999926e+01,8.226399999999999935e+00,3.789099999999999824e+01,4.908800000000000097e+01,3.915500000000000114e+01,3.564400000000000013e+00,6.410099999999999909e+01,1.237000000000000099e+00,6.332500000000000284e+01,6.379399999999999693e+01,2.485800000000000054e+01,6.203499999999999659e+01,4.863000000000000256e+01,1.891000000000000014e+00,3.999900000000000233e+01,6.549299999999999500e+01,1.202599999999999980e+01,6.279399999999999693e+01,6.332200000000000273e+01,1.303899999999999970e+01,1.595500000000000007e+01,3.799599999999999866e+00,4.408100000000000129e+00,2.442899999999999849e+01,nan,1.146599999999999930e+01,1.382399999999999984e+01,4.172299999999999898e+00,3.375799999999999912e+00,3.588600000000000279e+01,5.129200000000000159e+01,4.170700000000000074e+00,4.143999999999999773e+01,7.413200000000000500e+01,6.195599999999999774e+00,2.597700000000000120e+00,2.413500000000000156e+01,6.231300000000000061e+00,2.101199999999999957e+00
nan,6.799200000000000443e+01,5.282999999999999829e+01,nan,6.262199999999999989e+01,4.259299999999999642e+00,5.789399999999999835e+01,6.626200000000000045e+01,3.997599999999999909e+01,nan,5.082600000000000051e+01,nan,1.027500000000000036e+01,4.020100000000000051e+01,5.135199999999999676e+01,3.778999999999999915e+01,4.191200000000000259e+00,1.269800000000000040e+01,3.363300000000000178e+00,nan,6.332200000000000273e+01,nan,6.456799999999999784e+01,5.163199999999999790e+01,1.613800000000000168e+01,3.005699999999999861e+01,2.497500000000000053e+00,8.323800000000000310e+00,5.799900000000000233e+01,nan,4.689999999999999858e+01,5.368999999999999773e+01,nan,7.246999999999999886e+01,nan,3.163300000000000001e+00,1.246000000000000085e+01,1.090499999999999936e+01,8.137600000000000833e+00,1.850700000000000145e+01,2.819099999999999895e+01,3.949000000000000199e+01,8.692700000000000315e+00,1.410200000000000031e+01,5.261199999999999655e+00,nan,7.533299999999999841e+01,5.466299999999999670e+01,2.994200000000000017e+01,6.408299999999999841e+01,2.503800000000000026e+00,nan,9.030200000000000671e+00,nan,6.206099999999999994e+01,3.796900000000000119e+01,3.395700000000000163e+00,6.442000000000000171e+01,5.252700000000000102e+01,8.866699999999999804e+00,2.595699999999999896e+00,6.336399999999999721e+01,6.436700000000000443e+01,3.966899999999999871e+00,1.242600000000000016e+01,4.943599999999999994e+00,6.309100000000000108e+01,6.525900000000000034e+01,2.833299999999999841e+01,1.016300000000000026e+01,4.506400000000000006e+01,5.333100000000000307e+01,2.285800000000000054e+01,6.632399999999999807e+01,nan,6.864600000000000257e+00,5.142600000000000193e+01,6.222099999999999653e+01,6.765500000000000291e+00,2.106500000000000039e+00,5.257300000000000040e+01,2.815599999999999881e+01,6.442600000000000193e+01,2.403000000000000114e+01,4.023799999999999955e+01,nan,3.795300000000000118e+00,6.296300000000000097e+01,8.372999999999999332e+00,5.289500000000000313e+01,4.943699999999999761e+01,3.951800000000000068e+01,3.692200000000000149e+00,8.082399999999999807e+01,1.966800000000000104e+00,6.525300000000000011e+01,6.409199999999999875e+01,2.563500000000000156e+01,6.226500000000000057e+01,5.878600000000000136e+01,5.836000000000000298e+00,4.025699999999999790e+01,nan,1.213899999999999935e+01,6.355299999999999727e+01,6.356000000000000227e+01,1.319599999999999973e+01,4.142300000000000182e+01,4.163999999999999702e+00,4.759900000000000020e+00,2.939699999999999847e+01,nan,1.592099999999999937e+01,1.413199999999999967e+01,5.291100000000000136e+00,4.864700000000000024e+00,3.602799999999999869e+01,5.156300000000000239e+01,4.311899999999999622e+00,5.530199999999999960e+01,7.498300000000000409e+01,9.372099999999999653e+00,4.428300000000000125e+00,2.486599999999999966e+01,6.865800000000000125e+00,3.437399999999999789e+00
nan,6.816899999999999693e+01,5.309700000000000131e+01,nan,6.309599999999999653e+01,4.466199999999999726e+00,5.845900000000000318e+01,6.639300000000000068e+01,4.165899999999999892e+01,nan,5.132000000000000028e+01,nan,1.442999999999999972e+01,4.149000000000000199e+01,5.142900000000000205e+01,3.787299999999999756e+01,4.607300000000000395e+00,1.346599999999999930e+01,3.726399999999999935e+00,nan,nan,nan,6.519899999999999807e+01,5.393299999999999983e+01,1.839799999999999969e+01,4.650200000000000244e+01,2.695399999999999796e+00,1.047000000000000064e+01,6.618600000000000705e+01,nan,4.703900000000000148e+01,5.383599999999999852e+01,nan,7.308799999999999386e+01,nan,3.505700000000000038e+00,1.256900000000000084e+01,1.139799999999999969e+01,8.327500000000000568e+00,2.162900000000000134e+01,2.840299999999999869e+01,5.532600000000000051e+01,8.797700000000000742e+00,1.699200000000000088e+01,5.391700000000000159e+00,nan,7.555700000000000216e+01,5.722200000000000131e+01,4.015599999999999881e+01,6.473499999999999943e+01,2.797099999999999920e+00,nan,5.156099999999999994e+01,nan,6.226100000000000279e+01,3.863000000000000256e+01,3.638599999999999834e+00,6.462300000000000466e+01,5.323400000000000176e+01,8.971600000000000463e+00,2.831300000000000150e+00,6.605100000000000193e+01,6.506600000000000250e+01,4.097999999999999865e+00,1.780699999999999861e+01,5.668999999999999595e+00,6.326200000000000045e+01,6.726099999999999568e+01,2.982100000000000151e+01,1.030899999999999928e+01,5.115100000000000335e+01,5.358700000000000330e+01,2.299800000000000111e+01,nan,nan,7.062999999999999723e+00,5.503600000000000136e+01,6.445799999999999841e+01,1.303700000000000081e+01,2.303199999999999914e+00,6.542799999999999727e+01,2.844000000000000128e+01,nan,2.416000000000000014e+01,4.083200000000000074e+01,nan,4.333199999999999719e+00,nan,1.199499999999999922e+01,5.302100000000000080e+01,5.056199999999999761e+01,6.520099999999999341e+01,4.262299999999999756e+00,nan,2.834200000000000053e+00,6.631900000000000261e+01,6.756999999999999318e+01,2.786899999999999977e+01,6.615200000000000102e+01,6.309799999999999898e+01,6.300300000000000011e+00,4.062500000000000000e+01,nan,1.229599999999999937e+01,6.375500000000000256e+01,6.375600000000000023e+01,1.339300000000000068e+01,4.152199999999999847e+01,1.409900000000000020e+01,5.195899999999999963e+00,3.082700000000000173e+01,nan,1.617299999999999827e+01,1.496000000000000085e+01,1.553599999999999959e+01,5.074699999999999989e+00,4.199000000000000199e+01,5.399199999999999733e+01,6.303700000000000081e+00,5.556499999999999773e+01,nan,9.894199999999999662e+00,5.840300000000000047e+00,2.679599999999999937e+01,7.436600000000000321e+00,1.208999999999999986e+01
nan,7.132999999999999829e+01,5.492399999999999949e+01,nan,6.518699999999999761e+01,4.838400000000000034e+00,5.867099999999999937e+01,8.332500000000000284e+01,4.376299999999999812e+01,nan,5.828999999999999915e+01,nan,1.450399999999999956e+01,5.439900000000000091e+01,5.182099999999999795e+01,3.798700000000000188e+01,4.873899999999999899e+00,1.466000000000000014e+01,1.399000000000000021e+01,nan,nan,nan,6.603799999999999670e+01,5.532000000000000028e+01,1.896399999999999864e+01,4.843099999999999739e+01,2.869800000000000129e+00,1.829899999999999949e+01,6.644700000000000273e+01,nan,5.583599999999999852e+01,5.412500000000000000e+01,nan,7.316599999999999682e+01,nan,3.741000000000000103e+00,1.293699999999999939e+01,1.253700000000000081e+01,8.500000000000000000e+00,2.215899999999999892e+01,3.570499999999999829e+01,5.573199999999999932e+01,9.122700000000000031e+00,1.730600000000000094e+01,6.302299999999999791e+00,nan,8.006000000000000227e+01,6.805899999999999750e+01,4.187299999999999756e+01,6.719299999999999784e+01,3.193499999999999783e+00,nan,5.209000000000000341e+01,nan,6.269100000000000250e+01,4.963499999999999801e+01,3.822499999999999787e+00,6.749599999999999511e+01,5.396699999999999875e+01,1.142300000000000004e+01,3.034400000000000208e+00,nan,6.518600000000000705e+01,4.341899999999999871e+00,2.196600000000000108e+01,6.500899999999999679e+00,6.406199999999999761e+01,6.748900000000000432e+01,2.993900000000000006e+01,1.040600000000000058e+01,5.127199999999999847e+01,5.366700000000000159e+01,3.552799999999999869e+01,nan,nan,2.726699999999999946e+01,5.517300000000000182e+01,6.479699999999999704e+01,1.385399999999999920e+01,6.248499999999999943e+01,6.646399999999999864e+01,3.003099999999999881e+01,nan,2.426300000000000168e+01,5.879800000000000182e+01,nan,4.566099999999999604e+00,nan,1.276600000000000001e+01,6.320000000000000284e+01,5.079200000000000159e+01,6.562900000000000489e+01,4.704399999999999693e+00,nan,3.165900000000000158e+00,6.649699999999999989e+01,7.649699999999999989e+01,3.236099999999999710e+01,6.625100000000000477e+01,6.323499999999999943e+01,7.006000000000000227e+00,4.107099999999999795e+01,nan,1.886400000000000077e+01,6.391899999999999693e+01,6.388799999999999812e+01,1.715299999999999869e+01,5.723700000000000188e+01,1.473199999999999932e+01,5.342500000000000249e+00,3.215599999999999881e+01,nan,1.739300000000000068e+01,1.579899999999999949e+01,2.083899999999999864e+01,1.142600000000000016e+01,4.922699999999999676e+01,5.586599999999999966e+01,1.516000000000000014e+01,5.596399999999999864e+01,nan,1.003500000000000014e+01,8.254300000000000637e+00,2.686299999999999955e+01,7.561300000000000132e+00,1.225699999999999967e+01
nan,7.356999999999999318e+01,5.506199999999999761e+01,nan,6.532800000000000296e+01,5.056899999999999729e+00,8.246200000000000330e+01,nan,4.393099999999999739e+01,nan,6.159100000000000108e+01,nan,1.916400000000000148e+01,5.681700000000000017e+01,5.205799999999999983e+01,5.029699999999999704e+01,1.296499999999999986e+01,2.043799999999999883e+01,1.442800000000000082e+01,nan,nan,nan,6.626600000000000534e+01,5.913000000000000256e+01,1.912300000000000111e+01,5.222999999999999687e+01,3.103400000000000158e+00,1.866499999999999915e+01,7.002200000000000557e+01,nan,5.610399999999999920e+01,5.439300000000000068e+01,nan,nan,nan,1.337400000000000055e+01,1.506900000000000084e+01,1.312299999999999933e+01,1.616199999999999903e+01,2.453000000000000114e+01,5.881900000000000261e+01,5.586999999999999744e+01,9.605000000000000426e+00,1.750000000000000000e+01,6.595299999999999940e+00,nan,8.032699999999999818e+01,6.932399999999999807e+01,4.198599999999999710e+01,6.748600000000000421e+01,3.636800000000000033e+00,nan,5.263600000000000279e+01,nan,6.312899999999999778e+01,4.985199999999999676e+01,3.944300000000000139e+00,6.916899999999999693e+01,5.415899999999999892e+01,1.202599999999999980e+01,3.397299999999999986e+00,nan,6.533599999999999852e+01,4.442800000000000082e+00,3.417300000000000182e+01,7.024899999999999700e+00,6.435999999999999943e+01,6.769299999999999784e+01,3.009400000000000119e+01,1.595899999999999963e+01,5.166400000000000148e+01,5.399399999999999977e+01,3.665599999999999881e+01,nan,nan,2.747400000000000020e+01,5.560300000000000153e+01,6.616800000000000637e+01,1.413000000000000078e+01,6.282699999999999818e+01,6.658899999999999864e+01,3.088899999999999935e+01,nan,2.456299999999999883e+01,5.985399999999999920e+01,nan,8.262100000000000222e+00,nan,1.299699999999999989e+01,6.530400000000000205e+01,5.120000000000000284e+01,7.001800000000000068e+01,1.202399999999999913e+01,nan,3.505999999999999783e+00,nan,8.123099999999999454e+01,3.998400000000000176e+01,nan,6.425900000000000034e+01,8.401600000000000179e+00,4.259300000000000352e+01,nan,1.912199999999999989e+01,6.410200000000000387e+01,6.399600000000000222e+01,1.779799999999999827e+01,5.809000000000000341e+01,1.671000000000000085e+01,6.766700000000000159e+00,3.257000000000000028e+01,nan,2.363800000000000168e+01,1.917099999999999937e+01,2.156599999999999895e+01,1.153899999999999970e+01,5.082300000000000040e+01,6.212599999999999767e+01,1.537500000000000000e+01,nan,nan,1.045700000000000074e+01,9.964399999999999480e+00,3.182700000000000173e+01,7.729899999999999771e+00,2.205900000000000105e+01
nan,7.569700000000000273e+01,5.545900000000000318e+01,nan,6.546399999999999864e+01,5.607899999999999885e+00,nan,nan,4.409499999999999886e+01,nan,6.895699999999999363e+01,nan,2.266900000000000048e+01,5.709599999999999653e+01,5.936399999999999721e+01,5.440299999999999869e+01,1.392500000000000071e+01,5.425699999999999790e+01,1.845599999999999952e+01,nan,nan,nan,6.639400000000000546e+01,5.936099999999999710e+01,1.966499999999999915e+01,6.135999999999999943e+01,3.291700000000000070e+00,2.119800000000000040e+01,7.046299999999999386e+01,nan,5.649600000000000222e+01,5.496800000000000352e+01,nan,nan,nan,1.756500000000000128e+01,1.722899999999999920e+01,1.379299999999999926e+01,2.350300000000000011e+01,3.245499999999999829e+01,6.320100000000000051e+01,7.532099999999999795e+01,1.745599999999999952e+01,4.695499999999999829e+01,7.095900000000000318e+00,nan,8.051300000000000523e+01,6.965999999999999659e+01,5.463400000000000034e+01,6.768999999999999773e+01,4.004599999999999937e+00,nan,5.902900000000000347e+01,nan,6.325500000000000256e+01,5.293099999999999739e+01,4.192599999999999660e+00,6.962399999999999523e+01,5.466299999999999670e+01,1.228800000000000026e+01,4.859200000000000408e+00,nan,7.535699999999999932e+01,4.662799999999999834e+00,3.692300000000000182e+01,7.097999999999999865e+00,6.633700000000000330e+01,7.538599999999999568e+01,3.366299999999999670e+01,1.863400000000000034e+01,5.296500000000000341e+01,5.870300000000000296e+01,3.692499999999999716e+01,nan,nan,4.310499999999999687e+01,5.586200000000000188e+01,6.642600000000000193e+01,2.270899999999999963e+01,6.316599999999999682e+01,6.926800000000000068e+01,5.555700000000000216e+01,nan,2.866000000000000014e+01,5.996800000000000352e+01,nan,9.136900000000000688e+00,nan,1.310800000000000054e+01,6.571999999999999886e+01,5.439699999999999847e+01,7.348199999999999932e+01,1.253500000000000014e+01,nan,4.263799999999999812e+00,nan,8.151999999999999602e+01,4.072599999999999909e+01,nan,6.515699999999999648e+01,8.826200000000000045e+00,4.273199999999999932e+01,nan,1.990500000000000114e+01,6.512999999999999545e+01,6.579500000000000171e+01,1.838899999999999935e+01,5.845100000000000051e+01,1.686100000000000065e+01,2.996999999999999886e+01,3.295199999999999818e+01,nan,2.427499999999999858e+01,2.373699999999999832e+01,2.323000000000000043e+01,2.236100000000000065e+01,5.092900000000000205e+01,6.402899999999999636e+01,1.549600000000000044e+01,nan,nan,1.053100000000000058e+01,1.039499999999999957e+01,3.239200000000000301e+01,7.937299999999999578e+00,3.010000000000000142e+01
nan,8.326399999999999579e+01,5.556799999999999784e+01,nan,6.559900000000000375e+01,5.964999999999999858e+00,nan,nan,6.250200000000000244e+01,nan,7.356799999999999784e+01,nan,2.357300000000000040e+01,6.205700000000000216e+01,5.978999999999999915e+01,5.464900000000000091e+01,1.433000000000000007e+01,5.536299999999999955e+01,1.919699999999999918e+01,nan,nan,nan,6.703100000000000591e+01,6.278099999999999881e+01,2.016799999999999926e+01,6.225800000000000267e+01,3.533999999999999808e+00,2.152799999999999869e+01,7.335899999999999466e+01,nan,5.895199999999999818e+01,5.516400000000000148e+01,nan,nan,nan,6.632200000000000273e+01,2.586799999999999855e+01,1.449600000000000044e+01,2.454400000000000048e+01,3.498599999999999710e+01,6.335900000000000176e+01,7.545900000000000318e+01,1.813200000000000145e+01,5.526200000000000045e+01,1.023700000000000010e+01,nan,8.109300000000000352e+01,6.976699999999999591e+01,5.493200000000000216e+01,7.539600000000000080e+01,4.142100000000000115e+00,nan,5.926700000000000301e+01,nan,6.343399999999999750e+01,5.309499999999999886e+01,1.410299999999999976e+01,7.829800000000000182e+01,5.895300000000000296e+01,1.273600000000000065e+01,4.958999999999999631e+00,nan,nan,7.169200000000000017e+00,3.703699999999999903e+01,7.364499999999999602e+00,6.865900000000000603e+01,nan,5.249699999999999989e+01,2.117299999999999827e+01,5.303199999999999648e+01,5.885900000000000176e+01,4.020000000000000284e+01,nan,nan,4.406300000000000239e+01,5.696099999999999852e+01,6.653100000000000591e+01,3.762800000000000011e+01,6.363600000000000279e+01,6.955800000000000693e+01,5.569700000000000273e+01,nan,4.072299999999999898e+01,6.948900000000000432e+01,nan,9.402300000000000324e+00,nan,1.323600000000000065e+01,7.041899999999999693e+01,5.519200000000000017e+01,7.525000000000000000e+01,1.274099999999999966e+01,nan,2.563299999999999912e+01,nan,8.311599999999999966e+01,4.105400000000000205e+01,nan,6.555599999999999739e+01,8.931100000000000705e+00,4.300200000000000244e+01,nan,2.029500000000000171e+01,6.523699999999999477e+01,6.598999999999999488e+01,1.853699999999999903e+01,5.869200000000000017e+01,1.698999999999999844e+01,3.062399999999999878e+01,3.456000000000000227e+01,nan,2.468700000000000117e+01,2.525700000000000145e+01,2.469200000000000017e+01,2.269500000000000028e+01,5.669299999999999784e+01,6.428900000000000148e+01,1.713200000000000145e+01,nan,nan,1.223900000000000077e+01,1.196599999999999930e+01,3.666599999999999682e+01,8.161199999999999122e+00,3.386399999999999721e+01
