2.412500000000000000e+01,8.295299999999999230e+00,9.926199999999999690e+00,1.135999999999999943e+01,2.230700000000000127e+00,5.438700000000000045e+01,9.272799999999999443e+01,5.890900000000000247e+00,6.932399999999999807e+01,1.709799999999999898e+01,1.583900000000000041e+01,3.508300000000000196e+00,2.113500000000000156e+01,7.793300000000000693e+01,5.892199999999999704e+01,9.763299999999999201e+00,2.142500000000000071e+01,6.845999999999999375e+01,6.558200000000000252e+00,1.549300000000000033e+01,2.511899999999999800e+00,1.110399999999999920e+01,2.544099999999999895e+01,1.726900000000000102e+00,6.174000000000000199e+01,2.363599999999999923e+01,8.131600000000000605e+00,3.270700000000000074e+01,1.105799999999999983e+01,1.028800000000000026e+01,1.906400000000000006e+01,9.603799999999999670e+00,2.326500000000000057e+01,9.554299999999999571e+00,2.251999999999999957e+01,1.123199999999999932e+01,2.287300000000000111e+01,2.042200000000000060e+01,3.764099999999999824e+01,8.828500000000000014e+00,4.180799999999999983e+01,8.796599999999999753e+00,2.192999999999999972e+01,1.262199999999999989e+00,9.531700000000000728e+00,5.543099999999999739e+01,4.566900000000000404e+00,3.615899999999999892e+01,9.676099999999999923e+00,9.833099999999999952e+00,1.897499999999999964e+00,2.300700000000000145e+01,8.101499999999999702e+00,5.196600000000000108e+00,3.896600000000000108e+01,6.569700000000000273e+01,8.308700000000000330e+01,2.342599999999999838e+01,6.494900000000000340e+00,7.368600000000000705e+01,5.128999999999999559e+00,2.569199999999999928e+00,5.078799999999999670e+01,6.765800000000000125e+01,1.925700000000000145e+01,7.271800000000000352e+01,1.200000000000000000e+01,2.385600000000000165e+01,7.265099999999999625e+01,1.835600000000000165e+01,5.301300000000000345e+00,2.128600000000000136e+01,7.762699999999999534e+01,9.049099999999999966e+01,1.749399999999999977e+01,9.298799999999999955e+00,4.906900000000000261e+00,9.369699999999999918e+00,7.350000000000000000e+01,nan,9.806400000000000006e+00,2.253099999999999881e+01,1.001299999999999955e+02,2.335999999999999943e+01,2.595899999999999963e+01,9.738599999999999923e+00,2.626200000000000045e+01
2.439799999999999969e+01,8.571899999999999409e+00,3.832399999999999807e+01,1.160299999999999976e+01,2.400199999999999889e+00,6.858599999999999852e+01,9.282299999999999329e+01,1.364100000000000001e+01,6.942199999999999704e+01,1.725900000000000034e+01,1.963299999999999912e+01,3.638100000000000112e+00,2.162099999999999866e+01,7.806000000000000227e+01,5.912199999999999989e+01,2.209900000000000020e+01,2.683399999999999963e+01,6.859399999999999409e+01,6.959699999999999775e+00,2.187000000000000099e+01,5.037099999999999689e+00,2.333099999999999952e+01,2.558800000000000097e+01,1.871399999999999952e+00,6.569499999999999318e+01,3.866299999999999670e+01,2.353600000000000136e+01,4.536200000000000188e+01,1.266200000000000081e+01,1.045400000000000063e+01,1.922899999999999920e+01,9.804399999999999338e+00,2.346600000000000108e+01,9.895400000000000418e+00,2.260399999999999920e+01,1.196599999999999930e+01,2.314000000000000057e+01,2.179400000000000048e+01,7.049699999999999989e+01,1.919099999999999895e+01,4.193500000000000227e+01,1.053800000000000026e+01,2.236799999999999855e+01,1.471200000000000063e+00,1.006199999999999939e+01,7.792000000000000171e+01,1.696999999999999886e+01,6.569199999999999307e+01,9.968600000000000350e+00,2.209199999999999875e+01,2.129000000000000004e+00,2.314399999999999835e+01,9.261799999999999145e+00,2.366100000000000136e+01,1.032500000000000000e+02,7.403300000000000125e+01,8.702599999999999625e+01,2.907499999999999929e+01,6.730800000000000338e+00,1.050199999999999960e+02,6.936300000000000132e+00,2.099200000000000088e+01,6.026500000000000057e+01,6.835500000000000398e+01,2.186700000000000088e+01,1.001500000000000057e+02,1.209299999999999997e+01,2.683800000000000097e+01,9.844599999999999795e+01,1.966600000000000037e+01,8.389900000000000801e+00,2.143499999999999872e+01,7.776200000000000045e+01,9.135800000000000409e+01,1.764099999999999824e+01,1.093200000000000038e+01,5.223700000000000010e+00,1.206799999999999962e+01,1.123299999999999983e+02,nan,2.329500000000000171e+01,2.559700000000000131e+01,1.005300000000000011e+02,2.417099999999999937e+01,5.299699999999999989e+01,9.874399999999999622e+00,2.676599999999999824e+01
2.630300000000000082e+01,9.723800000000000665e+00,6.578300000000000125e+01,1.273099999999999987e+01,2.472799999999999887e+00,6.935399999999999920e+01,9.985599999999999454e+01,2.562600000000000122e+01,7.718500000000000227e+01,1.776399999999999935e+01,2.012199999999999989e+01,3.736200000000000188e+00,2.219999999999999929e+01,1.001299999999999955e+02,nan,2.223100000000000165e+01,2.696799999999999997e+01,7.329300000000000637e+01,7.105699999999999683e+00,2.213200000000000145e+01,6.636700000000000266e+00,3.259000000000000341e+01,2.590399999999999991e+01,2.001300000000000079e+00,6.595799999999999841e+01,7.298900000000000432e+01,2.360399999999999920e+01,7.122499999999999432e+01,1.386400000000000077e+01,1.072799999999999976e+01,4.646399999999999864e+01,1.209800000000000075e+01,2.360900000000000176e+01,2.219699999999999918e+01,2.367399999999999949e+01,1.326200000000000045e+01,2.472899999999999920e+01,2.195700000000000074e+01,7.181300000000000239e+01,5.777300000000000324e+01,4.243099999999999739e+01,1.093299999999999983e+01,4.479699999999999704e+01,4.831699999999999662e+00,1.118900000000000006e+01,9.281600000000000250e+01,1.760500000000000043e+01,7.722400000000000375e+01,2.269500000000000028e+01,2.236899999999999977e+01,9.633499999999999730e+00,7.983499999999999375e+01,9.373100000000000875e+00,1.185199999999999960e+02,1.033599999999999994e+02,1.126299999999999955e+02,8.725700000000000500e+01,3.100600000000000023e+01,1.386400000000000077e+01,1.053499999999999943e+02,7.175500000000000433e+00,2.115599999999999881e+01,1.098199999999999932e+02,6.935399999999999920e+01,9.055500000000000682e+01,1.046200000000000045e+02,1.253899999999999970e+01,3.849099999999999966e+01,1.045199999999999960e+02,2.192000000000000171e+01,8.638099999999999667e+00,2.400600000000000023e+01,9.282500000000000284e+01,9.263299999999999557e+01,1.846199999999999974e+01,1.136200000000000010e+01,2.356700000000000017e+01,1.913800000000000168e+01,1.206400000000000006e+02,nan,1.054800000000000040e+02,2.909900000000000020e+01,nan,3.886099999999999710e+01,5.500099999999999767e+01,1.016499999999999915e+01,2.920599999999999952e+01
3.025600000000000023e+01,9.928399999999999892e+00,7.276000000000000512e+01,1.969900000000000162e+01,5.764700000000000379e+00,1.246099999999999994e+02,1.064300000000000068e+02,2.579599999999999937e+01,9.512600000000000477e+01,1.786499999999999844e+01,2.188800000000000168e+01,4.607599999999999696e+00,2.276800000000000068e+01,nan,nan,1.246599999999999966e+02,3.842399999999999949e+01,9.772100000000000364e+01,1.390300000000000047e+01,3.589500000000000313e+01,9.035800000000000054e+00,3.269400000000000261e+01,4.585799999999999699e+01,4.857000000000000206e+00,6.613200000000000500e+01,8.552800000000000580e+01,2.449699999999999989e+01,7.136299999999999955e+01,1.422600000000000087e+01,4.484000000000000341e+01,5.742900000000000205e+01,2.206899999999999906e+01,2.373600000000000065e+01,2.328900000000000148e+01,2.382600000000000051e+01,1.342399999999999949e+01,2.506700000000000017e+01,2.435399999999999920e+01,7.718800000000000239e+01,6.911599999999999966e+01,4.253799999999999670e+01,1.945899999999999963e+01,5.118699999999999761e+01,5.003099999999999881e+00,1.150099999999999945e+01,9.293000000000000682e+01,1.778999999999999915e+01,7.738800000000000523e+01,2.936799999999999855e+01,2.263200000000000145e+01,1.876999999999999957e+01,9.659900000000000375e+01,9.573499999999999233e+00,nan,1.167199999999999989e+02,nan,9.691800000000000637e+01,3.129700000000000060e+01,1.409699999999999953e+01,1.055600000000000023e+02,1.017300000000000004e+01,2.270299999999999940e+01,1.164200000000000017e+02,1.007900000000000063e+02,nan,1.072600000000000051e+02,2.253800000000000026e+01,3.859499999999999886e+01,nan,2.563899999999999935e+01,1.025300000000000011e+01,2.440200000000000102e+01,1.209500000000000028e+02,9.281600000000000250e+01,1.870599999999999952e+01,1.219800000000000040e+01,9.911499999999999488e+01,1.947400000000000020e+01,1.262600000000000051e+02,nan,1.112500000000000000e+02,3.159900000000000020e+01,nan,7.279300000000000637e+01,6.053499999999999659e+01,2.296000000000000085e+01,2.942399999999999949e+01
3.049200000000000088e+01,1.039700000000000024e+01,7.396899999999999409e+01,2.263700000000000045e+01,8.528200000000000003e+00,nan,1.120100000000000051e+02,3.142899999999999849e+01,nan,5.073100000000000165e+01,2.907300000000000040e+01,8.371100000000000207e+00,2.323300000000000054e+01,nan,nan,nan,3.868900000000000006e+01,1.067199999999999989e+02,1.757199999999999918e+01,4.218699999999999761e+01,9.291499999999999204e+00,4.535199999999999676e+01,5.478499999999999659e+01,5.030499999999999972e+00,1.169599999999999937e+02,1.001500000000000057e+02,2.589099999999999824e+01,8.552100000000000080e+01,2.346300000000000097e+01,8.465900000000000603e+01,6.095700000000000074e+01,2.220899999999999963e+01,3.830400000000000205e+01,5.539699999999999847e+01,2.413899999999999935e+01,1.962800000000000011e+01,2.673199999999999932e+01,4.242399999999999949e+01,7.731600000000000250e+01,6.923399999999999466e+01,4.779399999999999693e+01,2.161899999999999977e+01,5.129699999999999704e+01,1.182699999999999996e+01,1.175699999999999967e+01,nan,1.867000000000000171e+01,9.512600000000000477e+01,2.983200000000000074e+01,2.466400000000000148e+01,1.963299999999999912e+01,9.682599999999999341e+01,1.033399999999999963e+01,nan,1.287899999999999920e+02,nan,9.706100000000000705e+01,3.582399999999999807e+01,1.450000000000000000e+01,1.072600000000000051e+02,1.705999999999999872e+01,2.289199999999999946e+01,1.258900000000000006e+02,1.010300000000000011e+02,nan,1.131200000000000045e+02,2.745899999999999963e+01,7.225600000000000023e+01,nan,2.586599999999999966e+01,2.143900000000000006e+01,3.837199999999999989e+01,1.251200000000000045e+02,nan,1.885800000000000054e+01,1.903399999999999892e+01,9.968699999999999761e+01,1.970100000000000051e+01,nan,nan,1.119899999999999949e+02,3.362700000000000244e+01,nan,7.316500000000000625e+01,6.065899999999999892e+01,2.306400000000000006e+01,2.987300000000000111e+01
3.062600000000000122e+01,2.218599999999999994e+01,8.478499999999999659e+01,2.323199999999999932e+01,8.705500000000000682e+00,nan,1.250000000000000000e+02,3.243200000000000216e+01,nan,5.083599999999999852e+01,2.923600000000000065e+01,8.491199999999999193e+00,2.369099999999999895e+01,nan,nan,nan,3.886099999999999710e+01,1.068599999999999994e+02,1.800300000000000011e+01,4.252499999999999858e+01,9.465999999999999304e+00,7.272299999999999898e+01,5.533299999999999841e+01,2.370400000000000063e+01,1.259899999999999949e+02,1.065199999999999960e+02,2.720700000000000074e+01,1.000300000000000011e+02,4.511999999999999744e+01,1.000499999999999972e+02,6.155499999999999972e+01,2.562399999999999878e+01,3.862599999999999767e+01,5.562700000000000244e+01,2.462999999999999901e+01,2.033399999999999963e+01,4.422200000000000131e+01,4.292099999999999937e+01,8.434900000000000375e+01,6.935500000000000398e+01,4.815800000000000125e+01,2.342500000000000071e+01,5.285999999999999943e+01,1.246299999999999919e+01,1.252599999999999980e+01,nan,1.966600000000000037e+01,nan,3.785499999999999687e+01,2.512399999999999878e+01,2.093199999999999861e+01,9.821399999999999864e+01,1.083300000000000018e+01,nan,1.309099999999999966e+02,nan,9.838599999999999568e+01,3.756600000000000250e+01,1.959199999999999875e+01,1.073900000000000006e+02,1.850199999999999889e+01,2.340099999999999980e+01,1.260100000000000051e+02,1.012999999999999972e+02,nan,1.163599999999999994e+02,2.976800000000000068e+01,7.359699999999999420e+01,nan,2.670400000000000063e+01,2.353300000000000125e+01,3.876500000000000057e+01,1.252500000000000000e+02,nan,1.952599999999999980e+01,1.940099999999999980e+01,1.185400000000000063e+02,2.132400000000000162e+01,nan,nan,1.198900000000000006e+02,4.467000000000000171e+01,nan,1.001500000000000057e+02,6.080299999999999727e+01,5.536299999999999955e+01,3.012900000000000134e+01
5.263600000000000279e+01,2.255199999999999960e+01,8.492100000000000648e+01,4.695900000000000318e+01,5.042399999999999949e+01,nan,1.252300000000000040e+02,3.286599999999999966e+01,nan,6.626099999999999568e+01,2.969300000000000139e+01,8.694900000000000517e+00,4.402400000000000091e+01,nan,nan,nan,5.015800000000000125e+01,1.145900000000000034e+02,1.903800000000000026e+01,4.296200000000000330e+01,9.828200000000000713e+00,8.482599999999999341e+01,5.642399999999999949e+01,3.352400000000000091e+01,1.264599999999999937e+02,1.072600000000000051e+02,2.838899999999999935e+01,1.001500000000000057e+02,4.539099999999999824e+01,1.001899999999999977e+02,6.565900000000000603e+01,5.770000000000000284e+01,3.886800000000000210e+01,5.809599999999999653e+01,2.487800000000000011e+01,2.053800000000000026e+01,4.493699999999999761e+01,4.299699999999999989e+01,8.973099999999999454e+01,1.194200000000000017e+02,4.823199999999999932e+01,2.370899999999999963e+01,5.556400000000000006e+01,2.355499999999999972e+01,1.842999999999999972e+01,nan,2.437399999999999878e+01,nan,3.822299999999999898e+01,2.742800000000000082e+01,2.127299999999999969e+01,1.061599999999999966e+02,1.106000000000000050e+01,nan,nan,nan,nan,3.800399999999999778e+01,2.101999999999999957e+01,1.086800000000000068e+02,1.872500000000000142e+01,2.370700000000000074e+01,1.306500000000000057e+02,1.015100000000000051e+02,nan,1.165799999999999983e+02,2.986499999999999844e+01,7.475799999999999557e+01,nan,2.936599999999999966e+01,2.379700000000000060e+01,3.890100000000000335e+01,nan,nan,1.966100000000000136e+01,2.009700000000000131e+01,nan,2.143599999999999994e+01,nan,nan,nan,5.316700000000000159e+01,nan,1.059200000000000017e+02,7.951999999999999602e+01,5.546399999999999864e+01,1.068900000000000006e+02
6.862699999999999534e+01,2.330600000000000094e+01,9.802700000000000102e+01,7.673000000000000398e+01,5.052900000000000347e+01,nan,1.259899999999999949e+02,3.352700000000000102e+01,nan,7.449200000000000443e+01,3.073999999999999844e+01,1.535399999999999920e+01,5.169100000000000250e+01,nan,nan,nan,7.255100000000000193e+01,1.281100000000000136e+02,2.269699999999999918e+01,4.453600000000000136e+01,1.551900000000000013e+01,9.972700000000000387e+01,6.322899999999999920e+01,7.989600000000000080e+01,nan,1.083299999999999983e+02,3.296699999999999875e+01,1.058900000000000006e+02,7.123300000000000409e+01,1.118799999999999955e+02,9.052400000000000091e+01,5.779399999999999693e+01,3.902400000000000091e+01,5.823599999999999710e+01,2.669999999999999929e+01,2.390399999999999991e+01,4.509300000000000352e+01,7.313400000000000034e+01,9.524699999999999989e+01,nan,5.035300000000000153e+01,2.942699999999999960e+01,8.453100000000000591e+01,2.385999999999999943e+01,2.253200000000000003e+01,nan,2.653200000000000003e+01,nan,3.832999999999999829e+01,4.119800000000000040e+01,2.260000000000000142e+01,1.296100000000000136e+02,1.229800000000000004e+01,nan,nan,nan,nan,3.832900000000000063e+01,2.166600000000000037e+01,1.088499999999999943e+02,1.982499999999999929e+01,2.392399999999999949e+01,nan,1.030699999999999932e+02,nan,nan,3.019099999999999895e+01,7.503300000000000125e+01,nan,2.969999999999999929e+01,2.406299999999999883e+01,5.013499999999999801e+01,nan,nan,2.156299999999999883e+01,2.136899999999999977e+01,nan,2.319800000000000040e+01,nan,nan,nan,5.366599999999999682e+01,nan,1.060799999999999983e+02,8.902599999999999625e+01,9.302599999999999625e+01,1.071800000000000068e+02
6.876399999999999579e+01,2.559700000000000131e+01,9.998699999999999477e+01,7.688800000000000523e+01,5.768800000000000239e+01,nan,1.295200000000000102e+02,3.428399999999999892e+01,nan,7.489199999999999591e+01,3.099299999999999855e+01,1.549600000000000044e+01,6.364800000000000324e+01,nan,nan,nan,7.802500000000000568e+01,1.295900000000000034e+02,2.327100000000000080e+01,4.464300000000000068e+01,1.564100000000000001e+01,9.979099999999999682e+01,1.023499999999999943e+02,9.124800000000000466e+01,nan,1.089200000000000017e+02,3.306499999999999773e+01,1.071500000000000057e+02,8.591599999999999682e+01,1.122500000000000000e+02,9.066599999999999682e+01,6.097299999999999898e+01,7.179300000000000637e+01,7.086100000000000421e+01,4.157000000000000028e+01,3.570300000000000296e+01,9.302500000000000568e+01,7.325600000000000023e+01,1.045499999999999972e+02,nan,5.045900000000000318e+01,3.252300000000000324e+01,1.022699999999999960e+02,2.403500000000000014e+01,2.555900000000000105e+01,nan,5.479999999999999716e+01,nan,5.210699999999999932e+01,7.725000000000000000e+01,2.293599999999999994e+01,1.299199999999999875e+02,1.474000000000000021e+01,nan,nan,nan,nan,5.366899999999999693e+01,2.229799999999999827e+01,1.099200000000000017e+02,2.073000000000000043e+01,5.642699999999999960e+01,nan,1.031899999999999977e+02,nan,nan,3.033299999999999841e+01,1.000300000000000011e+02,nan,2.993400000000000105e+01,3.890200000000000102e+01,5.029699999999999704e+01,nan,nan,3.888499999999999801e+01,2.185800000000000054e+01,nan,2.393700000000000117e+01,nan,nan,nan,8.651800000000000068e+01,nan,1.064200000000000017e+02,9.529399999999999693e+01,9.321800000000000352e+01,1.072699999999999960e+02
7.145300000000000296e+01,3.582399999999999807e+01,1.002199999999999989e+02,1.188199999999999932e+02,6.922799999999999443e+01,nan,1.297299999999999898e+02,3.462299999999999756e+01,nan,7.501800000000000068e+01,3.153200000000000003e+01,1.559399999999999942e+01,7.106399999999999295e+01,nan,nan,nan,1.008199999999999932e+02,1.298100000000000023e+02,2.360500000000000043e+01,4.566700000000000159e+01,2.217500000000000071e+01,1.000900000000000034e+02,1.024300000000000068e+02,9.136599999999999966e+01,nan,nan,3.373299999999999699e+01,1.150199999999999960e+02,8.608899999999999864e+01,1.125199999999999960e+02,9.855200000000000671e+01,6.616800000000000637e+01,7.251699999999999591e+01,8.502700000000000102e+01,4.172899999999999920e+01,6.642900000000000205e+01,9.321699999999999875e+01,7.823099999999999454e+01,1.296599999999999966e+02,nan,5.121999999999999886e+01,3.265800000000000125e+01,1.025300000000000011e+02,3.141900000000000048e+01,3.053600000000000136e+01,nan,5.539900000000000091e+01,nan,5.332900000000000063e+01,7.758799999999999386e+01,2.320299999999999940e+01,nan,2.113899999999999935e+01,nan,nan,nan,nan,5.813300000000000267e+01,2.412999999999999901e+01,1.101500000000000057e+02,2.329100000000000037e+01,5.655499999999999972e+01,nan,nan,nan,nan,4.333100000000000307e+01,1.021899999999999977e+02,nan,2.999299999999999855e+01,3.903499999999999659e+01,5.070199999999999818e+01,nan,nan,4.685999999999999943e+01,2.263700000000000045e+01,nan,2.440599999999999881e+01,nan,nan,nan,9.305500000000000682e+01,nan,nan,9.623000000000000398e+01,9.474899999999999523e+01,1.170900000000000034e+02
