2.157000000000000028e+00,7.694200000000000372e+00,8.609999999999999876e-01,3.241000000000000103e+00,6.925600000000000200e+00,1.305299999999999905e+00,3.764499999999999957e+00,3.404100000000000126e+00,3.407200000000000006e+00,1.400399999999999956e+01,2.138300000000000090e+00,5.456599999999999895e+00,3.224699999999999900e+00,1.902199999999999891e+00,4.072300000000000253e+00,1.864700000000000024e+00,1.508799999999999919e+00,3.988799999999999901e+00,3.828500000000000014e+00,8.622999999999999332e+00,3.241699999999999804e+00,4.643399999999999750e+00,5.178700000000000081e+00,1.900600000000000067e+00,9.945399999999999796e-01,5.398399999999999643e+00,8.326400000000000468e-01,1.858100000000000085e+00,5.668899999999999828e+00,3.538300000000000001e+00,6.109399999999999942e+00,9.716099999999999737e-01,1.023399999999999999e+01,9.028199999999999559e-01,8.248199999999999976e-01,4.300900000000000389e+00,1.601099999999999968e+00,1.740199999999999969e+00,5.528999999999999915e+00,5.599000000000000199e+00,8.044799999999999729e-01,9.588900000000000645e+00,2.090599999999999792e+00,6.471599999999999575e+00,1.832799999999999985e+00,6.592600000000000016e+00,2.206999999999999851e+00,2.168200000000000127e+00,1.422800000000000065e+00,1.010800000000000054e+01,2.067800000000000082e+00,2.005300000000000082e+00,3.399599999999999955e+00,4.655000000000000249e+00,1.894300000000000095e+00,3.362800000000000011e+00,9.016999999999999460e-01,4.303799999999999848e+00,8.106400000000000716e+00,4.295799999999999841e+00,2.000900000000000123e+00,3.420300000000000118e+00,2.096200000000000063e+00,1.125000000000000000e+00,1.496499999999999986e+01,1.086200000000000010e+01,4.331699999999999662e+00,1.861399999999999944e+00,2.067299999999999915e+00,4.665199999999999569e+00,1.117099999999999937e+01,6.034399999999999764e+00
2.300499999999999989e+00,7.800500000000000433e+00,1.499100000000000099e+00,5.531399999999999650e+00,8.358000000000000540e+00,4.602599999999999802e+00,3.908500000000000085e+00,4.656299999999999883e+00,4.230199999999999960e+00,5.024000000000000199e+01,1.410899999999999999e+01,5.596300000000000274e+00,3.401499999999999968e+00,2.669799999999999951e+00,4.189000000000000057e+00,2.138599999999999834e+00,3.554499999999999993e+00,4.132399999999999629e+00,4.110000000000000320e+00,1.400500000000000078e+01,4.564000000000000057e+00,4.774899999999999700e+00,5.928300000000000125e+00,2.072400000000000020e+00,1.697999999999999954e+00,8.395599999999999952e+00,1.825499999999999901e+00,6.266899999999999693e+00,1.022700000000000031e+01,4.807999999999999829e+00,6.410300000000000331e+00,1.102100000000000080e+00,1.402899999999999991e+01,2.233499999999999819e+00,2.169799999999999951e+00,5.570899999999999963e+00,1.744099999999999984e+00,2.166199999999999903e+00,7.727400000000000269e+00,9.492399999999999949e+00,1.591900000000000093e+00,1.017399999999999949e+01,3.370999999999999996e+00,6.567499999999999893e+00,2.130799999999999805e+00,6.956199999999999939e+00,2.342600000000000016e+00,3.162300000000000111e+00,1.527099999999999902e+00,1.123199999999999932e+01,2.775999999999999801e+00,4.107099999999999973e+00,4.802999999999999936e+00,5.541699999999999626e+00,1.007000000000000028e+01,4.323800000000000310e+00,3.162900000000000045e+00,4.695999999999999730e+00,8.995100000000000762e+00,5.503400000000000070e+00,4.311899999999999622e+00,3.539800000000000058e+00,2.207300000000000040e+00,7.566499999999999559e+00,1.561100000000000065e+01,1.507000000000000028e+01,4.477800000000000225e+00,1.960299999999999931e+00,2.335799999999999876e+00,4.738199999999999967e+00,1.129599999999999937e+01,6.503599999999999604e+00
8.691300000000000026e+00,9.167600000000000193e+00,1.735500000000000043e+00,5.599099999999999966e+00,8.600899999999999324e+00,8.074699999999999989e+00,7.425099999999999589e+00,6.760200000000000209e+00,5.524300000000000210e+00,5.308400000000000318e+01,1.419999999999999929e+01,5.669100000000000250e+00,6.029099999999999682e+00,3.236499999999999932e+00,4.306400000000000006e+00,4.070199999999999818e+00,3.858900000000000219e+00,7.128999999999999559e+00,4.287899999999999601e+00,1.413700000000000045e+01,5.224599999999999689e+00,5.907899999999999707e+00,6.159399999999999764e+00,3.529900000000000038e+00,2.666100000000000136e+00,1.043999999999999950e+01,1.937699999999999978e+00,6.504800000000000360e+00,1.445700000000000074e+01,6.393500000000000405e+00,6.555600000000000094e+00,1.389499999999999957e+00,1.456600000000000072e+01,6.490000000000000213e+00,2.302900000000000169e+00,9.369400000000000617e+00,3.302599999999999980e+00,3.228699999999999903e+00,9.608399999999999608e+00,9.628700000000000259e+00,2.165799999999999947e+00,1.406400000000000006e+01,4.126199999999999868e+00,6.673499999999999766e+00,5.555299999999999905e+00,1.016799999999999926e+01,1.189199999999999946e+01,4.077300000000000146e+00,4.528900000000000148e+00,1.209999999999999964e+01,2.896799999999999820e+00,4.206500000000000128e+00,5.491799999999999571e+00,6.970100000000000406e+00,1.017300000000000004e+01,4.576699999999999768e+00,3.894299999999999873e+00,1.008799999999999919e+01,9.103699999999999903e+00,8.696699999999999875e+00,9.338699999999999335e+00,4.598900000000000432e+00,4.672200000000000131e+00,9.725600000000000023e+00,1.606099999999999994e+01,1.519699999999999918e+01,1.026200000000000045e+01,3.277400000000000091e+00,5.954799999999999649e+00,8.959300000000000708e+00,1.140300000000000047e+01,8.093500000000000583e+00
1.496000000000000085e+01,9.334600000000000009e+00,1.994899999999999896e+00,7.326900000000000190e+00,9.202700000000000102e+00,9.131600000000000605e+00,8.897000000000000242e+00,8.174599999999999866e+00,7.225999999999999979e+00,5.550000000000000000e+01,1.512500000000000000e+01,6.368599999999999817e+00,1.118999999999999950e+01,6.825499999999999901e+00,4.773799999999999599e+00,4.204299999999999926e+00,5.724700000000000344e+00,7.391399999999999970e+00,4.470399999999999707e+00,1.579199999999999982e+01,5.959900000000000198e+00,6.798399999999999999e+00,1.022400000000000020e+01,9.492599999999999483e+00,2.965199999999999836e+00,1.076500000000000057e+01,2.195899999999999963e+00,6.757699999999999818e+00,1.460299999999999976e+01,6.535800000000000054e+00,6.669299999999999784e+00,3.241400000000000059e+00,1.619300000000000139e+01,7.857899999999999885e+00,5.472900000000000098e+00,9.759600000000000719e+00,3.428100000000000147e+00,4.834699999999999775e+00,9.733000000000000540e+00,1.002399999999999913e+01,2.831500000000000128e+00,1.417300000000000004e+01,4.639599999999999724e+00,9.154700000000000060e+00,6.845100000000000406e+00,1.276399999999999935e+01,1.438799999999999990e+01,5.896600000000000286e+00,6.064499999999999780e+00,1.415700000000000003e+01,3.328199999999999825e+00,5.562899999999999956e+00,1.004199999999999982e+01,7.392900000000000027e+00,2.032000000000000028e+01,5.503199999999999648e+00,4.497700000000000031e+00,1.022899999999999920e+01,9.394500000000000739e+00,9.698100000000000165e+00,1.006700000000000017e+01,5.523500000000000298e+00,6.978900000000000325e+00,9.829299999999999926e+00,1.669200000000000017e+01,1.624099999999999966e+01,1.040000000000000036e+01,3.371900000000000119e+00,6.574900000000000411e+00,1.013700000000000045e+01,1.162100000000000044e+01,8.205299999999999372e+00
1.616700000000000159e+01,1.003700000000000081e+01,5.572600000000000442e+00,7.637699999999999712e+00,9.400999999999999801e+00,9.709500000000000242e+00,9.004099999999999326e+00,9.028000000000000469e+00,1.056199999999999939e+01,5.782399999999999807e+01,1.522700000000000031e+01,6.507399999999999629e+00,1.435299999999999976e+01,7.505099999999999660e+00,4.939000000000000057e+00,4.763099999999999667e+00,9.579100000000000392e+00,8.234600000000000364e+00,4.936899999999999622e+00,1.607499999999999929e+01,6.101499999999999702e+00,6.991699999999999804e+00,1.042999999999999972e+01,1.120700000000000074e+01,3.369200000000000195e+00,1.087500000000000000e+01,2.305600000000000094e+00,6.974099999999999966e+00,1.562599999999999945e+01,6.954699999999999882e+00,7.009299999999999642e+00,5.137299999999999756e+00,1.650300000000000011e+01,8.072699999999999321e+00,5.938900000000000290e+00,1.005499999999999972e+01,4.075800000000000090e+00,6.497399999999999842e+00,1.023700000000000010e+01,1.052299999999999969e+01,3.033300000000000107e+00,1.432699999999999996e+01,5.923700000000000188e+00,1.029199999999999982e+01,6.972699999999999676e+00,1.453200000000000003e+01,2.067099999999999937e+01,6.356600000000000250e+00,6.637299999999999756e+00,1.558799999999999919e+01,3.440500000000000114e+00,1.429700000000000060e+01,1.410599999999999987e+01,7.531100000000000350e+00,2.587099999999999866e+01,9.030499999999999972e+00,4.856700000000000017e+00,1.486500000000000021e+01,9.604799999999999116e+00,9.834199999999999164e+00,1.057300000000000040e+01,6.493299999999999628e+00,7.122600000000000264e+00,1.186999999999999922e+01,1.906200000000000117e+01,1.633699999999999974e+01,1.082799999999999940e+01,4.537099999999999689e+00,7.033699999999999619e+00,1.022700000000000031e+01,1.385699999999999932e+01,9.201800000000000423e+00
1.626099999999999923e+01,1.013700000000000045e+01,5.762999999999999901e+00,8.708800000000000097e+00,1.069699999999999918e+01,9.855399999999999494e+00,9.372600000000000264e+00,9.203900000000000858e+00,1.100500000000000078e+01,6.048499999999999943e+01,1.628999999999999915e+01,1.004100000000000037e+01,1.936799999999999855e+01,8.010400000000000631e+00,8.103999999999999204e+00,6.527300000000000324e+00,9.709400000000000475e+00,8.339600000000000790e+00,5.271099999999999675e+00,1.623999999999999844e+01,8.363300000000000622e+00,7.139999999999999680e+00,1.257000000000000028e+01,1.134299999999999997e+01,3.999899999999999789e+00,1.262400000000000055e+01,5.626599999999999824e+00,8.068300000000000693e+00,1.613700000000000045e+01,7.672399999999999665e+00,8.141799999999999926e+00,9.599800000000000111e+00,2.075799999999999912e+01,8.238500000000000156e+00,6.342500000000000249e+00,1.023099999999999987e+01,4.190299999999999692e+00,6.798899999999999721e+00,1.035599999999999987e+01,1.082799999999999940e+01,5.138499999999999623e+00,1.602400000000000091e+01,6.039600000000000080e+00,1.043699999999999939e+01,7.064400000000000013e+00,1.553700000000000081e+01,2.320899999999999963e+01,6.503800000000000026e+00,1.034299999999999997e+01,1.623999999999999844e+01,3.775700000000000056e+00,1.446499999999999986e+01,1.420199999999999996e+01,8.275800000000000267e+00,2.612199999999999989e+01,9.374000000000000554e+00,5.386499999999999844e+00,1.510500000000000043e+01,9.794100000000000250e+00,1.117099999999999937e+01,1.329599999999999937e+01,1.056900000000000084e+01,9.269500000000000739e+00,1.234200000000000053e+01,1.916199999999999903e+01,1.653999999999999915e+01,1.178899999999999970e+01,5.204699999999999882e+00,8.237800000000000011e+00,1.257300000000000040e+01,1.399499999999999922e+01,9.831899999999999196e+00
2.029299999999999926e+01,1.050000000000000000e+01,9.460900000000000531e+00,9.734099999999999753e+00,1.132199999999999918e+01,1.062700000000000067e+01,1.013700000000000045e+01,9.396900000000000475e+00,1.183200000000000074e+01,6.063799999999999812e+01,2.385500000000000043e+01,1.060100000000000087e+01,1.950199999999999889e+01,8.402499999999999858e+00,1.005599999999999916e+01,7.004699999999999704e+00,1.022499999999999964e+01,8.563000000000000611e+00,5.533400000000000318e+00,1.647299999999999898e+01,9.822599999999999554e+00,9.276799999999999713e+00,1.652299999999999969e+01,1.327200000000000024e+01,4.267699999999999605e+00,1.369100000000000072e+01,5.693699999999999761e+00,8.233800000000000452e+00,1.627100000000000080e+01,8.064600000000000435e+00,8.596600000000000463e+00,9.694300000000000139e+00,2.087099999999999866e+01,9.157899999999999707e+00,6.499900000000000233e+00,1.082300000000000040e+01,4.631999999999999673e+00,7.024399999999999977e+00,1.289300000000000068e+01,1.226200000000000045e+01,5.395800000000000374e+00,1.649099999999999966e+01,9.007199999999999207e+00,1.120400000000000063e+01,9.506399999999999295e+00,1.566799999999999926e+01,3.027400000000000091e+01,7.020800000000000374e+00,1.563700000000000045e+01,1.634100000000000108e+01,4.627699999999999925e+00,1.459399999999999942e+01,1.447499999999999964e+01,8.626699999999999591e+00,3.983200000000000074e+01,9.467900000000000205e+00,6.056400000000000006e+00,1.542800000000000082e+01,9.871700000000000585e+00,1.129400000000000048e+01,1.440000000000000036e+01,1.433600000000000030e+01,1.065600000000000058e+01,1.247199999999999953e+01,1.942800000000000082e+01,1.839399999999999835e+01,1.189600000000000080e+01,5.599199999999999733e+00,8.557199999999999918e+00,1.269500000000000028e+01,1.453800000000000026e+01,1.004299999999999926e+01
2.043299999999999983e+01,1.087199999999999989e+01,9.602100000000000080e+00,1.089100000000000001e+01,1.163599999999999923e+01,1.085599999999999987e+01,1.039000000000000057e+01,9.888099999999999667e+00,1.412199999999999989e+01,6.473300000000000409e+01,2.850700000000000145e+01,1.419500000000000028e+01,1.959299999999999997e+01,1.113299999999999912e+01,1.059800000000000075e+01,7.127799999999999692e+00,1.042999999999999972e+01,9.631700000000000372e+00,5.690400000000000347e+00,1.947400000000000020e+01,1.026299999999999990e+01,1.043299999999999983e+01,1.666799999999999926e+01,1.340199999999999925e+01,5.367499999999999716e+00,1.497100000000000009e+01,1.029199999999999982e+01,9.065300000000000580e+00,1.643199999999999861e+01,8.796200000000000685e+00,9.395300000000000651e+00,1.189000000000000057e+01,2.753999999999999915e+01,9.931100000000000705e+00,8.202299999999999258e+00,1.510699999999999932e+01,5.538000000000000256e+00,8.101300000000000168e+00,1.404100000000000037e+01,1.493599999999999994e+01,6.497799999999999798e+00,1.987099999999999866e+01,9.196999999999999176e+00,1.137500000000000000e+01,9.774800000000000821e+00,1.607199999999999918e+01,4.005799999999999983e+01,8.222799999999999443e+00,1.919999999999999929e+01,2.314000000000000057e+01,4.733799999999999564e+00,2.386100000000000065e+01,1.463499999999999979e+01,9.124499999999999389e+00,5.193999999999999773e+01,1.006799999999999962e+01,6.536100000000000243e+00,1.624099999999999966e+01,1.060299999999999976e+01,1.142200000000000060e+01,1.503899999999999970e+01,1.554499999999999993e+01,1.460100000000000087e+01,1.399900000000000055e+01,2.036799999999999855e+01,1.853800000000000026e+01,1.242699999999999960e+01,5.995700000000000252e+00,9.265700000000000713e+00,1.523799999999999955e+01,1.532900000000000063e+01,1.419299999999999962e+01
2.070400000000000063e+01,1.142600000000000016e+01,1.116900000000000048e+01,1.136400000000000077e+01,1.189400000000000013e+01,1.133300000000000018e+01,1.117399999999999949e+01,1.023700000000000010e+01,1.557399999999999984e+01,6.486400000000000432e+01,2.861899999999999977e+01,1.487299999999999933e+01,1.972500000000000142e+01,1.139300000000000068e+01,1.215700000000000003e+01,9.038800000000000168e+00,1.401200000000000045e+01,1.039700000000000024e+01,6.095900000000000318e+00,1.973100000000000165e+01,1.036100000000000065e+01,1.182900000000000063e+01,1.822800000000000153e+01,1.507300000000000040e+01,5.625600000000000378e+00,1.560599999999999987e+01,1.039799999999999969e+01,9.441000000000000725e+00,1.682199999999999918e+01,8.958199999999999719e+00,9.731600000000000250e+00,1.852100000000000080e+01,3.153600000000000136e+01,1.007000000000000028e+01,8.835399999999999920e+00,1.992999999999999972e+01,5.602299999999999613e+00,8.226000000000000867e+00,1.416000000000000014e+01,1.507300000000000040e+01,8.868600000000000705e+00,2.062900000000000134e+01,9.491199999999999193e+00,1.219800000000000040e+01,1.032600000000000051e+01,1.624099999999999966e+01,4.020300000000000296e+01,8.532600000000000406e+00,2.130699999999999861e+01,3.189600000000000080e+01,9.294200000000000017e+00,3.129500000000000171e+01,1.480799999999999983e+01,9.454700000000000770e+00,5.548599999999999710e+01,1.026600000000000001e+01,6.699099999999999611e+00,1.637099999999999866e+01,1.100300000000000011e+01,1.230700000000000038e+01,1.546700000000000053e+01,1.623699999999999832e+01,1.553800000000000026e+01,1.443099999999999916e+01,2.049299999999999855e+01,1.869900000000000162e+01,1.260500000000000043e+01,6.130600000000000271e+00,9.738799999999999457e+00,1.537400000000000055e+01,1.630000000000000071e+01,1.984299999999999997e+01
2.205300000000000082e+01,1.160999999999999943e+01,1.129700000000000060e+01,1.149600000000000044e+01,1.265300000000000047e+01,1.147199999999999953e+01,1.146499999999999986e+01,1.077599999999999980e+01,1.604100000000000037e+01,nan,3.820100000000000051e+01,1.564199999999999946e+01,2.319699999999999918e+01,1.172700000000000031e+01,1.486299999999999955e+01,9.204399999999999693e+00,1.429400000000000048e+01,1.053700000000000081e+01,6.302599999999999980e+00,2.029799999999999827e+01,1.206000000000000050e+01,1.256099999999999994e+01,1.840399999999999991e+01,1.576399999999999935e+01,5.732999999999999652e+00,1.590900000000000070e+01,1.255899999999999928e+01,9.602000000000000313e+00,1.742299999999999827e+01,9.064000000000000057e+00,1.026399999999999935e+01,2.069500000000000028e+01,3.333800000000000097e+01,1.108999999999999986e+01,9.298199999999999577e+00,2.056700000000000017e+01,7.863199999999999967e+00,1.010200000000000031e+01,1.639099999999999824e+01,1.605499999999999972e+01,9.836199999999999832e+00,2.403900000000000148e+01,1.057499999999999929e+01,1.229700000000000060e+01,1.116200000000000081e+01,1.648799999999999955e+01,4.362199999999999989e+01,9.262700000000000600e+00,2.373400000000000176e+01,3.973100000000000165e+01,9.462099999999999511e+00,5.345499999999999829e+01,1.559600000000000009e+01,9.603500000000000369e+00,5.556199999999999761e+01,1.500200000000000067e+01,6.934000000000000163e+00,1.679799999999999827e+01,1.190000000000000036e+01,1.242699999999999960e+01,1.586500000000000021e+01,1.633500000000000085e+01,1.565900000000000070e+01,1.460599999999999987e+01,2.066100000000000136e+01,1.882999999999999829e+01,1.363799999999999990e+01,6.996000000000000441e+00,9.870699999999999363e+00,1.580300000000000082e+01,2.042999999999999972e+01,1.995899999999999963e+01
