NaN,10.401,12.433,NaN,14.627,36.068,7.866,31.265,5.2382,7.962,68.823,85.696,84.291,31.135,25.535,83.119,5.8971,24.194,NaN,14.006,75.051,25.337,39.953,31.526,87.258,53.93,NaN,21.588,17.141,72.297,24.462,NaN,NaN,23.223,36.368,52.286,NaN,34.831,62.562,NaN,76.035,NaN,NaN,31.864,75.698,4.6959,24.999,73.765,78.1,NaN,78.326,30.82,NaN,NaN,86.059,NaN,18.777,21.49,18.535,NaN,40.768,NaN,81.058,NaN,NaN,8.9019,NaN,41.424,61.763,31.523,NaN,22.832,26.389,83.114,81.026,NaN,19.125,23.66,78.066,NaN,27.477,42.194,67.387,33.596,16.191,14.971,NaN,NaN,18.508,89.282,23.559,19.728,NaN,37.427,28.061,66.301,4.9676,30.155,32.033,74.657,20.136,36.926,16.291,84.254,68.393,54.894,NaN,NaN,19.397,23.963,78.097,14.238,22.695,NaN,38.334,13.574,23.33,21.093,21.264,NaN,11.566,32.819,36.085,36.071,22.83,20.264,57.727,46.161,22.23,NaN,19.861,33.063,20.399,39.666,30.859,NaN,84.186,80.936,NaN,17.929,36.636,22.137,75.385,30.106,19.566,25.104,NaN,69.753,23.396,49.803,40.268,79.725,21.373,NaN,39.786,61.324,82.392,27.14,NaN,75.687,33.069,24.629,48.558,22.728,86.495,50.429
NaN,10.535,12.539,NaN,22.759,38.606,9.3653,31.869,6.9051,8.1718,70.101,86.393,84.431,31.263,26.864,83.295,6.0031,24.333,NaN,14.264,76.759,25.47,40.103,31.739,88.454,56.071,NaN,21.762,17.36,NaN,24.567,NaN,NaN,23.441,36.73,61.062,NaN,35.204,63.038,NaN,76.529,NaN,NaN,32.235,80.023,4.9008,25.134,74.469,79.562,NaN,78.931,31.567,NaN,NaN,87.066,NaN,19.528,21.803,19.004,NaN,41.068,NaN,83.619,NaN,NaN,23.099,NaN,70.064,61.921,NaN,NaN,23.167,26.704,84.413,83.924,NaN,19.333,25.165,78.632,NaN,27.791,53.15,67.5,34.461,17.71,16.005,NaN,NaN,18.989,NaN,23.84,19.834,NaN,37.692,28.257,69.796,5.472,30.522,32.826,75.018,20.425,37.399,35.69,85.094,68.763,55.192,NaN,NaN,19.86,24.068,78.993,14.608,30.288,NaN,38.769,15.772,23.457,22.927,22.258,NaN,11.939,34.502,38.6,36.334,23.296,20.598,59.228,47.056,22.464,NaN,19.933,76.628,21.235,39.801,67.623,NaN,84.491,81.53,NaN,20.067,36.769,27.691,76.335,30.391,19.691,25.395,NaN,70.221,24.228,54.13,40.862,81.39,21.53,NaN,53.452,66.703,83.052,29.166,NaN,79.127,33.395,24.827,52.386,22.962,86.834,51.527
NaN,10.765,12.898,NaN,23.432,73.094,9.5261,32.866,27.794,8.5967,71.293,86.732,85.462,33.728,27.168,83.432,6.2305,24.464,NaN,14.562,77.3,25.734,53.888,72.03,88.624,56.201,NaN,22.931,17.526,NaN,24.732,NaN,NaN,23.604,37.041,61.618,NaN,35.762,63.887,NaN,76.766,NaN,NaN,73.761,80.591,6.4652,25.6,75.032,88.126,NaN,79.022,31.789,NaN,NaN,NaN,NaN,20.367,22.243,19.355,NaN,41.432,NaN,NaN,NaN,NaN,30.472,NaN,70.264,62.056,NaN,NaN,23.303,27.13,85.251,84.757,NaN,19.523,25.402,78.793,NaN,31.939,69.983,67.897,36.425,17.832,16.436,NaN,NaN,20.598,NaN,24.369,19.973,NaN,37.996,28.359,83.091,6.2715,30.871,33.163,79.319,21.023,37.83,36.801,85.428,69.802,55.426,NaN,NaN,20.199,25.839,81.088,15.004,30.569,NaN,39.295,19.971,27.668,23.44,28.031,NaN,13.868,38.588,41.068,47.721,24.599,23.57,59.758,47.441,22.754,NaN,20.437,82.627,29.623,42.053,68.055,NaN,NaN,81.725,NaN,20.566,52.997,27.807,76.699,32.063,19.972,42.662,NaN,70.886,24.399,65.296,41.368,88.994,22.371,NaN,53.773,67.526,83.614,30.597,NaN,79.325,33.527,24.995,52.534,30.16,NaN,51.699
NaN,10.869,13.226,NaN,24.237,73.825,10.526,32.999,28.333,8.9954,71.983,87.124,85.695,33.963,27.334,NaN,6.9305,24.57,NaN,29.498,78.028,26.227,54.566,72.258,88.796,77.623,NaN,26.031,18.038,NaN,25.273,NaN,NaN,23.822,38.359,61.797,NaN,35.895,64.016,NaN,77.189,NaN,NaN,74.037,NaN,6.5957,25.971,75.731,88.269,NaN,79.558,32.465,NaN,NaN,NaN,NaN,20.53,73.199,19.563,NaN,59.025,NaN,NaN,NaN,NaN,44.891,NaN,71.198,62.264,NaN,NaN,23.462,27.294,85.658,84.852,NaN,20.227,25.641,79.028,NaN,32.201,76.782,69.628,48.998,18.358,34.566,NaN,NaN,21.032,NaN,24.574,21.464,NaN,38.836,69.756,83.265,6.971,34.061,33.358,80.283,23.142,56.455,60.1,85.523,69.968,78.061,NaN,NaN,28.976,26.301,81.417,15.156,30.895,NaN,55.726,20.332,27.867,23.665,38.193,NaN,17.489,38.892,50.728,47.863,24.731,23.701,61.503,53.024,23.403,NaN,21.129,83.121,30.302,42.335,68.727,NaN,NaN,NaN,NaN,21.005,53.388,34.44,89.219,32.192,20.33,45.156,NaN,76.749,24.51,65.437,44.331,89.261,22.502,NaN,61.162,76.828,83.958,30.739,NaN,82.268,42.001,25.492,74.454,30.556,NaN,52.954
NaN,11.396,14.167,NaN,24.396,73.93,11.104,33.194,28.563,9.4051,72.193,87.284,86.061,34.13,27.629,NaN,7.0672,24.933,NaN,36.559,78.862,27.029,55.569,77.262,88.92,79.648,NaN,26.329,30.493,NaN,25.634,NaN,NaN,24.304,38.627,63.303,NaN,36.221,68.694,NaN,NaN,NaN,NaN,75.489,NaN,7.3592,26.931,76.76,88.534,NaN,NaN,66.156,NaN,NaN,NaN,NaN,20.889,74.502,19.759,NaN,60.026,NaN,NaN,NaN,NaN,45.088,NaN,72.731,64.153,NaN,NaN,24.736,27.474,85.986,NaN,NaN,20.794,26.192,79.157,NaN,32.796,82.188,69.76,49.229,19.699,35.189,NaN,NaN,21.761,NaN,24.72,21.734,NaN,39.194,70.195,83.698,7.1018,34.96,33.601,NaN,23.527,77.287,60.433,NaN,70.09,78.819,NaN,NaN,32.807,27.931,81.751,15.429,31.794,NaN,56.098,20.531,28.023,24.47,38.792,NaN,19.256,43.631,61.522,52.266,28.204,24.03,61.636,54.063,24.297,NaN,22.262,83.523,30.893,44.037,69.19,NaN,NaN,NaN,NaN,22.932,53.54,34.659,NaN,32.306,20.706,46.057,NaN,77.157,24.692,71.985,44.86,NaN,22.83,NaN,76.651,77.09,84.129,33.627,NaN,NaN,47.46,27.319,82.118,34.564,NaN,58.187
NaN,11.862,14.67,NaN,24.733,74.452,11.263,33.46,28.706,9.5286,72.517,87.919,86.226,69.624,27.795,NaN,7.2916,25.287,NaN,36.7,87.627,27.766,55.896,NaN,89.884,NaN,NaN,27.061,31.094,NaN,25.8,NaN,NaN,24.964,38.866,64.463,NaN,36.925,69.335,NaN,NaN,NaN,NaN,75.683,NaN,8.293,79.759,88.19,90.253,NaN,NaN,66.528,NaN,NaN,NaN,NaN,30.39,74.824,19.868,NaN,63.863,NaN,NaN,NaN,NaN,54.589,NaN,72.966,64.294,NaN,NaN,24.87,28.191,86.359,NaN,NaN,21.133,31.329,79.298,NaN,33.097,82.456,70.115,50.137,19.826,35.388,NaN,NaN,26.765,NaN,24.892,21.971,NaN,39.603,70.89,84.13,9.162,35.095,34.331,NaN,23.631,79.154,67.226,NaN,71.965,79.299,NaN,NaN,33.592,28.392,82.659,16.006,49.262,NaN,56.254,20.772,28.64,27.225,39.155,NaN,19.594,55.49,73.855,53.463,29.823,24.326,71.799,73.66,24.638,NaN,22.404,83.755,68.295,45.198,69.599,NaN,NaN,NaN,NaN,23.092,54.267,38.623,NaN,35.858,21.125,46.365,NaN,79.601,26.469,72.3,45.203,NaN,23.497,NaN,76.763,82.136,86.083,34.736,NaN,NaN,54.082,28.496,82.331,34.825,NaN,58.465
NaN,12.073,15.368,NaN,24.991,75.054,11.563,33.707,28.99,9.7921,72.854,88.283,86.499,70.225,28.167,NaN,7.8326,25.639,NaN,39.895,87.792,28.097,56.192,NaN,90.087,NaN,NaN,27.334,31.36,NaN,27.329,NaN,NaN,25.194,39.555,65.119,NaN,37.059,NaN,NaN,NaN,NaN,NaN,75.829,NaN,8.4279,81.857,NaN,91.191,NaN,NaN,66.822,NaN,NaN,NaN,NaN,30.57,77.195,21.456,NaN,75.154,NaN,NaN,NaN,NaN,55.164,NaN,73.232,64.963,NaN,NaN,29.995,28.37,NaN,NaN,NaN,21.493,44.021,79.823,NaN,33.598,83.048,70.898,50.832,27.229,72.333,NaN,NaN,27.005,NaN,28.858,23.234,NaN,39.733,79.886,85.191,9.6635,38.534,72.722,NaN,32.904,79.695,68.363,NaN,72.053,79.453,NaN,NaN,34.158,28.729,83.12,24.97,67.881,NaN,NaN,24.467,28.988,27.419,39.324,NaN,20.992,61.49,73.99,53.597,30.371,25.09,74.091,83.69,25.221,NaN,22.498,83.933,68.401,49.021,88.754,NaN,NaN,NaN,NaN,23.224,81.751,42.196,NaN,36.195,21.437,46.651,NaN,79.76,33.536,73.152,50.525,NaN,23.861,NaN,91.623,82.522,86.163,35.5,NaN,NaN,60.221,28.987,88.494,36.428,NaN,65.072
NaN,18.893,15.856,NaN,25.134,75.766,11.935,33.957,29.295,10.028,73.027,88.921,86.9,NaN,28.368,NaN,9.5574,25.798,NaN,40.136,88.188,28.487,NaN,NaN,90.392,NaN,NaN,28.7,31.73,NaN,27.701,NaN,NaN,25.429,39.636,65.496,NaN,37.43,NaN,NaN,NaN,NaN,NaN,75.958,NaN,8.7336,83.397,NaN,NaN,NaN,NaN,77.289,NaN,NaN,NaN,NaN,31.296,77.665,22.287,NaN,75.714,NaN,NaN,NaN,NaN,70.115,NaN,73.83,66.695,NaN,NaN,51.928,28.625,NaN,NaN,NaN,21.697,44.499,80.398,NaN,34.427,83.233,71.229,51.072,28.799,72.803,NaN,NaN,27.163,NaN,29.003,23.401,NaN,40.001,82.686,85.456,14.864,40.658,73.088,NaN,33.122,80.462,90.397,NaN,72.756,79.762,NaN,NaN,34.772,29.221,NaN,34.555,68.054,NaN,NaN,24.593,29.187,28.189,40.339,NaN,31.494,61.566,83.161,55.669,50.583,25.469,74.363,83.83,25.389,NaN,22.758,84.227,68.861,49.327,NaN,NaN,NaN,NaN,NaN,23.897,82.098,42.337,NaN,36.791,22.334,46.769,NaN,86.594,34.399,73.253,52.422,NaN,24.428,NaN,91.865,82.987,86.688,37.537,NaN,NaN,60.998,29.201,90.333,36.767,NaN,70.103
NaN,20.693,16.159,NaN,25.337,76.659,13.241,34.321,29.406,11.86,73.519,89.492,87.225,NaN,NaN,NaN,9.694,27.332,NaN,40.387,88.998,28.606,NaN,NaN,90.623,NaN,NaN,29.761,31.874,NaN,27.831,NaN,NaN,26.606,46.798,65.723,NaN,37.865,NaN,NaN,NaN,NaN,NaN,76.466,NaN,9.1258,83.495,NaN,NaN,NaN,NaN,78.221,NaN,NaN,NaN,NaN,32.734,78.591,34.797,NaN,76.19,NaN,NaN,NaN,NaN,72.425,NaN,74.332,NaN,NaN,NaN,52.735,30.291,NaN,NaN,NaN,22.191,44.627,80.615,NaN,72.355,94.822,74.694,51.363,29.136,73.557,NaN,NaN,30.032,NaN,29.566,23.626,NaN,40.398,83.002,NaN,16.761,42.404,74.327,NaN,33.354,82.17,90.799,NaN,83.123,80.065,NaN,NaN,35.094,33.996,NaN,34.704,68.357,NaN,NaN,25.697,32.786,32.058,42.485,NaN,33.655,68.56,83.559,55.895,50.734,25.598,74.752,84.689,28.755,NaN,23.027,85.425,69.098,50.129,NaN,NaN,NaN,NaN,NaN,25.699,83.127,45.761,NaN,36.892,22.821,61.659,NaN,NaN,36.594,79.428,52.565,NaN,28.834,NaN,92.118,83.131,NaN,50.553,NaN,NaN,61.189,32.828,91.615,37.723,NaN,70.228
NaN,21.44,16.3,NaN,25.472,76.889,15.669,34.554,29.535,23.987,74.029,89.624,87.423,NaN,NaN,NaN,9.8071,27.824,NaN,40.558,89.524,28.722,NaN,NaN,91.622,NaN,NaN,29.866,32.495,NaN,30.795,NaN,NaN,27.368,50.867,86.993,NaN,38.067,NaN,NaN,NaN,NaN,NaN,76.858,NaN,11.562,90.623,NaN,NaN,NaN,NaN,79.553,NaN,NaN,NaN,NaN,33.367,79.029,35.229,NaN,78.658,NaN,NaN,NaN,NaN,73.256,NaN,74.531,NaN,NaN,NaN,52.984,30.83,NaN,NaN,NaN,23.389,55.459,80.761,NaN,73.12,NaN,74.892,51.73,29.796,74.519,NaN,NaN,30.159,NaN,30.391,24.835,NaN,61.386,83.421,NaN,17.299,50.522,74.463,NaN,33.65,82.456,NaN,NaN,88.064,80.618,NaN,NaN,35.355,34.296,NaN,36.167,68.783,NaN,NaN,25.923,33.236,32.367,43.429,NaN,35.1,68.733,84.157,72.222,54.1,27.028,75.529,84.825,28.867,NaN,23.298,85.52,69.664,51.829,NaN,NaN,NaN,NaN,NaN,31.858,83.629,46.101,NaN,37.29,25.995,62.399,NaN,NaN,38.628,81.219,53.595,NaN,30.359,NaN,NaN,83.392,NaN,51.423,NaN,NaN,83.934,35.955,94.618,37.792,NaN,72.953
