2.300499999999999989e+00,1.499100000000000099e+00,8.358000000000000540e+00,3.908500000000000085e+00,4.230199999999999960e+00,5.024000000000000199e+01,5.596300000000000274e+00,3.401499999999999968e+00,4.189000000000000057e+00,2.138599999999999834e+00,1.400500000000000078e+01,2.072400000000000020e+00,1.022700000000000031e+01,6.410300000000000331e+00,1.102100000000000080e+00,1.402899999999999991e+01,2.169799999999999951e+00,5.570899999999999963e+00,7.727400000000000269e+00,9.492399999999999949e+00,1.017399999999999949e+01,6.567499999999999893e+00,6.956199999999999939e+00,2.342600000000000016e+00,3.162300000000000111e+00,1.527099999999999902e+00,1.123199999999999932e+01,4.107099999999999973e+00,4.802999999999999936e+00,5.541699999999999626e+00,1.007000000000000028e+01,4.323800000000000310e+00,3.162900000000000045e+00,4.695999999999999730e+00,4.311899999999999622e+00,3.539800000000000058e+00,2.207300000000000040e+00,7.566499999999999559e+00,1.561100000000000065e+01,1.507000000000000028e+01,1.129599999999999937e+01,6.503599999999999604e+00
8.691300000000000026e+00,1.735500000000000043e+00,8.600899999999999324e+00,7.425099999999999589e+00,5.524300000000000210e+00,5.308400000000000318e+01,5.669100000000000250e+00,6.029099999999999682e+00,4.306400000000000006e+00,4.070199999999999818e+00,1.413700000000000045e+01,3.529900000000000038e+00,1.445700000000000074e+01,6.555600000000000094e+00,1.389499999999999957e+00,1.456600000000000072e+01,2.302900000000000169e+00,9.369400000000000617e+00,9.608399999999999608e+00,9.628700000000000259e+00,1.406400000000000006e+01,6.673499999999999766e+00,1.016799999999999926e+01,1.189199999999999946e+01,4.077300000000000146e+00,4.528900000000000148e+00,1.209999999999999964e+01,4.206500000000000128e+00,5.491799999999999571e+00,6.970100000000000406e+00,1.017300000000000004e+01,4.576699999999999768e+00,3.894299999999999873e+00,1.008799999999999919e+01,9.338699999999999335e+00,4.598900000000000432e+00,4.672200000000000131e+00,9.725600000000000023e+00,1.606099999999999994e+01,1.519699999999999918e+01,1.140300000000000047e+01,8.093500000000000583e+00
1.496000000000000085e+01,1.994899999999999896e+00,9.202700000000000102e+00,8.897000000000000242e+00,7.225999999999999979e+00,5.550000000000000000e+01,6.368599999999999817e+00,1.118999999999999950e+01,4.773799999999999599e+00,4.204299999999999926e+00,1.579199999999999982e+01,9.492599999999999483e+00,1.460299999999999976e+01,6.669299999999999784e+00,3.241400000000000059e+00,1.619300000000000139e+01,5.472900000000000098e+00,9.759600000000000719e+00,9.733000000000000540e+00,1.002399999999999913e+01,1.417300000000000004e+01,9.154700000000000060e+00,1.276399999999999935e+01,1.438799999999999990e+01,5.896600000000000286e+00,6.064499999999999780e+00,1.415700000000000003e+01,5.562899999999999956e+00,1.004199999999999982e+01,7.392900000000000027e+00,2.032000000000000028e+01,5.503199999999999648e+00,4.497700000000000031e+00,1.022899999999999920e+01,1.006700000000000017e+01,5.523500000000000298e+00,6.978900000000000325e+00,9.829299999999999926e+00,1.669200000000000017e+01,1.624099999999999966e+01,1.162100000000000044e+01,8.205299999999999372e+00
1.616700000000000159e+01,5.572600000000000442e+00,9.400999999999999801e+00,9.004099999999999326e+00,1.056199999999999939e+01,5.782399999999999807e+01,6.507399999999999629e+00,1.435299999999999976e+01,4.939000000000000057e+00,4.763099999999999667e+00,1.607499999999999929e+01,1.120700000000000074e+01,1.562599999999999945e+01,7.009299999999999642e+00,5.137299999999999756e+00,1.650300000000000011e+01,5.938900000000000290e+00,1.005499999999999972e+01,1.023700000000000010e+01,1.052299999999999969e+01,1.432699999999999996e+01,1.029199999999999982e+01,1.453200000000000003e+01,2.067099999999999937e+01,6.356600000000000250e+00,6.637299999999999756e+00,1.558799999999999919e+01,1.429700000000000060e+01,1.410599999999999987e+01,7.531100000000000350e+00,2.587099999999999866e+01,9.030499999999999972e+00,4.856700000000000017e+00,1.486500000000000021e+01,1.057300000000000040e+01,6.493299999999999628e+00,7.122600000000000264e+00,1.186999999999999922e+01,1.906200000000000117e+01,1.633699999999999974e+01,1.385699999999999932e+01,9.201800000000000423e+00
1.626099999999999923e+01,5.762999999999999901e+00,1.069699999999999918e+01,9.372600000000000264e+00,1.100500000000000078e+01,6.048499999999999943e+01,1.004100000000000037e+01,1.936799999999999855e+01,8.103999999999999204e+00,6.527300000000000324e+00,1.623999999999999844e+01,1.134299999999999997e+01,1.613700000000000045e+01,8.141799999999999926e+00,9.599800000000000111e+00,2.075799999999999912e+01,6.342500000000000249e+00,1.023099999999999987e+01,1.035599999999999987e+01,1.082799999999999940e+01,1.602400000000000091e+01,1.043699999999999939e+01,1.553700000000000081e+01,2.320899999999999963e+01,6.503800000000000026e+00,1.034299999999999997e+01,1.623999999999999844e+01,1.446499999999999986e+01,1.420199999999999996e+01,8.275800000000000267e+00,2.612199999999999989e+01,9.374000000000000554e+00,5.386499999999999844e+00,1.510500000000000043e+01,1.329599999999999937e+01,1.056900000000000084e+01,9.269500000000000739e+00,1.234200000000000053e+01,1.916199999999999903e+01,1.653999999999999915e+01,1.399499999999999922e+01,9.831899999999999196e+00
2.029299999999999926e+01,9.460900000000000531e+00,1.132199999999999918e+01,1.013700000000000045e+01,1.183200000000000074e+01,6.063799999999999812e+01,1.060100000000000087e+01,1.950199999999999889e+01,1.005599999999999916e+01,7.004699999999999704e+00,1.647299999999999898e+01,1.327200000000000024e+01,1.627100000000000080e+01,8.596600000000000463e+00,9.694300000000000139e+00,2.087099999999999866e+01,6.499900000000000233e+00,1.082300000000000040e+01,1.289300000000000068e+01,1.226200000000000045e+01,1.649099999999999966e+01,1.120400000000000063e+01,1.566799999999999926e+01,3.027400000000000091e+01,7.020800000000000374e+00,1.563700000000000045e+01,1.634100000000000108e+01,1.459399999999999942e+01,1.447499999999999964e+01,8.626699999999999591e+00,3.983200000000000074e+01,9.467900000000000205e+00,6.056400000000000006e+00,1.542800000000000082e+01,1.440000000000000036e+01,1.433600000000000030e+01,1.065600000000000058e+01,1.247199999999999953e+01,1.942800000000000082e+01,1.839399999999999835e+01,1.453800000000000026e+01,1.004299999999999926e+01
2.043299999999999983e+01,9.602100000000000080e+00,1.163599999999999923e+01,1.039000000000000057e+01,1.412199999999999989e+01,6.473300000000000409e+01,1.419500000000000028e+01,1.959299999999999997e+01,1.059800000000000075e+01,7.127799999999999692e+00,1.947400000000000020e+01,1.340199999999999925e+01,1.643199999999999861e+01,9.395300000000000651e+00,1.189000000000000057e+01,2.753999999999999915e+01,8.202299999999999258e+00,1.510699999999999932e+01,1.404100000000000037e+01,1.493599999999999994e+01,1.987099999999999866e+01,1.137500000000000000e+01,1.607199999999999918e+01,4.005799999999999983e+01,8.222799999999999443e+00,1.919999999999999929e+01,2.314000000000000057e+01,2.386100000000000065e+01,1.463499999999999979e+01,9.124499999999999389e+00,5.193999999999999773e+01,1.006799999999999962e+01,6.536100000000000243e+00,1.624099999999999966e+01,1.503899999999999970e+01,1.554499999999999993e+01,1.460100000000000087e+01,1.399900000000000055e+01,2.036799999999999855e+01,1.853800000000000026e+01,1.532900000000000063e+01,1.419299999999999962e+01
2.070400000000000063e+01,1.116900000000000048e+01,1.189400000000000013e+01,1.117399999999999949e+01,1.557399999999999984e+01,6.486400000000000432e+01,1.487299999999999933e+01,1.972500000000000142e+01,1.215700000000000003e+01,9.038800000000000168e+00,1.973100000000000165e+01,1.507300000000000040e+01,1.682199999999999918e+01,9.731600000000000250e+00,1.852100000000000080e+01,3.153600000000000136e+01,8.835399999999999920e+00,1.992999999999999972e+01,1.416000000000000014e+01,1.507300000000000040e+01,2.062900000000000134e+01,1.219800000000000040e+01,1.624099999999999966e+01,4.020300000000000296e+01,8.532600000000000406e+00,2.130699999999999861e+01,3.189600000000000080e+01,3.129500000000000171e+01,1.480799999999999983e+01,9.454700000000000770e+00,5.548599999999999710e+01,1.026600000000000001e+01,6.699099999999999611e+00,1.637099999999999866e+01,1.546700000000000053e+01,1.623699999999999832e+01,1.553800000000000026e+01,1.443099999999999916e+01,2.049299999999999855e+01,1.869900000000000162e+01,1.630000000000000071e+01,1.984299999999999997e+01
2.205300000000000082e+01,1.129700000000000060e+01,1.265300000000000047e+01,1.146499999999999986e+01,1.604100000000000037e+01,nan,1.564199999999999946e+01,2.319699999999999918e+01,1.486299999999999955e+01,9.204399999999999693e+00,2.029799999999999827e+01,1.576399999999999935e+01,1.742299999999999827e+01,1.026399999999999935e+01,2.069500000000000028e+01,3.333800000000000097e+01,9.298199999999999577e+00,2.056700000000000017e+01,1.639099999999999824e+01,1.605499999999999972e+01,2.403900000000000148e+01,1.229700000000000060e+01,1.648799999999999955e+01,4.362199999999999989e+01,9.262700000000000600e+00,2.373400000000000176e+01,3.973100000000000165e+01,5.345499999999999829e+01,1.559600000000000009e+01,9.603500000000000369e+00,5.556199999999999761e+01,1.500200000000000067e+01,6.934000000000000163e+00,1.679799999999999827e+01,1.586500000000000021e+01,1.633500000000000085e+01,1.565900000000000070e+01,1.460599999999999987e+01,2.066100000000000136e+01,1.882999999999999829e+01,2.042999999999999972e+01,1.995899999999999963e+01
2.220100000000000051e+01,1.156799999999999962e+01,1.283399999999999963e+01,1.159500000000000064e+01,1.680000000000000071e+01,nan,1.624099999999999966e+01,2.387099999999999866e+01,1.507099999999999973e+01,9.369199999999999307e+00,5.883500000000000085e+01,1.593800000000000061e+01,1.943799999999999883e+01,1.079299999999999926e+01,2.323600000000000065e+01,3.554099999999999682e+01,1.013299999999999912e+01,2.086299999999999955e+01,1.989900000000000091e+01,1.633099999999999952e+01,2.610399999999999920e+01,1.417300000000000004e+01,1.703200000000000003e+01,4.412500000000000000e+01,9.607200000000000628e+00,2.389499999999999957e+01,3.983500000000000085e+01,5.355700000000000216e+01,1.584299999999999997e+01,1.000099999999999945e+01,5.914800000000000324e+01,1.543999999999999950e+01,7.363599999999999923e+00,1.703900000000000148e+01,1.596899999999999942e+01,1.930099999999999838e+01,1.679200000000000159e+01,1.697299999999999898e+01,2.372700000000000031e+01,1.907300000000000040e+01,2.286100000000000065e+01,2.043700000000000117e+01
2.325900000000000034e+01,1.330199999999999960e+01,1.716199999999999903e+01,1.209800000000000075e+01,1.867000000000000171e+01,nan,1.680900000000000105e+01,2.413599999999999923e+01,1.943499999999999872e+01,1.409699999999999953e+01,5.937100000000000222e+01,1.609900000000000020e+01,1.980600000000000094e+01,1.159299999999999997e+01,2.390299999999999869e+01,3.569400000000000261e+01,1.039000000000000057e+01,2.607300000000000040e+01,2.289600000000000080e+01,1.717099999999999937e+01,2.836899999999999977e+01,1.559200000000000053e+01,1.746600000000000108e+01,4.439699999999999847e+01,1.023700000000000010e+01,3.004200000000000159e+01,4.409700000000000131e+01,5.956400000000000006e+01,1.623699999999999832e+01,1.017500000000000071e+01,5.935699999999999932e+01,1.679299999999999926e+01,7.638600000000000279e+00,1.716300000000000026e+01,1.623499999999999943e+01,1.943700000000000117e+01,1.713800000000000168e+01,1.716900000000000048e+01,2.540299999999999869e+01,2.230199999999999960e+01,2.299500000000000099e+01,2.055900000000000105e+01
2.347599999999999909e+01,1.436100000000000065e+01,1.865700000000000003e+01,1.332699999999999996e+01,2.550900000000000034e+01,nan,1.705600000000000094e+01,2.723799999999999955e+01,2.010399999999999920e+01,1.426299999999999990e+01,6.218099999999999739e+01,1.644200000000000017e+01,2.027499999999999858e+01,1.205799999999999983e+01,2.403600000000000136e+01,3.892499999999999716e+01,1.066099999999999959e+01,2.619000000000000128e+01,2.323799999999999955e+01,2.032900000000000063e+01,2.853699999999999903e+01,1.602299999999999969e+01,1.769900000000000162e+01,4.486099999999999710e+01,1.140600000000000058e+01,3.353199999999999648e+01,5.207200000000000273e+01,5.972699999999999676e+01,1.633299999999999841e+01,1.083999999999999986e+01,6.901800000000000068e+01,1.860300000000000153e+01,8.069699999999999207e+00,1.870400000000000063e+01,1.633299999999999841e+01,2.000199999999999889e+01,1.723499999999999943e+01,1.743900000000000006e+01,2.643199999999999861e+01,3.369200000000000017e+01,3.873199999999999932e+01,2.069800000000000040e+01
2.389900000000000091e+01,1.449699999999999989e+01,2.010000000000000142e+01,1.443999999999999950e+01,2.612900000000000134e+01,nan,1.916499999999999915e+01,3.269899999999999807e+01,2.190700000000000003e+01,1.476999999999999957e+01,6.914900000000000091e+01,1.683800000000000097e+01,2.091000000000000014e+01,5.404999999999999716e+01,2.833500000000000085e+01,4.708100000000000307e+01,1.094299999999999962e+01,2.862600000000000122e+01,2.788899999999999935e+01,2.042299999999999827e+01,2.984100000000000108e+01,1.622700000000000031e+01,1.850600000000000023e+01,4.520400000000000063e+01,1.232199999999999918e+01,4.046099999999999852e+01,5.470199999999999818e+01,6.119800000000000040e+01,1.680199999999999960e+01,1.099200000000000088e+01,6.915099999999999625e+01,1.876800000000000068e+01,8.207800000000000651e+00,1.880399999999999849e+01,1.979700000000000060e+01,2.277100000000000080e+01,1.910699999999999932e+01,1.827100000000000080e+01,3.254200000000000159e+01,3.379800000000000182e+01,3.886899999999999977e+01,2.076699999999999946e+01
3.018799999999999883e+01,1.499600000000000044e+01,2.029700000000000060e+01,1.602299999999999969e+01,3.827199999999999847e+01,nan,2.012199999999999989e+01,3.296600000000000108e+01,3.832300000000000040e+01,1.585800000000000054e+01,7.241700000000000159e+01,1.742999999999999972e+01,2.119900000000000162e+01,5.738499999999999801e+01,2.846699999999999875e+01,5.022599999999999909e+01,1.132900000000000063e+01,3.802300000000000324e+01,2.842399999999999949e+01,5.496900000000000119e+01,2.995899999999999963e+01,1.636899999999999977e+01,1.935800000000000054e+01,6.170199999999999818e+01,1.314300000000000068e+01,4.145700000000000074e+01,5.542199999999999704e+01,6.961700000000000443e+01,2.200900000000000034e+01,1.126299999999999990e+01,6.925799999999999557e+01,1.956200000000000117e+01,8.473000000000000753e+00,1.919300000000000139e+01,2.010699999999999932e+01,2.386199999999999832e+01,1.940700000000000003e+01,1.917099999999999937e+01,3.330799999999999983e+01,3.411899999999999977e+01,3.926500000000000057e+01,2.110600000000000165e+01
3.028999999999999915e+01,1.681200000000000117e+01,2.043799999999999883e+01,1.990500000000000114e+01,3.872200000000000131e+01,nan,2.023100000000000165e+01,3.425900000000000034e+01,3.963400000000000034e+01,1.603200000000000003e+01,7.252299999999999613e+01,1.866000000000000014e+01,2.338599999999999923e+01,6.060300000000000153e+01,3.219700000000000273e+01,5.143699999999999761e+01,1.240399999999999991e+01,3.812899999999999778e+01,2.856500000000000128e+01,5.555799999999999983e+01,3.008399999999999963e+01,1.868799999999999883e+01,2.000100000000000122e+01,nan,1.405700000000000038e+01,5.022999999999999687e+01,6.216499999999999915e+01,6.971999999999999886e+01,2.216700000000000159e+01,1.144299999999999962e+01,7.040099999999999625e+01,1.986700000000000088e+01,9.228400000000000603e+00,2.007300000000000040e+01,2.322299999999999898e+01,2.397100000000000009e+01,2.068499999999999872e+01,2.162500000000000000e+01,3.870000000000000284e+01,3.969200000000000017e+01,3.987199999999999989e+01,2.120200000000000173e+01
3.583299999999999841e+01,1.737500000000000000e+01,2.207700000000000173e+01,2.030699999999999861e+01,4.340599999999999881e+01,nan,2.243299999999999983e+01,3.436699999999999733e+01,4.348599999999999710e+01,1.625700000000000145e+01,9.908299999999999841e+01,1.935999999999999943e+01,2.659499999999999886e+01,6.119500000000000028e+01,3.552900000000000347e+01,5.157200000000000273e+01,1.385399999999999920e+01,3.823199999999999932e+01,5.146800000000000352e+01,5.603000000000000114e+01,3.026699999999999946e+01,1.919000000000000128e+01,2.027100000000000080e+01,nan,1.522300000000000075e+01,5.279899999999999949e+01,6.358599999999999852e+01,7.157200000000000273e+01,2.270700000000000074e+01,1.159699999999999953e+01,7.049500000000000455e+01,1.993499999999999872e+01,9.594400000000000261e+00,2.232199999999999918e+01,5.109899999999999665e+01,2.469900000000000162e+01,2.089999999999999858e+01,2.189900000000000091e+01,3.889800000000000324e+01,6.678300000000000125e+01,5.212100000000000222e+01,2.160000000000000142e+01
4.354999999999999716e+01,1.912800000000000011e+01,2.225799999999999912e+01,2.043599999999999994e+01,5.129599999999999937e+01,nan,2.258899999999999864e+01,3.612899999999999778e+01,4.359899999999999665e+01,1.679299999999999926e+01,9.926399999999999579e+01,1.985900000000000176e+01,2.685800000000000054e+01,6.166899999999999693e+01,3.565599999999999881e+01,5.189099999999999824e+01,1.452899999999999991e+01,3.832800000000000296e+01,5.156700000000000017e+01,5.772299999999999898e+01,3.192099999999999937e+01,2.313800000000000168e+01,2.387199999999999989e+01,nan,1.648999999999999844e+01,5.292399999999999949e+01,7.465099999999999625e+01,7.353199999999999648e+01,2.327100000000000080e+01,1.263799999999999990e+01,9.048699999999999477e+01,2.216199999999999903e+01,9.932399999999999451e+00,3.235900000000000176e+01,5.207399999999999807e+01,2.483800000000000097e+01,2.277400000000000091e+01,2.229500000000000171e+01,4.060399999999999920e+01,7.332699999999999818e+01,5.643599999999999994e+01,2.183899999999999864e+01
4.482000000000000028e+01,2.057199999999999918e+01,2.343299999999999983e+01,5.763100000000000023e+01,5.455700000000000216e+01,nan,2.316799999999999926e+01,3.675300000000000011e+01,5.071900000000000119e+01,1.910099999999999909e+01,nan,1.996999999999999886e+01,2.795100000000000051e+01,6.235300000000000153e+01,3.963900000000000290e+01,5.368599999999999994e+01,1.463400000000000034e+01,3.857500000000000284e+01,5.426500000000000057e+01,5.779999999999999716e+01,5.485300000000000153e+01,2.330699999999999861e+01,2.400400000000000134e+01,nan,1.754100000000000037e+01,5.508800000000000097e+01,7.478400000000000603e+01,1.190499999999999972e+02,2.836299999999999955e+01,1.447300000000000075e+01,9.062000000000000455e+01,2.282499999999999929e+01,1.106199999999999939e+01,3.863300000000000267e+01,5.229099999999999682e+01,2.868900000000000006e+01,2.293900000000000006e+01,2.323199999999999932e+01,4.145300000000000296e+01,8.303100000000000591e+01,5.869500000000000028e+01,2.221900000000000119e+01
4.522999999999999687e+01,2.322899999999999920e+01,2.587300000000000111e+01,5.776800000000000068e+01,5.465299999999999869e+01,nan,3.155199999999999960e+01,3.795700000000000074e+01,5.083599999999999852e+01,1.946600000000000108e+01,nan,2.133200000000000074e+01,2.836700000000000088e+01,1.223799999999999955e+02,3.973499999999999943e+01,5.423100000000000165e+01,1.563599999999999923e+01,4.410300000000000153e+01,5.509700000000000131e+01,6.007200000000000273e+01,5.496699999999999875e+01,2.349200000000000088e+01,2.669500000000000028e+01,nan,1.853000000000000114e+01,5.553499999999999659e+01,8.296500000000000341e+01,1.205000000000000000e+02,3.012399999999999878e+01,1.579299999999999926e+01,9.691599999999999682e+01,2.293700000000000117e+01,1.145800000000000018e+01,4.063199999999999790e+01,5.546600000000000108e+01,3.129799999999999827e+01,2.703699999999999903e+01,2.343700000000000117e+01,4.155599999999999739e+01,8.563500000000000512e+01,5.916899999999999693e+01,2.528900000000000148e+01
