1.653999999999999915e+01,2.031699999999999839e+00,9.065400000000000125e-01,1.359500000000000064e+01,2.503000000000000114e+00,4.270199999999999996e+00,2.730399999999999938e+00,3.290200000000000014e+00,1.633299999999999841e+01,1.695999999999999952e+00,1.054100000000000037e+01,4.030499999999999972e+00,1.142099999999999893e+00,3.766299999999999670e+01,2.182499999999999929e+01,1.239100000000000090e+00,1.549799999999999933e+01,1.489400000000000013e+01,1.073900000000000077e+00,1.313700000000000045e+01,4.700499999999999901e+00,1.448600000000000065e+01,1.300000000000000000e+01,2.337500000000000000e+01,1.490900000000000070e+01,2.726199999999999957e+00,1.228699999999999903e+00,6.703000000000000291e+00,1.548900000000000077e+01
1.669500000000000028e+01,3.999400000000000066e+00,3.443900000000000183e+00,1.370100000000000051e+01,3.228400000000000158e+00,4.972400000000000375e+00,3.105900000000000105e+00,4.521399999999999864e+00,1.839000000000000057e+01,2.573799999999999866e+00,1.150799999999999912e+01,4.970299999999999940e+00,1.307900000000000063e+00,3.779800000000000182e+01,2.197299999999999898e+01,3.921199999999999797e+00,1.560699999999999932e+01,1.549200000000000088e+01,2.229400000000000048e+00,2.507499999999999929e+01,8.225199999999999179e+00,1.463199999999999967e+01,1.999699999999999989e+01,2.383599999999999852e+01,1.506700000000000017e+01,2.945800000000000196e+00,6.142599999999999838e+00,2.076899999999999835e+01,1.559900000000000020e+01
1.829200000000000159e+01,5.742300000000000182e+00,6.802900000000000169e+00,2.392099999999999937e+01,3.335100000000000176e+00,6.391200000000000436e+00,3.495499999999999829e+00,4.678300000000000125e+00,1.866900000000000048e+01,3.178399999999999892e+00,1.326600000000000001e+01,1.416099999999999959e+01,3.945800000000000196e+00,4.740400000000000347e+01,2.240200000000000102e+01,4.004900000000000126e+00,1.593599999999999994e+01,1.855900000000000105e+01,3.522800000000000153e+00,2.523900000000000077e+01,8.371299999999999741e+00,1.639199999999999946e+01,2.122599999999999909e+01,2.443799999999999883e+01,1.607000000000000028e+01,4.087299999999999933e+00,1.862800000000000011e+01,3.725999999999999801e+01,1.658699999999999974e+01
1.839600000000000080e+01,5.863100000000000200e+00,8.531499999999999417e+00,2.757000000000000028e+01,3.631499999999999950e+00,6.539500000000000313e+00,3.863399999999999945e+00,8.528700000000000614e+00,2.016400000000000148e+01,3.521599999999999842e+00,1.493399999999999928e+01,1.599699999999999989e+01,4.940699999999999648e+00,4.753499999999999659e+01,2.263400000000000034e+01,5.263200000000000323e+00,2.109900000000000020e+01,1.909900000000000020e+01,3.607099999999999973e+00,2.566799999999999926e+01,2.122700000000000031e+01,1.779899999999999949e+01,2.176599999999999824e+01,2.485999999999999943e+01,1.675799999999999912e+01,4.272000000000000242e+00,1.886499999999999844e+01,3.736599999999999966e+01,1.670400000000000063e+01
2.016300000000000026e+01,7.190000000000000391e+00,1.489799999999999969e+01,2.808699999999999974e+01,7.591999999999999638e+00,8.175499999999999545e+00,4.193999999999999950e+00,8.660099999999999909e+00,2.023300000000000054e+01,5.543199999999999683e+00,1.553400000000000070e+01,1.650499999999999901e+01,5.060800000000000409e+00,7.965699999999999648e+01,2.273900000000000077e+01,5.373400000000000176e+00,2.178900000000000148e+01,2.105600000000000094e+01,3.737699999999999800e+00,3.909199999999999875e+01,2.135900000000000176e+01,1.839199999999999946e+01,2.189000000000000057e+01,2.557000000000000028e+01,1.699699999999999989e+01,6.068999999999999950e+00,2.109199999999999875e+01,7.590300000000000580e+01,1.862900000000000134e+01
2.030000000000000071e+01,7.327899999999999636e+00,2.073999999999999844e+01,2.864000000000000057e+01,9.669900000000000162e+00,1.420500000000000007e+01,4.561799999999999855e+00,2.886100000000000065e+01,2.076999999999999957e+01,7.642900000000000027e+00,1.570100000000000051e+01,1.792399999999999949e+01,5.201800000000000423e+00,8.052299999999999613e+01,3.725399999999999778e+01,8.495100000000000762e+00,2.803000000000000114e+01,2.572800000000000153e+01,4.867399999999999949e+00,5.253399999999999892e+01,2.350799999999999912e+01,1.879200000000000159e+01,2.489999999999999858e+01,2.620200000000000173e+01,1.890099999999999980e+01,8.676999999999999602e+00,2.562300000000000111e+01,7.622199999999999420e+01,1.885500000000000043e+01
2.110200000000000031e+01,8.208600000000000563e+00,2.507300000000000040e+01,2.880300000000000082e+01,1.147400000000000020e+01,1.429299999999999926e+01,4.699200000000000266e+00,2.976200000000000045e+01,2.110300000000000153e+01,8.120699999999999363e+00,1.605999999999999872e+01,2.050199999999999889e+01,1.484299999999999997e+01,8.075300000000000011e+01,4.475399999999999778e+01,8.565099999999999270e+00,2.813700000000000045e+01,3.568900000000000006e+01,4.999600000000000044e+00,7.725300000000000011e+01,2.389699999999999847e+01,1.922700000000000031e+01,2.503200000000000003e+01,2.713200000000000145e+01,2.045299999999999940e+01,1.309800000000000075e+01,2.573300000000000054e+01,7.965099999999999625e+01,2.110800000000000054e+01
2.171799999999999997e+01,8.445000000000000284e+00,2.590299999999999869e+01,2.982700000000000173e+01,1.159099999999999930e+01,1.550999999999999979e+01,5.560999999999999943e+00,6.775199999999999534e+01,2.276200000000000045e+01,8.606199999999999406e+00,1.889399999999999835e+01,2.115700000000000003e+01,1.547799999999999976e+01,8.356300000000000239e+01,6.748499999999999943e+01,9.674099999999999255e+00,6.901800000000000068e+01,3.746099999999999852e+01,5.559199999999999697e+00,7.809499999999999886e+01,2.452599999999999980e+01,2.029400000000000048e+01,2.580199999999999960e+01,2.720499999999999829e+01,2.072100000000000009e+01,1.447199999999999953e+01,2.800700000000000145e+01,7.983299999999999841e+01,2.562699999999999889e+01
2.189699999999999847e+01,9.073299999999999699e+00,8.240099999999999625e+01,3.228900000000000148e+01,1.860900000000000176e+01,1.559600000000000009e+01,8.557800000000000296e+00,6.925499999999999545e+01,2.287099999999999866e+01,9.588300000000000267e+00,1.956099999999999994e+01,2.129400000000000048e+01,1.560699999999999932e+01,8.579500000000000171e+01,7.478700000000000614e+01,1.148799999999999955e+01,6.912600000000000477e+01,4.217300000000000182e+01,6.110299999999999621e+00,7.825400000000000489e+01,2.486299999999999955e+01,2.083099999999999952e+01,3.389300000000000068e+01,2.803600000000000136e+01,2.235999999999999943e+01,1.472499999999999964e+01,2.812600000000000122e+01,8.058499999999999375e+01,6.879900000000000659e+01
2.243599999999999994e+01,1.313199999999999967e+01,8.249699999999999989e+01,3.239999999999999858e+01,1.939000000000000057e+01,2.113800000000000168e+01,9.101499999999999702e+00,8.548499999999999943e+01,2.303900000000000148e+01,9.692299999999999471e+00,1.997299999999999898e+01,2.576399999999999935e+01,1.595400000000000063e+01,9.173099999999999454e+01,7.626099999999999568e+01,1.326099999999999923e+01,7.398699999999999477e+01,4.571999999999999886e+01,6.804800000000000182e+00,8.109999999999999432e+01,2.563299999999999912e+01,2.279799999999999827e+01,3.571999999999999886e+01,2.857199999999999918e+01,2.280600000000000094e+01,1.492300000000000004e+01,2.910500000000000043e+01,8.078300000000000125e+01,6.905400000000000205e+01
