1.233399999999999963e+01,8.274599999999999733e-01,1.042999999999999927e+00,2.382799999999999940e+01,8.638599999999999612e-01,1.198499999999999899e+00,7.600300000000000011e+01,3.866000000000000103e+00,2.609199999999999875e+01,7.162499999999999645e+00,1.386400000000000077e+01,1.472499999999999964e+01,4.857700000000000351e+00,2.588899999999999935e+01,6.070100000000000495e-01,1.046199999999999974e+01,7.601500000000000057e+01,7.575400000000000489e+01,9.708299999999999708e-01,2.053000000000000114e+01,6.998199999999999976e-01,7.042600000000000193e+01,8.305200000000000360e-01,7.166599999999999859e+00,1.368999999999999995e+00,5.976200000000000401e-01,2.195600000000000218e+00,1.612099999999999866e+01,1.613299999999999912e+01,1.190299999999999914e+00,4.879599999999999937e+01,3.968999999999999861e+00,3.609599999999999920e+00,2.356700000000000017e+01,7.091199999999999726e+00,1.666299999999999892e+00,5.402599999999999625e+00,1.943700000000000117e+01,9.693399999999999794e-01,7.907199999999999562e+00,2.185900000000000176e+01,1.099699999999999900e+00,2.735900000000000176e+01,4.105400000000000205e+01,3.339300000000000157e+00,2.720100000000000051e+01,2.580300000000000082e+01,5.900500000000000078e+00,6.958600000000000341e-01,1.060899999999999954e+00,3.235599999999999810e+00
1.316300000000000026e+01,9.766700000000000381e-01,1.493300000000000072e+00,3.376800000000000068e+01,6.289900000000000269e+00,2.707300000000000040e+00,7.665999999999999659e+01,3.999699999999999811e+00,2.672899999999999920e+01,2.053699999999999903e+01,1.499099999999999966e+01,1.486899999999999977e+01,1.402699999999999925e+01,4.002900000000000347e+01,8.732600000000000362e-01,1.109699999999999953e+01,7.658199999999999363e+01,7.601800000000000068e+01,1.663000000000000034e+00,2.109900000000000020e+01,1.373499999999999943e+00,7.600400000000000489e+01,1.204900000000000082e+00,7.602700000000000102e+01,5.625799999999999912e+00,9.625899999999999679e+00,2.393800000000000150e+00,2.615200000000000102e+01,2.352700000000000102e+01,2.322299999999999809e+00,4.895700000000000074e+01,4.593700000000000117e+00,1.043599999999999994e+01,2.626000000000000156e+01,7.227899999999999991e+00,1.936299999999999910e+00,1.466300000000000026e+01,2.586700000000000088e+01,1.425200000000000022e+00,8.073600000000000776e+00,2.342299999999999827e+01,1.483699999999999974e+01,8.981799999999999784e+01,4.142499999999999716e+01,3.459000000000000075e+00,2.742399999999999949e+01,2.588800000000000168e+01,8.955099999999999838e+00,1.029700000000000060e+00,1.634200000000000097e+00,1.350500000000000078e+01
1.596000000000000085e+01,1.266299999999999981e+00,5.327799999999999869e+00,3.480700000000000216e+01,6.504599999999999937e+00,2.969100000000000072e+00,7.681999999999999318e+01,7.270800000000000374e+00,2.740200000000000102e+01,2.353399999999999892e+01,3.399099999999999966e+01,2.418599999999999994e+01,1.440099999999999980e+01,4.039999999999999858e+01,1.097599999999999909e+00,1.166099999999999959e+01,7.676300000000000523e+01,7.659900000000000375e+01,1.859499999999999931e+00,2.713800000000000168e+01,1.499500000000000055e+00,7.778700000000000614e+01,1.493400000000000061e+00,7.609799999999999898e+01,6.164100000000000357e+00,9.889599999999999724e+00,2.595400000000000151e+00,2.676899999999999835e+01,2.570400000000000063e+01,2.466499999999999915e+00,4.936099999999999710e+01,5.035300000000000331e+00,2.319200000000000017e+01,2.732799999999999940e+01,1.370199999999999996e+01,2.662900000000000045e+00,1.479400000000000048e+01,7.662800000000000011e+01,2.068999999999999950e+00,2.590200000000000102e+01,2.585999999999999943e+01,1.686100000000000065e+01,9.009199999999999875e+01,4.159599999999999653e+01,1.305899999999999928e+01,2.762300000000000111e+01,6.758700000000000330e+01,9.904700000000000060e+00,1.161399999999999988e+00,2.370899999999999785e+00,1.387299999999999933e+01
1.632799999999999940e+01,1.396099999999999897e+00,5.663599999999999746e+00,3.616799999999999926e+01,7.458700000000000330e+00,3.232899999999999885e+00,8.264700000000000557e+01,1.133500000000000085e+01,2.786100000000000065e+01,2.610600000000000165e+01,5.389500000000000313e+01,2.434100000000000108e+01,1.476699999999999946e+01,4.060699999999999932e+01,1.169999999999999929e+00,1.177500000000000036e+01,7.687000000000000455e+01,7.753000000000000114e+01,2.068000000000000060e+00,2.755499999999999972e+01,1.656199999999999894e+00,7.789700000000000557e+01,1.599499999999999922e+00,7.699200000000000443e+01,3.392799999999999727e+01,1.009299999999999997e+01,3.393899999999999917e+00,2.729100000000000037e+01,2.589000000000000057e+01,2.931099999999999817e+00,4.982699999999999818e+01,7.144300000000000317e+00,2.673400000000000176e+01,2.743700000000000117e+01,3.566799999999999926e+01,3.200400000000000134e+00,2.399200000000000088e+01,7.765099999999999625e+01,2.561199999999999921e+00,3.289300000000000068e+01,5.109199999999999875e+01,1.706299999999999883e+01,9.032399999999999807e+01,4.249699999999999989e+01,1.700100000000000122e+01,2.957000000000000028e+01,7.598699999999999477e+01,1.805499999999999972e+01,1.373399999999999954e+00,2.591000000000000192e+00,2.018900000000000006e+01
1.653500000000000014e+01,1.638200000000000101e+00,6.566200000000000259e+00,3.887199999999999989e+01,2.339699999999999847e+01,8.767400000000000304e+00,8.345000000000000284e+01,1.313899999999999935e+01,2.813299999999999912e+01,2.715200000000000102e+01,5.418999999999999773e+01,2.979799999999999827e+01,2.409499999999999886e+01,7.653400000000000603e+01,1.704299999999999926e+00,1.200699999999999967e+01,7.703600000000000136e+01,8.265399999999999636e+01,2.633999999999999897e+00,2.785699999999999932e+01,1.906900000000000039e+00,7.871999999999999886e+01,1.709200000000000053e+00,7.741899999999999693e+01,3.405599999999999739e+01,1.047000000000000064e+01,4.331800000000000317e+00,2.739000000000000057e+01,2.616400000000000148e+01,3.071000000000000174e+00,4.996500000000000341e+01,7.955300000000000260e+00,2.785399999999999920e+01,3.012699999999999889e+01,5.459700000000000131e+01,3.334799999999999986e+00,2.413800000000000168e+01,7.778499999999999659e+01,6.830099999999999838e+00,3.302499999999999858e+01,5.533800000000000097e+01,1.730300000000000082e+01,9.106300000000000239e+01,4.306499999999999773e+01,1.712300000000000111e+01,2.979100000000000037e+01,7.669100000000000250e+01,1.836499999999999844e+01,1.491000000000000103e+00,1.503599999999999959e+01,2.146699999999999875e+01
1.756700000000000017e+01,1.895799999999999930e+00,6.871699999999999697e+00,3.910199999999999676e+01,2.357300000000000040e+01,1.037299999999999933e+01,8.392700000000000671e+01,1.356799999999999962e+01,2.853200000000000003e+01,2.753900000000000148e+01,5.452400000000000091e+01,3.043900000000000006e+01,2.570200000000000173e+01,nan,2.227599999999999802e+00,1.212100000000000044e+01,7.841800000000000637e+01,8.315500000000000114e+01,3.163899999999999935e+00,4.219800000000000040e+01,2.096299999999999830e+00,7.968200000000000216e+01,1.864800000000000013e+00,7.766299999999999670e+01,3.427400000000000091e+01,1.060100000000000087e+01,4.702499999999999680e+00,3.428699999999999903e+01,2.636499999999999844e+01,6.143299999999999983e+00,5.013000000000000256e+01,8.371900000000000119e+00,2.902299999999999969e+01,3.072500000000000142e+01,5.544899999999999807e+01,3.698599999999999888e+00,2.610900000000000176e+01,7.835099999999999909e+01,7.027999999999999581e+00,3.382500000000000284e+01,5.545900000000000318e+01,1.860000000000000142e+01,9.119299999999999784e+01,4.402900000000000347e+01,1.848799999999999955e+01,3.023100000000000165e+01,8.265099999999999625e+01,2.032600000000000051e+01,1.595800000000000107e+00,1.999200000000000088e+01,2.373100000000000165e+01
3.427100000000000080e+01,2.071200000000000152e+00,7.939300000000000246e+00,4.028699999999999903e+01,2.370799999999999841e+01,1.456300000000000061e+01,8.445300000000000296e+01,1.646799999999999997e+01,2.889099999999999824e+01,2.958999999999999986e+01,6.451699999999999591e+01,3.129299999999999926e+01,2.670400000000000063e+01,nan,2.395799999999999930e+00,1.262899999999999956e+01,7.866700000000000159e+01,8.392600000000000193e+01,4.630399999999999849e+00,4.233899999999999864e+01,2.338000000000000078e+00,7.995199999999999818e+01,2.153900000000000148e+00,7.865500000000000114e+01,3.440599999999999881e+01,1.119100000000000072e+01,6.177200000000000024e+00,3.459499999999999886e+01,2.800100000000000122e+01,6.326200000000000045e+00,5.026500000000000057e+01,2.055699999999999861e+01,2.928999999999999915e+01,3.085699999999999932e+01,6.649599999999999511e+01,3.960199999999999942e+00,3.879699999999999704e+01,7.872199999999999420e+01,7.171700000000000408e+00,4.028499999999999659e+01,5.661999999999999744e+01,2.573300000000000054e+01,9.135699999999999932e+01,4.466599999999999682e+01,1.888899999999999935e+01,3.052199999999999847e+01,8.286499999999999488e+01,2.046199999999999974e+01,1.932500000000000107e+00,2.012800000000000011e+01,2.412999999999999901e+01
6.023199999999999932e+01,2.500399999999999956e+00,1.093500000000000050e+01,4.113600000000000279e+01,2.576300000000000168e+01,1.575600000000000023e+01,nan,1.666300000000000026e+01,2.966900000000000048e+01,2.966900000000000048e+01,6.488599999999999568e+01,3.145400000000000063e+01,5.789800000000000324e+01,nan,2.935000000000000053e+00,1.272700000000000031e+01,8.263700000000000045e+01,9.106199999999999761e+01,5.426099999999999923e+00,5.529699999999999704e+01,3.194999999999999840e+00,8.012099999999999511e+01,2.396100000000000119e+00,7.942300000000000182e+01,3.465299999999999869e+01,1.166699999999999982e+01,9.575799999999999201e+00,3.616599999999999682e+01,2.832600000000000051e+01,6.963499999999999801e+00,5.045900000000000318e+01,2.558899999999999864e+01,3.402300000000000324e+01,3.142200000000000060e+01,7.373600000000000421e+01,4.166100000000000136e+00,5.982800000000000296e+01,7.973099999999999454e+01,8.562300000000000466e+00,4.046600000000000108e+01,5.672299999999999898e+01,2.596900000000000119e+01,nan,4.482300000000000040e+01,1.939799999999999969e+01,3.089499999999999957e+01,8.305100000000000193e+01,2.573400000000000176e+01,2.068900000000000183e+00,2.619600000000000151e+01,2.556099999999999994e+01
6.043200000000000216e+01,3.164800000000000058e+00,1.130300000000000082e+01,4.160000000000000142e+01,3.429299999999999926e+01,1.586500000000000021e+01,nan,1.699599999999999866e+01,2.978699999999999903e+01,3.130399999999999849e+01,6.545000000000000284e+01,3.156800000000000139e+01,7.965999999999999659e+01,nan,3.036799999999999944e+00,1.332699999999999996e+01,8.352899999999999636e+01,9.135599999999999454e+01,5.566699999999999982e+00,5.708299999999999841e+01,4.938600000000000101e+00,8.035399999999999920e+01,1.179599999999999937e+01,7.959199999999999875e+01,6.065800000000000125e+01,1.223399999999999999e+01,9.976300000000000168e+00,3.696300000000000097e+01,2.862500000000000000e+01,1.009299999999999997e+01,5.492000000000000171e+01,2.573699999999999832e+01,3.412599999999999767e+01,3.237100000000000222e+01,nan,4.498199999999999754e+00,6.508400000000000318e+01,8.076399999999999579e+01,8.824699999999999989e+00,4.077300000000000324e+01,5.695300000000000296e+01,3.054200000000000159e+01,nan,4.603099999999999881e+01,2.172700000000000031e+01,3.109799999999999898e+01,8.313400000000000034e+01,2.589300000000000068e+01,2.376599999999999824e+00,2.672599999999999909e+01,2.612300000000000111e+01
6.065800000000000125e+01,4.643200000000000216e+00,1.176600000000000001e+01,4.202700000000000102e+01,3.439600000000000080e+01,1.609400000000000119e+01,nan,1.816000000000000014e+01,3.022200000000000131e+01,3.146999999999999886e+01,6.557099999999999795e+01,3.171999999999999886e+01,8.265500000000000114e+01,nan,3.630900000000000016e+00,1.359500000000000064e+01,8.415200000000000102e+01,nan,5.725500000000000256e+00,5.819299999999999784e+01,6.359799999999999898e+00,8.265099999999999625e+01,1.200500000000000078e+01,9.106100000000000705e+01,7.785299999999999443e+01,1.246000000000000085e+01,1.065799999999999947e+01,3.983100000000000307e+01,2.880000000000000071e+01,1.182900000000000063e+01,5.506000000000000227e+01,2.599899999999999878e+01,4.002900000000000347e+01,3.259100000000000108e+01,nan,4.668000000000000149e+00,6.563299999999999557e+01,8.110099999999999909e+01,9.024300000000000210e+00,4.205899999999999750e+01,5.711999999999999744e+01,3.130699999999999861e+01,nan,4.633100000000000307e+01,2.183500000000000085e+01,3.152599999999999980e+01,8.353000000000000114e+01,3.436800000000000210e+01,3.477300000000000058e+00,2.739300000000000068e+01,2.706800000000000139e+01
