3.092599999999999838e+01,1.903200000000000003e+00,5.572300000000000253e+00,1.676000000000000156e+01,4.807699999999999640e+00,1.680199999999999960e+01,4.590700000000000003e+00,1.813899999999999935e+01,1.328899999999999970e+00,5.229700000000000237e+00,9.087300000000000377e-01,1.267099999999999893e+00,2.458099999999999952e+00,2.567800000000000082e+00,9.431499999999999773e+00,3.759500000000000064e+00,1.335800000000000098e+00,2.162300000000000111e+00,5.675099999999999589e+00,1.688800000000000168e+01,6.667699999999999960e+00,3.970899999999999874e+00,1.618599999999999994e+01
3.393900000000000006e+01,1.675799999999999912e+01,6.532799999999999940e+00,1.799800000000000111e+01,5.528200000000000003e+00,1.714000000000000057e+01,4.763700000000000045e+00,2.944000000000000128e+01,2.145700000000000163e+00,7.869499999999999318e+01,1.060599999999999987e+00,1.760799999999999921e+00,1.819999999999999929e+01,3.802700000000000191e+00,1.002699999999999925e+01,7.120599999999999596e+00,2.209900000000000198e+00,6.612099999999999866e+00,6.297399999999999665e+00,2.982300000000000040e+01,2.394099999999999895e+01,8.570999999999999730e+00,1.677299999999999969e+01
3.406600000000000250e+01,1.686899999999999977e+01,9.059799999999999187e+00,1.810699999999999932e+01,1.123300000000000054e+01,2.436899999999999977e+01,5.223300000000000054e+00,3.457200000000000273e+01,1.554400000000000048e+01,7.880500000000000682e+01,1.292000000000000037e+00,2.144000000000000128e+00,1.830099999999999838e+01,4.496699999999999697e+00,1.073300000000000054e+01,7.230500000000000149e+00,7.006000000000000227e+00,8.540699999999999292e+00,3.463000000000000256e+01,3.145599999999999952e+01,3.002700000000000102e+01,2.417399999999999949e+01,1.801000000000000156e+01
3.458700000000000330e+01,2.049899999999999878e+01,1.010299999999999976e+01,2.142599999999999838e+01,1.665800000000000125e+01,2.945499999999999829e+01,7.628599999999999604e+00,6.656100000000000705e+01,1.566399999999999970e+01,7.942900000000000205e+01,1.435200000000000031e+00,2.631699999999999928e+00,2.416199999999999903e+01,4.600799999999999557e+00,1.099900000000000055e+01,1.677499999999999858e+01,7.131300000000000416e+00,8.642799999999999372e+00,3.489099999999999824e+01,3.152899999999999991e+01,3.457600000000000051e+01,2.427199999999999847e+01,1.813899999999999935e+01
3.490599999999999881e+01,2.418900000000000006e+01,1.046899999999999942e+01,2.796300000000000097e+01,1.673699999999999832e+01,3.459599999999999653e+01,2.785800000000000054e+01,6.666100000000000136e+01,1.590000000000000036e+01,7.953100000000000591e+01,2.171300000000000008e+00,2.765000000000000124e+00,2.429899999999999949e+01,8.519000000000000128e+00,1.119599999999999973e+01,1.689300000000000068e+01,7.690999999999999837e+00,1.220100000000000051e+01,3.628600000000000136e+01,7.315800000000000125e+01,3.469500000000000028e+01,6.011599999999999966e+01,2.811100000000000065e+01
3.643800000000000239e+01,3.138800000000000168e+01,1.068699999999999939e+01,3.135699999999999932e+01,1.685300000000000153e+01,3.473199999999999932e+01,2.966199999999999903e+01,7.916100000000000136e+01,1.676999999999999957e+01,8.621200000000000330e+01,4.331299999999999706e+00,1.704100000000000037e+01,4.902900000000000347e+01,8.637199999999999989e+00,1.161100000000000065e+01,2.941000000000000014e+01,8.552500000000000213e+00,1.229400000000000048e+01,4.955499999999999972e+01,7.322700000000000387e+01,3.589000000000000057e+01,6.023499999999999943e+01,2.823900000000000077e+01
3.943299999999999983e+01,3.149699999999999989e+01,1.084399999999999942e+01,3.148900000000000077e+01,1.803600000000000136e+01,6.951500000000000057e+01,2.980199999999999960e+01,7.935699999999999932e+01,2.942099999999999937e+01,8.645900000000000318e+01,4.690699999999999648e+00,1.723699999999999832e+01,4.912800000000000011e+01,1.132300000000000040e+01,1.176800000000000068e+01,6.381900000000000261e+01,2.766700000000000159e+01,2.410999999999999943e+01,6.952800000000000580e+01,8.198600000000000421e+01,3.604200000000000159e+01,6.853900000000000148e+01,6.378499999999999659e+01
9.748000000000000398e+01,3.273700000000000188e+01,1.226299999999999990e+01,6.378799999999999670e+01,2.940700000000000003e+01,6.963700000000000045e+01,4.196500000000000341e+01,1.024200000000000017e+02,3.410699999999999932e+01,1.099599999999999937e+02,4.842399999999999594e+00,2.943700000000000117e+01,6.112299999999999756e+01,2.938599999999999923e+01,1.200999999999999979e+01,6.392999999999999972e+01,2.776800000000000068e+01,2.426999999999999957e+01,9.708599999999999852e+01,8.245099999999999341e+01,3.626299999999999812e+01,6.865099999999999625e+01,6.389099999999999824e+01
9.789100000000000534e+01,3.282999999999999829e+01,1.429599999999999937e+01,6.385699999999999932e+01,2.959400000000000119e+01,7.231799999999999784e+01,4.340200000000000102e+01,1.025499999999999972e+02,3.422500000000000142e+01,1.398300000000000125e+02,5.576100000000000279e+00,2.960099999999999909e+01,6.440200000000000102e+01,2.948600000000000065e+01,1.216499999999999915e+01,7.316100000000000136e+01,3.105999999999999872e+01,2.749699999999999989e+01,9.722400000000000375e+01,8.456100000000000705e+01,5.047099999999999653e+01,7.343399999999999750e+01,6.951699999999999591e+01
9.973600000000000421e+01,5.398299999999999699e+01,1.469500000000000028e+01,8.262099999999999511e+01,3.139600000000000080e+01,7.434999999999999432e+01,4.455299999999999727e+01,1.450699999999999932e+02,3.459599999999999653e+01,1.403100000000000023e+02,2.594099999999999895e+01,2.979799999999999827e+01,7.341700000000000159e+01,3.060200000000000031e+01,1.287400000000000055e+01,7.322400000000000375e+01,3.112999999999999901e+01,3.604099999999999682e+01,1.034899999999999949e+02,8.574599999999999511e+01,5.055599999999999739e+01,7.881900000000000261e+01,6.965600000000000591e+01
