7.042699999999999960e+00,6.059800000000000075e+00,3.667800000000000171e+00,1.744499999999999940e+00,7.141600000000000392e+00,5.535599999999999632e+00,7.362400000000000055e+00,7.029300000000000104e+00,1.443300000000000027e+00,8.469300000000000495e+00,2.699600000000000222e+00,2.127600000000000158e+00,5.477699999999999569e+00,2.344200000000000017e+01,9.397000000000000242e+00,8.340500000000000469e+00,2.344399999999999906e+01,6.875600000000000378e+00,1.407399999999999984e+01,4.059800000000000075e+00,2.602100000000000080e+00,1.016699999999999982e+01,2.292500000000000071e+01,6.807000000000000384e+00,1.013700000000000045e+01,6.070599999999999774e+00,3.802000000000000046e+00,2.345700000000000074e+01,2.353900000000000148e+01,1.676800000000000068e+01,1.745400000000000063e+00,5.439300000000000246e+00,6.101600000000000357e+00,1.200199999999999934e+00,2.311899999999999977e+01,8.463900000000000645e+00,8.304700000000000415e+00,3.686500000000000110e+00,2.797499999999999876e+00,1.907400000000000162e+01,9.340400000000000702e+00,3.975699999999999790e+00,6.066099999999999604e+00,5.342800000000000438e+00,5.368699999999999584e+00,2.249599999999999866e+01,8.391500000000000625e+00,7.701999999999999957e+00,6.043099999999999916e+00,6.065000000000000391e+00,5.436300000000000132e+00,4.337200000000000166e+00,5.959999999999999964e+00,3.674199999999999910e+00,1.739800000000000013e+00,2.163499999999999979e+00,3.564200000000000035e+00,6.028699999999999726e+00,3.761899999999999800e+00,7.040199999999999569e+00,2.172600000000000087e+00,3.774700000000000166e+00,1.990200000000000102e+01,1.428500000000000103e+00,3.798299999999999788e+00,5.354099999999999859e+00,1.430300000000000082e+01,2.138900000000000023e+00,8.903399999999999537e+00,7.402999999999999581e+00,3.852700000000000102e+01
1.283300000000000018e+01,7.059899999999999842e+00,3.873699999999999921e+00,3.572700000000000209e+00,8.364699999999999136e+00,1.222700000000000031e+01,8.403700000000000614e+00,1.821999999999999886e+01,3.569999999999999840e+00,1.293599999999999994e+01,7.064700000000000202e+00,3.634599999999999831e+00,5.977599999999999802e+00,2.355799999999999983e+01,1.022799999999999976e+01,8.437599999999999767e+00,2.526999999999999957e+01,7.233600000000000030e+00,1.435800000000000054e+01,5.439700000000000202e+00,1.080000000000000071e+01,1.993599999999999994e+01,2.344399999999999906e+01,7.029700000000000060e+00,1.574200000000000088e+01,7.670300000000000118e+00,6.933399999999999785e+00,2.536899999999999977e+01,2.618599999999999994e+01,2.349899999999999878e+01,1.857399999999999940e+00,5.542200000000000237e+00,8.260600000000000165e+00,4.526399999999999757e+00,3.261999999999999744e+01,2.244300000000000139e+01,1.983800000000000097e+01,5.538199999999999790e+00,6.895699999999999719e+00,2.300100000000000122e+01,2.095899999999999963e+01,5.956000000000000405e+00,6.827600000000000335e+00,5.470900000000000318e+00,5.942599999999999660e+00,2.256700000000000017e+01,1.004299999999999926e+01,1.426200000000000045e+01,1.429800000000000004e+01,8.364499999999999602e+00,5.560100000000000264e+00,5.333700000000000330e+00,6.921299999999999564e+00,3.801099999999999923e+00,5.433300000000000018e+00,1.586800000000000033e+01,3.691800000000000193e+00,8.165900000000000603e+00,3.902800000000000047e+00,1.006300000000000061e+01,5.278299999999999770e+00,4.405599999999999739e+00,2.005499999999999972e+01,2.607499999999999929e+00,5.974000000000000199e+00,5.471899999999999764e+00,1.628900000000000148e+01,6.809899999999999842e+00,1.297100000000000009e+01,7.473399999999999821e+00,3.946999999999999886e+01
1.420800000000000018e+01,7.141099999999999781e+00,5.420600000000000307e+00,3.664200000000000124e+00,1.070100000000000051e+01,1.476800000000000068e+01,9.739800000000000679e+00,2.353099999999999881e+01,3.668000000000000149e+00,1.306199999999999939e+01,7.163700000000000401e+00,3.772100000000000009e+00,6.066600000000000215e+00,2.526599999999999824e+01,1.067200000000000060e+01,1.066600000000000037e+01,2.615800000000000125e+01,8.503899999999999793e+00,2.348900000000000077e+01,5.995800000000000018e+00,1.306600000000000072e+01,2.616900000000000048e+01,2.355499999999999972e+01,7.161599999999999966e+00,2.293199999999999861e+01,8.336100000000000065e+00,7.732899999999999885e+00,2.618700000000000117e+01,2.626099999999999923e+01,2.607100000000000151e+01,5.529700000000000060e+00,7.565800000000000303e+00,1.385800000000000054e+01,6.927699999999999747e+00,3.276700000000000301e+01,2.616400000000000148e+01,2.615599999999999881e+01,7.564799999999999969e+00,9.897100000000000009e+00,2.310300000000000153e+01,2.298600000000000065e+01,6.060900000000000176e+00,6.938600000000000101e+00,7.432900000000000063e+00,6.064400000000000013e+00,2.296999999999999886e+01,1.273600000000000065e+01,1.444200000000000017e+01,1.674200000000000088e+01,8.471700000000000230e+00,5.967100000000000293e+00,5.432999999999999829e+00,7.132200000000000095e+00,5.320899999999999963e+00,5.601899999999999658e+00,1.597100000000000009e+01,5.357700000000000351e+00,8.338900000000000645e+00,5.334999999999999964e+00,1.016999999999999993e+01,6.801300000000000345e+00,5.342500000000000249e+00,2.013700000000000045e+01,5.503599999999999604e+00,7.068399999999999572e+00,5.908299999999999663e+00,1.637300000000000111e+01,6.967999999999999972e+00,2.619099999999999895e+01,1.582499999999999929e+01,4.027600000000000335e+01
2.300900000000000034e+01,2.614099999999999824e+01,6.459299999999999820e+00,6.473900000000000432e+00,1.260100000000000087e+01,1.487199999999999989e+01,1.257099999999999973e+01,2.491000000000000014e+01,6.508600000000000385e+00,2.250199999999999889e+01,1.992099999999999937e+01,5.309999999999999609e+00,1.416499999999999915e+01,2.540099999999999980e+01,1.258799999999999919e+01,1.076200000000000045e+01,2.633099999999999952e+01,1.412899999999999956e+01,2.363599999999999923e+01,6.479099999999999859e+00,1.432199999999999918e+01,2.627599999999999980e+01,2.623300000000000054e+01,8.292099999999999582e+00,2.303300000000000125e+01,1.010599999999999987e+01,7.837399999999999700e+00,2.627199999999999847e+01,2.713700000000000045e+01,2.626699999999999946e+01,6.459999999999999964e+00,1.696099999999999852e+01,1.396899999999999942e+01,7.202499999999999680e+00,4.706799999999999784e+01,2.627100000000000080e+01,2.626500000000000057e+01,7.765399999999999636e+00,1.280799999999999983e+01,2.626699999999999946e+01,2.310900000000000176e+01,1.003599999999999959e+01,1.386800000000000033e+01,9.828799999999999315e+00,7.129800000000000360e+00,2.305999999999999872e+01,1.287400000000000055e+01,1.793299999999999983e+01,2.790700000000000003e+01,2.563500000000000156e+01,6.068699999999999761e+00,7.390900000000000247e+00,1.053500000000000014e+01,5.461899999999999977e+00,6.162099999999999689e+00,2.344399999999999906e+01,7.002500000000000391e+00,1.336500000000000021e+01,5.478699999999999903e+00,1.386599999999999966e+01,6.944200000000000372e+00,6.939099999999999824e+00,2.300600000000000023e+01,5.961400000000000254e+00,7.703100000000000058e+00,5.994500000000000384e+00,1.680099999999999838e+01,8.426700000000000301e+00,2.626200000000000045e+01,2.355499999999999972e+01,4.039000000000000057e+01
2.310600000000000165e+01,2.624200000000000088e+01,6.631400000000000183e+00,6.926800000000000068e+00,1.329599999999999937e+01,2.372700000000000031e+01,1.330400000000000027e+01,2.502700000000000102e+01,6.627100000000000435e+00,2.392999999999999972e+01,2.004200000000000159e+01,6.790300000000000225e+00,1.600300000000000011e+01,2.553500000000000014e+01,1.295599999999999952e+01,1.579199999999999982e+01,4.433899999999999864e+01,1.423700000000000010e+01,2.490899999999999892e+01,6.621999999999999886e+00,2.796699999999999875e+01,3.434000000000000341e+01,2.713100000000000023e+01,8.433799999999999741e+00,2.370799999999999841e+01,1.389499999999999957e+01,8.368700000000000472e+00,3.181899999999999906e+01,6.531699999999999307e+01,2.794000000000000128e+01,6.604199999999999626e+00,2.687300000000000111e+01,2.589300000000000068e+01,1.187700000000000067e+01,4.720100000000000051e+01,2.963299999999999912e+01,3.146699999999999875e+01,9.076399999999999579e+00,2.301999999999999957e+01,2.637000000000000099e+01,2.350400000000000134e+01,1.016099999999999959e+01,1.536299999999999955e+01,1.257300000000000040e+01,7.264700000000000379e+00,2.617099999999999937e+01,1.371899999999999942e+01,2.295200000000000173e+01,3.267099999999999937e+01,2.617099999999999937e+01,7.395900000000000141e+00,9.105999999999999872e+00,1.062899999999999956e+01,7.352299999999999613e+00,6.934800000000000075e+00,2.357100000000000151e+01,7.222599999999999909e+00,1.350900000000000034e+01,8.364800000000000679e+00,1.703300000000000125e+01,7.340099999999999625e+00,7.138799999999999812e+00,2.310500000000000043e+01,6.961000000000000298e+00,8.488599999999999923e+00,7.373099999999999987e+00,1.909799999999999898e+01,1.703200000000000003e+01,2.665500000000000114e+01,2.494000000000000128e+01,5.440899999999999892e+01
2.347100000000000009e+01,2.960200000000000031e+01,6.975299999999999834e+00,7.106200000000000294e+00,1.339100000000000001e+01,2.399899999999999878e+01,1.426900000000000013e+01,2.617000000000000171e+01,7.571200000000000152e+00,2.617699999999999960e+01,2.664000000000000057e+01,7.040899999999999714e+00,1.864199999999999946e+01,2.714300000000000068e+01,1.310399999999999920e+01,1.703600000000000136e+01,6.196099999999999852e+01,1.444100000000000072e+01,2.713899999999999935e+01,6.990499999999999936e+00,2.965399999999999991e+01,4.027100000000000080e+01,2.723799999999999955e+01,9.834199999999999164e+00,2.618400000000000105e+01,1.573000000000000043e+01,1.007600000000000051e+01,4.184100000000000108e+01,7.988899999999999579e+01,2.806299999999999883e+01,8.398199999999999221e+00,3.185500000000000043e+01,2.615500000000000114e+01,1.199200000000000088e+01,4.782600000000000051e+01,2.975300000000000011e+01,4.786099999999999710e+01,9.669999999999999929e+00,2.344300000000000139e+01,3.180399999999999849e+01,3.818999999999999773e+01,1.387400000000000055e+01,1.983699999999999974e+01,1.267500000000000071e+01,7.661900000000000155e+00,2.626899999999999835e+01,1.636100000000000065e+01,2.310699999999999932e+01,4.998400000000000176e+01,2.626399999999999935e+01,1.425999999999999979e+01,9.799099999999999255e+00,1.706700000000000017e+01,7.475500000000000256e+00,8.266600000000000392e+00,2.493700000000000117e+01,7.304299999999999571e+00,1.393599999999999994e+01,1.006900000000000084e+01,1.717000000000000171e+01,7.693500000000000227e+00,8.770599999999999952e+00,2.340899999999999892e+01,7.361900000000000333e+00,1.006300000000000061e+01,7.461700000000000443e+00,2.012800000000000011e+01,1.717200000000000060e+01,2.683899999999999864e+01,2.503000000000000114e+01,6.625700000000000500e+01
2.496499999999999986e+01,2.972400000000000020e+01,7.473900000000000432e+00,8.371600000000000819e+00,1.699599999999999866e+01,2.537300000000000111e+01,1.623499999999999943e+01,2.623999999999999844e+01,8.105700000000000571e+00,2.627199999999999847e+01,3.186499999999999844e+01,1.095500000000000007e+01,1.880999999999999872e+01,3.558500000000000085e+01,1.329199999999999982e+01,1.712500000000000000e+01,6.873099999999999454e+01,1.700100000000000122e+01,2.796699999999999875e+01,7.101799999999999891e+00,2.973100000000000165e+01,4.039099999999999824e+01,3.106800000000000139e+01,1.263400000000000034e+01,2.627199999999999847e+01,1.910399999999999920e+01,1.912099999999999866e+01,4.193099999999999739e+01,7.999800000000000466e+01,2.837300000000000111e+01,8.510899999999999466e+00,4.539099999999999824e+01,2.626999999999999957e+01,1.435699999999999932e+01,5.536899999999999977e+01,3.869599999999999795e+01,6.189300000000000068e+01,1.015499999999999936e+01,2.354100000000000037e+01,3.193700000000000117e+01,3.840400000000000347e+01,1.402299999999999969e+01,1.996499999999999986e+01,1.340000000000000036e+01,7.765799999999999592e+00,2.963899999999999935e+01,1.736100000000000065e+01,2.343599999999999994e+01,5.439300000000000068e+01,3.856300000000000239e+01,1.575200000000000067e+01,1.043299999999999983e+01,1.719300000000000139e+01,1.000200000000000067e+01,8.403000000000000469e+00,2.526200000000000045e+01,1.303599999999999959e+01,1.587100000000000044e+01,1.020700000000000074e+01,2.615299999999999869e+01,8.554199999999999804e+00,1.049699999999999989e+01,2.353099999999999881e+01,1.009999999999999964e+01,1.027500000000000036e+01,8.934400000000000119e+00,2.293599999999999994e+01,2.480600000000000094e+01,3.106899999999999906e+01,2.632700000000000173e+01,6.640399999999999636e+01
3.186599999999999966e+01,3.207300000000000040e+01,7.773600000000000065e+00,9.501599999999999824e+00,1.802400000000000091e+01,2.549699999999999989e+01,2.280000000000000071e+01,2.800799999999999912e+01,8.305099999999999483e+00,2.906200000000000117e+01,3.436800000000000210e+01,1.273799999999999955e+01,1.899200000000000088e+01,4.435000000000000142e+01,1.339100000000000001e+01,1.992500000000000071e+01,7.805500000000000682e+01,1.709799999999999898e+01,3.107300000000000040e+01,1.246199999999999974e+01,3.104200000000000159e+01,5.432099999999999795e+01,3.180600000000000094e+01,1.384399999999999942e+01,2.664000000000000057e+01,2.072200000000000131e+01,1.923400000000000176e+01,4.712500000000000000e+01,8.995999999999999375e+01,2.846000000000000085e+01,1.422700000000000031e+01,4.552900000000000347e+01,3.146900000000000119e+01,1.586599999999999966e+01,5.543200000000000216e+01,4.159400000000000119e+01,7.367000000000000171e+01,1.259600000000000009e+01,2.537500000000000000e+01,4.030799999999999983e+01,4.615299999999999869e+01,1.415799999999999947e+01,2.102299999999999969e+01,1.410599999999999987e+01,8.128999999999999559e+00,3.186599999999999966e+01,1.753999999999999915e+01,2.363800000000000168e+01,6.486799999999999500e+01,4.092399999999999949e+01,1.872400000000000020e+01,1.269800000000000040e+01,1.785999999999999943e+01,1.273499999999999943e+01,1.426900000000000013e+01,2.553099999999999881e+01,1.725700000000000145e+01,2.072100000000000009e+01,1.692999999999999972e+01,2.626899999999999835e+01,1.030100000000000016e+01,1.273399999999999999e+01,2.619399999999999906e+01,2.693400000000000105e+01,1.257199999999999918e+01,9.331400000000000361e+00,2.354100000000000037e+01,2.536899999999999977e+01,4.958400000000000318e+01,4.029200000000000159e+01,8.028900000000000148e+01
3.197100000000000009e+01,3.436899999999999977e+01,1.415300000000000047e+01,1.033200000000000074e+01,2.376300000000000168e+01,3.633400000000000318e+01,2.553300000000000125e+01,3.108999999999999986e+01,1.272799999999999976e+01,3.437100000000000222e+01,3.490899999999999892e+01,1.284200000000000053e+01,2.245200000000000173e+01,5.510300000000000153e+01,1.410800000000000054e+01,2.008899999999999864e+01,8.115099999999999625e+01,2.297700000000000031e+01,3.178500000000000014e+01,1.273099999999999987e+01,3.117399999999999949e+01,5.442900000000000205e+01,4.569599999999999795e+01,2.297100000000000009e+01,2.686199999999999832e+01,2.083500000000000085e+01,1.982700000000000173e+01,4.970000000000000284e+01,9.577800000000000580e+01,3.107100000000000151e+01,1.437700000000000067e+01,4.796699999999999875e+01,4.160300000000000153e+01,1.729700000000000060e+01,6.306700000000000017e+01,8.176900000000000546e+01,8.178000000000000114e+01,1.283099999999999952e+01,2.570400000000000063e+01,4.041799999999999926e+01,4.626599999999999824e+01,2.245299999999999940e+01,2.617599999999999838e+01,2.291000000000000014e+01,8.466499999999999915e+00,3.196999999999999886e+01,2.013599999999999923e+01,2.527499999999999858e+01,6.623000000000000398e+01,4.103199999999999648e+01,1.880199999999999960e+01,1.426900000000000013e+01,1.865500000000000114e+01,1.280000000000000071e+01,1.439600000000000080e+01,2.619600000000000151e+01,1.742500000000000071e+01,2.083800000000000097e+01,1.705600000000000094e+01,2.962699999999999889e+01,1.080300000000000082e+01,1.372199999999999953e+01,2.629500000000000171e+01,2.743599999999999994e+01,1.266799999999999926e+01,9.404400000000000759e+00,2.366700000000000159e+01,2.552199999999999847e+01,4.981799999999999784e+01,4.435399999999999920e+01,8.851500000000000057e+01
3.260900000000000176e+01,3.940299999999999869e+01,1.692200000000000060e+01,1.270700000000000074e+01,2.561100000000000065e+01,3.882699999999999818e+01,2.593900000000000006e+01,3.119600000000000151e+01,1.304400000000000048e+01,3.445900000000000318e+01,4.027400000000000091e+01,1.867399999999999949e+01,2.259100000000000108e+01,5.743299999999999983e+01,1.864000000000000057e+01,2.296900000000000119e+01,8.178499999999999659e+01,2.309499999999999886e+01,4.030799999999999983e+01,1.599099999999999966e+01,3.154200000000000159e+01,7.069499999999999318e+01,4.969700000000000273e+01,2.310300000000000153e+01,2.789099999999999824e+01,2.382400000000000162e+01,2.399699999999999989e+01,4.982500000000000284e+01,nan,3.390800000000000125e+01,1.657100000000000151e+01,5.103900000000000148e+01,4.820199999999999818e+01,1.916300000000000026e+01,6.318399999999999750e+01,nan,8.190000000000000568e+01,1.649200000000000088e+01,2.622700000000000031e+01,4.292799999999999727e+01,4.706300000000000239e+01,2.297100000000000009e+01,2.629500000000000171e+01,2.300700000000000145e+01,9.235699999999999577e+00,3.220100000000000051e+01,2.483500000000000085e+01,2.539099999999999824e+01,7.686499999999999488e+01,4.159499999999999886e+01,1.953600000000000136e+01,1.439899999999999913e+01,2.352599999999999980e+01,1.293399999999999928e+01,1.800199999999999889e+01,3.177400000000000091e+01,1.892399999999999949e+01,2.100300000000000011e+01,1.870299999999999940e+01,3.185600000000000165e+01,1.283200000000000074e+01,1.589199999999999946e+01,2.793499999999999872e+01,2.844200000000000017e+01,1.414100000000000001e+01,1.273199999999999932e+01,2.623000000000000043e+01,2.566900000000000048e+01,5.332800000000000296e+01,4.442900000000000205e+01,nan
