1.502999999999999936e+01,1.801899999999999835e+01,1.429499999999999993e+00,1.266299999999999981e+00,1.493200000000000038e+01,2.571000000000000174e+00,8.797700000000000520e-01,1.355799999999999983e+01,1.910200000000000031e+01,9.071400000000000574e+00,1.187500000000000000e+01,8.997899999999999787e-01,3.731100000000000083e+00,3.128899999999999793e+00,3.437399999999999789e+00,2.602499999999999858e+01,1.198900000000000077e+00,8.069499999999999451e-01,1.932900000000000063e+01,1.398600000000000065e+00,2.237999999999999989e+00,7.569099999999999717e+00,8.043200000000000571e+00,1.419800000000000040e+01,7.923499999999999766e+00,3.327100000000000168e+00,7.054499999999999993e+00,7.674699999999999633e+00,1.609399999999999942e+00,6.739300000000000068e+00,3.562600000000000211e+00,1.377800000000000047e+01,2.694399999999999906e+01,2.102399999999999824e+00,4.460600000000000165e+01,1.026999999999999957e+01,7.227000000000000313e+00,2.409299999999999997e+00,1.945899999999999963e+01,3.374299999999999855e+00,1.792399999999999993e+00,2.175399999999999778e+00,1.329599999999999893e+00,1.453899999999999970e+01,1.500399999999999956e+00,3.530799999999999983e+01,1.371499999999999941e+00,6.955700000000000216e+00,2.439700000000000202e+00,2.012900000000000134e+01,4.639499999999999957e+00,9.029600000000000293e+00,2.799500000000000099e+00,1.395599999999999952e+00,1.733400000000000052e+00,1.720900000000000096e+00
4.370499999999999829e+01,1.816900000000000048e+01,2.137100000000000222e+00,1.389100000000000001e+01,1.506000000000000050e+01,8.625600000000000378e+00,1.323900000000000077e+00,1.837000000000000099e+01,1.919699999999999918e+01,1.389700000000000024e+01,1.197000000000000064e+01,1.804499999999999993e+00,1.910800000000000054e+01,9.241899999999999338e+00,4.309300000000000352e+00,3.086499999999999844e+01,7.075499999999999901e+00,7.106499999999999595e+00,2.130099999999999838e+01,1.463999999999999968e+00,2.999000000000000110e+00,1.307199999999999918e+01,1.387400000000000055e+01,1.900300000000000011e+01,8.606899999999999551e+00,1.307099999999999973e+01,9.974899999999999878e+00,7.801099999999999923e+00,1.774299999999999988e+00,7.666000000000000369e+00,1.175999999999999979e+01,1.389700000000000024e+01,3.010300000000000153e+01,1.867099999999999937e+01,4.838600000000000279e+01,1.352299999999999969e+01,7.706500000000000128e+00,7.503400000000000070e+00,2.006599999999999895e+01,6.766799999999999926e+00,6.621800000000000352e+00,6.928200000000000358e+00,1.491100000000000092e+00,1.914099999999999824e+01,3.331799999999999873e+00,4.971800000000000352e+01,1.768899999999999917e+00,7.302800000000000402e+00,1.912199999999999989e+01,2.050199999999999889e+01,5.610000000000000320e+00,1.039499999999999957e+01,3.202500000000000124e+00,3.067299999999999915e+00,2.998600000000000154e+00,1.892800000000000038e+00
4.585399999999999920e+01,2.633299999999999841e+01,3.189400000000000013e+00,1.812800000000000011e+01,1.862500000000000000e+01,1.370500000000000007e+01,1.526999999999999913e+00,1.910200000000000031e+01,2.630300000000000082e+01,1.402899999999999991e+01,1.373099999999999987e+01,2.570199999999999818e+00,1.923499999999999943e+01,1.636199999999999832e+01,9.454599999999999227e+00,3.099099999999999966e+01,7.195299999999999585e+00,9.867200000000000415e+00,3.686299999999999955e+01,2.377099999999999991e+00,3.108200000000000074e+00,1.790299999999999869e+01,1.396899999999999942e+01,1.919699999999999918e+01,8.729599999999999582e+00,1.414100000000000001e+01,1.379599999999999937e+01,1.315900000000000070e+01,1.939100000000000046e+00,8.538100000000000023e+00,1.979599999999999937e+01,1.407099999999999973e+01,3.046199999999999974e+01,1.910300000000000153e+01,4.845700000000000074e+01,1.362800000000000011e+01,7.769999999999999574e+00,1.383099999999999952e+01,2.245799999999999841e+01,6.966800000000000104e+00,7.310200000000000031e+00,8.703599999999999781e+00,2.438499999999999890e+00,1.926999999999999957e+01,1.033699999999999974e+01,5.063499999999999801e+01,1.873499999999999943e+00,7.561499999999999666e+00,3.833800000000000097e+01,2.096300000000000097e+01,7.296199999999999797e+00,1.836899999999999977e+01,3.372799999999999798e+00,9.972300000000000608e+00,2.096699999999999875e+01,7.229099999999999859e+00
4.777000000000000313e+01,2.959299999999999997e+01,1.862999999999999901e+01,1.886599999999999966e+01,2.044099999999999895e+01,1.443200000000000038e+01,1.867899999999999894e+00,1.982499999999999929e+01,2.639999999999999858e+01,1.489600000000000080e+01,1.386899999999999977e+01,7.098900000000000432e+00,2.006700000000000017e+01,1.762900000000000134e+01,9.559900000000000730e+00,3.623799999999999955e+01,1.424300000000000033e+01,1.307300000000000040e+01,3.835999999999999943e+01,3.357299999999999951e+00,3.461100000000000065e+00,1.800300000000000011e+01,1.500799999999999912e+01,2.509799999999999898e+01,1.370500000000000007e+01,1.433500000000000085e+01,1.393299999999999983e+01,1.930499999999999972e+01,2.672899999999999832e+00,8.661400000000000432e+00,2.423600000000000065e+01,1.800600000000000023e+01,3.115299999999999869e+01,1.919200000000000017e+01,5.389900000000000091e+01,1.933500000000000085e+01,1.312599999999999945e+01,1.493399999999999928e+01,3.093900000000000006e+01,8.605000000000000426e+00,7.739899999999999558e+00,9.798600000000000421e+00,6.572400000000000020e+00,2.627100000000000080e+01,1.349000000000000021e+01,5.086299999999999955e+01,2.821699999999999875e+00,1.309099999999999930e+01,3.846200000000000330e+01,2.124299999999999855e+01,7.675099999999999589e+00,1.854299999999999926e+01,4.256400000000000183e+00,1.168900000000000006e+01,2.106099999999999994e+01,1.307600000000000051e+01
4.789200000000000301e+01,3.003399999999999892e+01,1.873300000000000054e+01,1.937600000000000122e+01,3.508800000000000097e+01,1.817500000000000071e+01,3.091899999999999871e+00,1.997400000000000020e+01,3.702700000000000102e+01,2.117299999999999827e+01,1.789600000000000080e+01,7.268099999999999561e+00,2.023199999999999932e+01,1.902199999999999847e+01,1.403599999999999959e+01,3.698400000000000176e+01,1.902799999999999869e+01,1.327500000000000036e+01,3.845799999999999841e+01,1.388799999999999990e+01,1.360599999999999987e+01,1.930399999999999849e+01,1.516000000000000014e+01,2.585900000000000176e+01,1.390099999999999980e+01,1.906299999999999883e+01,1.493900000000000006e+01,2.229700000000000060e+01,4.340499999999999581e+00,1.003700000000000081e+01,2.436100000000000065e+01,1.822700000000000031e+01,3.703399999999999892e+01,1.980799999999999983e+01,5.395799999999999841e+01,2.023699999999999832e+01,1.379800000000000004e+01,1.502999999999999936e+01,3.106099999999999994e+01,8.670099999999999696e+00,1.386700000000000088e+01,1.396000000000000085e+01,6.809499999999999886e+00,3.546699999999999875e+01,1.358999999999999986e+01,5.119299999999999784e+01,2.939900000000000180e+00,1.406600000000000072e+01,3.870799999999999841e+01,2.133200000000000074e+01,1.162599999999999945e+01,2.006599999999999895e+01,4.378099999999999881e+00,2.167200000000000060e+01,2.167599999999999838e+01,1.416900000000000048e+01
5.067099999999999937e+01,4.439000000000000057e+01,1.946399999999999864e+01,1.952299999999999969e+01,3.689300000000000068e+01,2.656299999999999883e+01,3.510099999999999998e+00,2.094300000000000139e+01,3.732000000000000028e+01,2.131099999999999994e+01,1.810900000000000176e+01,1.040799999999999947e+01,2.054100000000000037e+01,1.930000000000000071e+01,1.845499999999999829e+01,3.745900000000000318e+01,2.230799999999999983e+01,1.918799999999999883e+01,4.402700000000000102e+01,1.800700000000000145e+01,1.372700000000000031e+01,1.940500000000000114e+01,1.843799999999999883e+01,2.592699999999999960e+01,1.486899999999999977e+01,2.880499999999999972e+01,1.810699999999999932e+01,2.239300000000000068e+01,4.500300000000000189e+00,1.013299999999999912e+01,2.920499999999999829e+01,1.960800000000000054e+01,3.716499999999999915e+01,2.097400000000000020e+01,5.775099999999999767e+01,2.496099999999999852e+01,1.866799999999999926e+01,1.836299999999999955e+01,4.028900000000000148e+01,1.017800000000000082e+01,1.910900000000000176e+01,1.416200000000000081e+01,7.100699999999999790e+00,3.596800000000000352e+01,1.791799999999999926e+01,5.533599999999999852e+01,4.340799999999999770e+00,1.941700000000000159e+01,4.459799999999999898e+01,2.593299999999999983e+01,1.186700000000000088e+01,2.126500000000000057e+01,9.010699999999999932e+00,2.179299999999999926e+01,2.176699999999999946e+01,1.440300000000000047e+01
5.079599999999999937e+01,4.502499999999999858e+01,1.999800000000000111e+01,2.056299999999999883e+01,3.700099999999999767e+01,3.443599999999999994e+01,3.601900000000000102e+00,2.112399999999999878e+01,4.245499999999999829e+01,2.950000000000000000e+01,1.910399999999999920e+01,1.337199999999999989e+01,2.067000000000000171e+01,1.942899999999999849e+01,1.860800000000000054e+01,4.395600000000000307e+01,2.515800000000000125e+01,1.943700000000000117e+01,4.413499999999999801e+01,1.840399999999999991e+01,2.125499999999999901e+01,2.315899999999999892e+01,1.910999999999999943e+01,3.689800000000000324e+01,1.840500000000000114e+01,3.230100000000000193e+01,1.841000000000000014e+01,2.253999999999999915e+01,7.622099999999999653e+00,1.066799999999999926e+01,3.080499999999999972e+01,2.048799999999999955e+01,4.625600000000000023e+01,2.125199999999999889e+01,5.787100000000000222e+01,2.583099999999999952e+01,2.090399999999999991e+01,1.853800000000000026e+01,4.469400000000000261e+01,4.709799999999999898e+01,1.920599999999999952e+01,1.902499999999999858e+01,8.742800000000000793e+00,3.685399999999999920e+01,1.806400000000000006e+01,8.317199999999999704e+01,4.469999999999999751e+00,2.489600000000000080e+01,4.836599999999999966e+01,2.606800000000000139e+01,1.265499999999999936e+01,2.594399999999999906e+01,9.101900000000000546e+00,2.529400000000000048e+01,3.476899999999999835e+01,1.809600000000000009e+01
5.238300000000000267e+01,4.513499999999999801e+01,2.086599999999999966e+01,3.045200000000000173e+01,3.765299999999999869e+01,3.679200000000000159e+01,4.137999999999999901e+00,2.126099999999999923e+01,4.256000000000000227e+01,3.225399999999999778e+01,2.005699999999999861e+01,1.387700000000000067e+01,2.178699999999999903e+01,2.095799999999999841e+01,1.882600000000000051e+01,4.576200000000000045e+01,2.527100000000000080e+01,2.129299999999999926e+01,4.456099999999999994e+01,1.910399999999999920e+01,2.138899999999999935e+01,2.570499999999999829e+01,1.922599999999999909e+01,4.585399999999999920e+01,1.859400000000000119e+01,3.727400000000000091e+01,1.853500000000000014e+01,2.263299999999999912e+01,7.741699999999999804e+00,1.080499999999999972e+01,3.090399999999999991e+01,2.249599999999999866e+01,4.830100000000000193e+01,2.490500000000000114e+01,6.453700000000000614e+01,3.055699999999999861e+01,2.100400000000000134e+01,2.179500000000000171e+01,4.589399999999999835e+01,4.896099999999999852e+01,1.945700000000000074e+01,1.937399999999999878e+01,8.837899999999999423e+00,3.692600000000000193e+01,1.839099999999999824e+01,8.328799999999999670e+01,2.023100000000000165e+01,2.579799999999999827e+01,4.848499999999999943e+01,3.743200000000000216e+01,1.344200000000000017e+01,2.605900000000000105e+01,9.533799999999999386e+00,3.492000000000000171e+01,3.509799999999999898e+01,1.844200000000000017e+01
5.696900000000000119e+01,4.869599999999999795e+01,2.626399999999999935e+01,3.727300000000000324e+01,3.772899999999999920e+01,3.878999999999999915e+01,6.335300000000000153e+00,2.592800000000000082e+01,4.540200000000000102e+01,3.233500000000000085e+01,2.013800000000000168e+01,1.402100000000000080e+01,2.267500000000000071e+01,2.919699999999999918e+01,1.909799999999999898e+01,4.632900000000000063e+01,2.964300000000000068e+01,2.203800000000000026e+01,4.725600000000000023e+01,2.003000000000000114e+01,3.013800000000000168e+01,2.582999999999999829e+01,2.003900000000000148e+01,4.753900000000000148e+01,1.949599999999999866e+01,3.856099999999999994e+01,2.003600000000000136e+01,2.512500000000000000e+01,8.700400000000000134e+00,1.306900000000000084e+01,3.496800000000000352e+01,2.262399999999999878e+01,4.926299999999999812e+01,3.047100000000000009e+01,6.463100000000000023e+01,3.062999999999999901e+01,4.458899999999999864e+01,2.190800000000000125e+01,4.617300000000000182e+01,4.992799999999999727e+01,2.018700000000000117e+01,1.949299999999999855e+01,1.416600000000000037e+01,4.309599999999999653e+01,1.912699999999999889e+01,8.451900000000000546e+01,2.117500000000000071e+01,2.608699999999999974e+01,5.095700000000000074e+01,3.756099999999999994e+01,1.353800000000000026e+01,3.073300000000000054e+01,1.400000000000000000e+01,3.622800000000000153e+01,3.523100000000000165e+01,1.853200000000000003e+01
5.853000000000000114e+01,5.000300000000000011e+01,2.639799999999999969e+01,3.746900000000000119e+01,3.810399999999999920e+01,4.003699999999999903e+01,1.432199999999999918e+01,2.603099999999999881e+01,4.990400000000000347e+01,3.820400000000000063e+01,2.940599999999999881e+01,1.915899999999999892e+01,2.966700000000000159e+01,2.939399999999999835e+01,1.929799999999999827e+01,4.733100000000000307e+01,2.979899999999999949e+01,2.217399999999999949e+01,4.835399999999999920e+01,2.104400000000000048e+01,3.049800000000000111e+01,2.759100000000000108e+01,2.248900000000000077e+01,4.766599999999999682e+01,1.964300000000000068e+01,3.877000000000000313e+01,2.032499999999999929e+01,2.527299999999999969e+01,1.415600000000000058e+01,1.317300000000000004e+01,3.625600000000000023e+01,2.274599999999999866e+01,5.338900000000000290e+01,3.069999999999999929e+01,6.804000000000000625e+01,3.225800000000000267e+01,4.743399999999999750e+01,2.757400000000000162e+01,4.629099999999999682e+01,5.125000000000000000e+01,2.030799999999999983e+01,2.013299999999999912e+01,1.456099999999999994e+01,4.326400000000000290e+01,1.919600000000000151e+01,8.462199999999999989e+01,3.053900000000000148e+01,3.485399999999999920e+01,5.388499999999999801e+01,4.530400000000000205e+01,1.714399999999999835e+01,3.532500000000000284e+01,1.410800000000000054e+01,4.448899999999999721e+01,3.721999999999999886e+01,1.883999999999999986e+01
