2.036700000000000177e+00,1.890800000000000125e+02,7.486100000000000421e+01,4.290199999999999569e+00,1.019300000000000068e+02,1.319400000000000084e+01,2.805900000000000105e+01,1.296299999999999919e+01,1.283200000000000074e+01,5.000600000000000023e+01,4.039699999999999847e+01,7.371999999999999886e+01,2.397299999999999898e+01,6.023899999999999721e+01,1.028499999999999943e+02,2.167700000000000102e+02,3.021900000000000119e+01,2.537300000000000111e+01,5.788300000000000267e+01,4.983599999999999852e+01,4.004800000000000360e+00,2.688899999999999935e+01,1.226399999999999935e+01,1.280700000000000038e+01,1.344200000000000017e+01,2.141000000000000014e+01,7.658100000000000129e+00,8.456799999999999429e+00,5.832000000000000028e+01,8.701000000000000512e+00,3.413100000000000023e+01,1.102900000000000063e+02,1.318000000000000114e+02,3.544200000000000017e+01,4.701599999999999824e+01,1.200400000000000063e+02,5.332500000000000284e+01,5.795600000000000307e+01,4.680599999999999739e+01,4.579999999999999716e+01,5.332999999999999829e+01,1.322800000000000011e+02,2.033499999999999943e+02,2.617399999999999949e+01,6.867600000000000371e+00,1.164199999999999946e+01,2.246499999999999986e+01,1.209399999999999977e+02,4.530199999999999960e+01,8.920799999999999841e+00,3.975900000000000212e+00,1.418800000000000061e+01,1.370599999999999952e+01,1.536699999999999955e+00,1.766999999999999904e+00,8.424599999999999511e+01,2.244800000000000129e+00,2.210300000000000153e+01,1.389700000000000024e+01,1.323900000000000077e+01,5.793099999999999739e+01,4.729099999999999682e+01,1.022599999999999953e+00,1.167300000000000004e+01,7.569899999999999807e+01,7.096299999999999386e+01,2.952700000000000102e+01,4.919400000000000261e+01,1.145599999999999952e+01,2.785399999999999920e+01,1.693199999999999932e+02,5.645300000000000296e+01,1.076599999999999966e+02,6.842100000000000293e+00,5.590800000000000125e+01,4.596000000000000085e+01,2.613200000000000145e+01,4.557300000000000040e+01,2.022599999999999909e+01,8.593600000000000350e+00,2.210800000000000054e+01,7.714799999999999613e+01,2.472700000000000031e+01,8.118699999999999761e+01,4.200000000000000000e+01,6.756600000000000250e+01,7.124100000000000321e+00,2.336299999999999955e+01,7.198699999999999477e+01,2.536799999999999855e+01,6.843799999999999883e+00,1.070100000000000051e+02,2.822599999999999909e+01,6.975799999999999557e+00,5.332800000000000296e+01,1.189300000000000068e+01,1.027800000000000047e+01,2.873199999999999932e+01,2.262300000000000111e+01,1.197199999999999989e+02,2.983599999999999852e+01,5.935300000000000153e+01,7.024099999999999788e+00,2.312399999999999789e+00,9.935599999999999454e+01,1.329700000000000060e+01,4.386599999999999966e+01
2.340599999999999881e+01,nan,7.572100000000000364e+01,2.374099999999999966e+01,nan,1.375900000000000034e+01,3.542399999999999949e+01,2.473499999999999943e+01,1.297400000000000020e+01,5.014000000000000057e+01,5.330299999999999727e+01,7.412500000000000000e+01,2.933999999999999986e+01,6.131700000000000017e+01,1.201200000000000045e+02,2.202199999999999989e+02,4.735699999999999932e+01,3.726200000000000045e+01,5.806300000000000239e+01,6.956199999999999761e+01,2.073999999999999844e+01,4.953300000000000125e+01,2.966199999999999903e+01,1.409500000000000064e+01,2.232499999999999929e+01,2.152799999999999869e+01,8.512100000000000222e+00,8.592399999999999594e+00,5.846900000000000119e+01,9.341499999999999915e+00,3.426800000000000068e+01,1.106200000000000045e+02,1.538600000000000136e+02,3.575000000000000000e+01,4.715400000000000347e+01,1.207800000000000011e+02,1.092800000000000011e+02,5.810099999999999909e+01,6.358700000000000330e+01,4.658700000000000330e+01,5.527300000000000324e+01,1.530600000000000023e+02,nan,3.547299999999999898e+01,2.033200000000000074e+01,1.202899999999999991e+01,2.296000000000000085e+01,1.590300000000000011e+02,4.540299999999999869e+01,9.066800000000000637e+00,4.295600000000000307e+00,1.439000000000000057e+01,2.086400000000000077e+01,2.106399999999999828e+00,1.899699999999999944e+00,1.257500000000000000e+02,1.137700000000000067e+01,4.662100000000000222e+01,1.433500000000000085e+01,1.360699999999999932e+01,5.809499999999999886e+01,4.806099999999999994e+01,2.144399999999999906e+01,3.410000000000000142e+01,1.102300000000000040e+02,7.126800000000000068e+01,2.982300000000000040e+01,4.942099999999999937e+01,1.156499999999999950e+01,2.856899999999999906e+01,1.698799999999999955e+02,7.484999999999999432e+01,1.082000000000000028e+02,2.138700000000000045e+01,5.603099999999999881e+01,9.815399999999999636e+01,2.649200000000000088e+01,4.569200000000000017e+01,2.095400000000000063e+01,2.468799999999999883e+01,3.623799999999999955e+01,7.763700000000000045e+01,3.679299999999999926e+01,8.153100000000000591e+01,6.993200000000000216e+01,6.765200000000000102e+01,7.301599999999999646e+00,2.383800000000000097e+01,7.265099999999999625e+01,3.700800000000000267e+01,1.263100000000000023e+01,1.852299999999999898e+02,2.879700000000000060e+01,8.533300000000000551e+00,5.343399999999999750e+01,2.408699999999999974e+01,5.353900000000000148e+01,2.930300000000000082e+01,4.276100000000000279e+01,1.686100000000000136e+02,3.570300000000000296e+01,8.005899999999999750e+01,2.330000000000000071e+01,5.773700000000000188e+01,9.948799999999999955e+01,1.343999999999999950e+01,4.748400000000000176e+01
2.393199999999999861e+01,nan,7.586899999999999977e+01,2.396999999999999886e+01,nan,1.405700000000000038e+01,4.723599999999999710e+01,2.670700000000000074e+01,1.378500000000000014e+01,7.093500000000000227e+01,8.669100000000000250e+01,7.570399999999999352e+01,4.116499999999999915e+01,6.340200000000000102e+01,1.590699999999999932e+02,2.205099999999999909e+02,4.749799999999999756e+01,3.746200000000000330e+01,8.686799999999999500e+01,7.092199999999999704e+01,2.086700000000000088e+01,4.967199999999999704e+01,4.748400000000000176e+01,1.426699999999999946e+01,2.267399999999999949e+01,2.343499999999999872e+01,8.673999999999999488e+00,9.422599999999999199e+00,7.570399999999999352e+01,3.568800000000000239e+01,5.019500000000000028e+01,1.568499999999999943e+02,1.568799999999999955e+02,4.727400000000000091e+01,7.639100000000000534e+01,1.209500000000000028e+02,1.516599999999999966e+02,7.586799999999999500e+01,6.373299999999999699e+01,5.556799999999999784e+01,5.795799999999999841e+01,1.531500000000000057e+02,nan,3.557099999999999795e+01,2.799699999999999989e+01,2.266600000000000037e+01,2.303399999999999892e+01,1.948199999999999932e+02,7.364900000000000091e+01,1.025900000000000034e+01,4.610100000000000087e+00,1.519500000000000028e+01,2.139999999999999858e+01,2.241200000000000081e+00,2.545599999999999863e+00,1.456200000000000045e+02,1.170599999999999952e+01,7.728799999999999670e+01,2.226800000000000068e+01,1.393099999999999916e+01,7.573099999999999454e+01,4.826899999999999835e+01,2.156599999999999895e+01,3.432600000000000051e+01,1.480099999999999909e+02,9.532099999999999795e+01,4.190800000000000125e+01,4.999000000000000199e+01,1.333500000000000085e+01,5.330700000000000216e+01,1.706100000000000136e+02,7.768899999999999295e+01,1.083599999999999994e+02,2.173600000000000065e+01,7.493600000000000705e+01,9.855899999999999750e+01,2.666100000000000136e+01,4.579800000000000182e+01,2.123600000000000065e+01,2.819500000000000028e+01,4.555599999999999739e+01,8.641800000000000637e+01,5.632699999999999818e+01,1.088400000000000034e+02,7.006399999999999295e+01,6.778199999999999648e+01,1.223099999999999987e+01,2.398900000000000077e+01,1.212500000000000000e+02,3.715200000000000102e+01,2.445499999999999829e+01,1.857800000000000011e+02,5.319500000000000028e+01,2.397299999999999898e+01,5.721399999999999864e+01,3.392499999999999716e+01,6.568899999999999295e+01,2.943599999999999994e+01,4.362400000000000233e+01,1.687299999999999898e+02,6.336999999999999744e+01,8.019299999999999784e+01,7.489600000000000080e+01,5.818999999999999773e+01,1.195199999999999960e+02,2.185999999999999943e+01,5.182900000000000063e+01
2.430099999999999838e+01,nan,8.109199999999999875e+01,4.721600000000000108e+01,nan,4.492300000000000182e+01,4.740599999999999881e+01,3.379599999999999937e+01,2.436899999999999977e+01,7.125100000000000477e+01,8.798699999999999477e+01,7.746399999999999864e+01,4.540500000000000114e+01,8.531999999999999318e+01,1.741500000000000057e+02,nan,6.581699999999999307e+01,4.512100000000000222e+01,9.903400000000000603e+01,7.123399999999999466e+01,2.980699999999999861e+01,4.984100000000000108e+01,6.711599999999999966e+01,3.353699999999999903e+01,2.532300000000000040e+01,2.380199999999999960e+01,2.549899999999999878e+01,2.366199999999999903e+01,7.609799999999999898e+01,3.579899999999999949e+01,5.052199999999999847e+01,1.825600000000000023e+02,2.041100000000000136e+02,4.740599999999999881e+01,7.675000000000000000e+01,1.638400000000000034e+02,1.580800000000000125e+02,8.530200000000000671e+01,6.386399999999999721e+01,5.578399999999999892e+01,5.819100000000000250e+01,1.568899999999999864e+02,nan,3.570600000000000307e+01,2.810800000000000054e+01,2.277100000000000080e+01,2.362300000000000111e+01,1.949499999999999886e+02,9.771699999999999875e+01,1.040799999999999947e+01,4.774899999999999700e+00,4.556099999999999994e+01,2.259199999999999875e+01,2.736000000000000210e+00,2.670300000000000118e+00,1.773100000000000023e+02,5.065200000000000102e+01,7.776800000000000068e+01,2.333399999999999963e+01,1.439400000000000013e+01,8.529699999999999704e+01,6.973799999999999955e+01,2.240399999999999991e+01,3.497299999999999898e+01,1.481200000000000045e+02,9.546299999999999386e+01,7.192100000000000648e+01,5.177300000000000324e+01,2.209499999999999886e+01,5.352799999999999869e+01,1.711100000000000136e+02,1.360099999999999909e+02,1.087399999999999949e+02,2.906200000000000117e+01,7.723799999999999955e+01,9.869899999999999807e+01,4.387100000000000222e+01,4.600099999999999767e+01,2.136199999999999832e+01,2.859700000000000131e+01,4.596600000000000108e+01,1.723400000000000034e+02,7.876900000000000546e+01,1.099300000000000068e+02,7.102200000000000557e+01,8.425799999999999557e+01,2.378699999999999903e+01,2.498900000000000077e+01,1.576599999999999966e+02,3.802300000000000324e+01,2.492000000000000171e+01,2.091599999999999966e+02,5.375500000000000256e+01,3.446300000000000097e+01,8.052299999999999613e+01,6.849899999999999523e+01,8.052599999999999625e+01,5.076700000000000301e+01,4.379399999999999693e+01,1.804600000000000080e+02,8.055599999999999739e+01,8.365200000000000102e+01,7.521500000000000341e+01,8.615800000000000125e+01,1.268199999999999932e+02,2.198799999999999955e+01,7.743000000000000682e+01
2.439900000000000091e+01,nan,9.485099999999999909e+01,4.912800000000000011e+01,nan,4.551899999999999835e+01,5.725099999999999767e+01,3.410099999999999909e+01,4.944899999999999807e+01,9.438500000000000512e+01,8.812600000000000477e+01,7.768500000000000227e+01,4.656900000000000261e+01,8.619899999999999807e+01,1.813300000000000125e+02,nan,6.593099999999999739e+01,4.530199999999999960e+01,9.925799999999999557e+01,9.534600000000000364e+01,4.200300000000000011e+01,5.032399999999999807e+01,6.726600000000000534e+01,3.462899999999999778e+01,2.656099999999999994e+01,4.328999999999999915e+01,4.366100000000000136e+01,2.379299999999999926e+01,7.639799999999999613e+01,3.704200000000000159e+01,5.063499999999999801e+01,1.891699999999999875e+02,2.042599999999999909e+02,5.645799999999999841e+01,8.053799999999999670e+01,1.639499999999999886e+02,1.830500000000000114e+02,1.280099999999999909e+02,1.111599999999999966e+02,7.118800000000000239e+01,5.978199999999999648e+01,1.570200000000000102e+02,nan,3.680400000000000205e+01,3.722999999999999687e+01,2.291000000000000014e+01,2.454100000000000037e+01,2.076100000000000136e+02,9.789000000000000057e+01,2.412399999999999878e+01,5.299000000000000377e+00,4.602499999999999858e+01,2.309499999999999886e+01,1.140199999999999925e+01,4.628599999999999604e+00,1.776599999999999966e+02,5.096399999999999864e+01,7.798799999999999955e+01,2.418799999999999883e+01,1.483799999999999919e+01,1.017999999999999972e+02,8.142400000000000659e+01,2.265500000000000114e+01,6.322500000000000142e+01,1.657100000000000080e+02,9.876099999999999568e+01,1.030699999999999932e+02,5.330199999999999960e+01,2.526999999999999957e+01,5.465400000000000347e+01,1.759799999999999898e+02,1.362299999999999898e+02,1.092600000000000051e+02,3.642099999999999937e+01,8.813500000000000512e+01,1.086500000000000057e+02,4.465400000000000347e+01,7.493200000000000216e+01,2.150900000000000034e+01,2.872400000000000020e+01,7.485999999999999943e+01,1.848899999999999864e+02,8.806900000000000261e+01,1.106500000000000057e+02,7.113599999999999568e+01,1.059300000000000068e+02,2.685699999999999932e+01,2.517099999999999937e+01,1.844199999999999875e+02,4.385300000000000153e+01,4.595000000000000284e+01,2.215099999999999909e+02,8.069199999999999307e+01,3.457000000000000028e+01,8.601600000000000534e+01,6.873499999999999943e+01,8.620000000000000284e+01,8.826000000000000512e+01,4.593399999999999750e+01,1.813100000000000023e+02,1.071899999999999977e+02,9.061700000000000443e+01,9.537699999999999534e+01,8.631699999999999307e+01,1.270799999999999983e+02,2.232700000000000173e+01,8.671699999999999875e+01
2.600100000000000122e+01,nan,9.921899999999999409e+01,4.941899999999999693e+01,nan,4.575900000000000034e+01,7.533799999999999386e+01,5.066700000000000159e+01,5.029899999999999949e+01,1.308100000000000023e+02,9.243600000000000705e+01,1.021500000000000057e+02,4.721699999999999875e+01,9.769700000000000273e+01,1.894699999999999989e+02,nan,6.968000000000000682e+01,5.332800000000000296e+01,1.210100000000000051e+02,9.875600000000000023e+01,6.972700000000000387e+01,5.046800000000000352e+01,8.053199999999999648e+01,3.489999999999999858e+01,8.099899999999999523e+01,9.479999999999999716e+01,4.742399999999999949e+01,4.493399999999999750e+01,8.061700000000000443e+01,3.716299999999999670e+01,5.811899999999999977e+01,1.893199999999999932e+02,2.046899999999999977e+02,7.573699999999999477e+01,8.070000000000000284e+01,1.757199999999999989e+02,1.841399999999999864e+02,1.567199999999999989e+02,1.126800000000000068e+02,7.129500000000000171e+01,6.533199999999999363e+01,2.041200000000000045e+02,nan,5.324900000000000233e+01,3.759599999999999653e+01,2.420400000000000063e+01,2.496199999999999974e+01,2.181800000000000068e+02,9.879600000000000648e+01,2.423100000000000165e+01,5.636700000000000266e+00,4.675399999999999778e+01,2.337099999999999866e+01,1.196000000000000085e+01,4.772599999999999731e+00,1.807100000000000080e+02,5.146200000000000330e+01,9.551999999999999602e+01,2.430499999999999972e+01,1.519599999999999973e+01,1.019300000000000068e+02,8.162300000000000466e+01,2.289999999999999858e+01,6.336599999999999966e+01,1.848000000000000114e+02,1.365900000000000034e+02,1.038100000000000023e+02,5.355599999999999739e+01,2.573799999999999955e+01,8.192900000000000205e+01,1.764699999999999989e+02,1.688700000000000045e+02,1.095199999999999960e+02,3.655199999999999960e+01,1.003100000000000023e+02,1.106800000000000068e+02,4.482600000000000051e+01,1.107999999999999972e+02,2.173900000000000077e+01,2.890299999999999869e+01,7.574800000000000466e+01,1.851200000000000045e+02,1.591100000000000136e+02,1.729900000000000091e+02,7.198499999999999943e+01,1.195699999999999932e+02,5.326800000000000068e+01,2.620400000000000063e+01,1.847100000000000080e+02,4.557300000000000040e+01,4.655700000000000216e+01,2.218899999999999864e+02,8.086199999999999477e+01,4.497099999999999653e+01,8.673099999999999454e+01,8.193300000000000693e+01,8.632299999999999329e+01,1.385900000000000034e+02,4.627400000000000091e+01,1.816399999999999864e+02,1.220300000000000011e+02,9.083100000000000307e+01,1.211500000000000057e+02,9.875000000000000000e+01,1.316599999999999966e+02,2.269500000000000028e+01,8.723099999999999454e+01
4.145100000000000051e+01,nan,9.948199999999999932e+01,5.052300000000000324e+01,nan,4.659100000000000108e+01,7.569700000000000273e+01,5.300200000000000244e+01,5.295700000000000074e+01,1.717800000000000011e+02,9.339100000000000534e+01,1.059500000000000028e+02,5.901599999999999824e+01,9.904999999999999716e+01,1.897500000000000000e+02,nan,7.168300000000000693e+01,7.407099999999999795e+01,1.274000000000000057e+02,1.104099999999999966e+02,7.100100000000000477e+01,5.192300000000000182e+01,8.209999999999999432e+01,3.556799999999999784e+01,9.933700000000000330e+01,1.149500000000000028e+02,4.758700000000000330e+01,4.509100000000000108e+01,8.076300000000000523e+01,4.555799999999999983e+01,5.838199999999999790e+01,1.975699999999999932e+02,2.347700000000000102e+02,7.584999999999999432e+01,9.480200000000000671e+01,1.855200000000000102e+02,1.960800000000000125e+02,1.825699999999999932e+02,1.202099999999999937e+02,1.757500000000000000e+02,6.961599999999999966e+01,2.042500000000000000e+02,nan,7.260500000000000398e+01,4.316799999999999926e+01,2.722299999999999898e+01,2.540800000000000125e+01,2.182899999999999920e+02,1.017800000000000011e+02,3.390200000000000102e+01,5.969899999999999984e+00,5.435499999999999687e+01,2.364199999999999946e+01,1.216499999999999915e+01,6.854099999999999859e+00,1.896399999999999864e+02,5.185000000000000142e+01,9.562999999999999545e+01,2.452700000000000102e+01,2.622700000000000031e+01,1.106500000000000057e+02,9.054800000000000182e+01,4.629699999999999704e+01,6.352900000000000347e+01,1.855099999999999909e+02,1.537299999999999898e+02,1.075000000000000000e+02,5.440500000000000114e+01,2.675400000000000134e+01,8.603600000000000136e+01,1.768799999999999955e+02,1.698899999999999864e+02,1.098599999999999994e+02,4.389900000000000091e+01,1.201299999999999955e+02,1.730200000000000102e+02,4.495300000000000296e+01,1.109899999999999949e+02,3.639900000000000091e+01,5.373799999999999955e+01,7.830500000000000682e+01,1.927700000000000102e+02,1.592100000000000080e+02,2.220000000000000000e+02,1.076400000000000006e+02,1.209300000000000068e+02,6.283100000000000307e+01,2.655900000000000105e+01,nan,7.053600000000000136e+01,5.197399999999999665e+01,nan,8.193000000000000682e+01,4.560600000000000165e+01,9.782800000000000296e+01,1.723400000000000034e+02,8.813100000000000023e+01,1.891899999999999977e+02,4.656000000000000227e+01,1.895099999999999909e+02,1.229699999999999989e+02,9.218800000000000239e+01,1.213499999999999943e+02,1.063599999999999994e+02,1.317899999999999920e+02,2.316199999999999903e+01,8.753300000000000125e+01
4.272399999999999665e+01,nan,1.167300000000000040e+02,5.173799999999999955e+01,nan,5.298400000000000176e+01,7.585099999999999909e+01,7.912000000000000455e+01,7.889300000000000068e+01,1.744499999999999886e+02,9.899800000000000466e+01,1.066899999999999977e+02,7.126900000000000546e+01,1.021800000000000068e+02,1.907599999999999909e+02,nan,7.190200000000000102e+01,7.786700000000000443e+01,1.328700000000000045e+02,1.174000000000000057e+02,7.196299999999999386e+01,5.206700000000000017e+01,1.420800000000000125e+02,4.602900000000000347e+01,9.946399999999999864e+01,1.150499999999999972e+02,4.836099999999999710e+01,4.526700000000000301e+01,8.108100000000000307e+01,4.589800000000000324e+01,7.523499999999999943e+01,1.977100000000000080e+02,nan,8.071599999999999397e+01,1.060799999999999983e+02,nan,2.024799999999999898e+02,1.896500000000000057e+02,1.203299999999999983e+02,1.764499999999999886e+02,8.364799999999999613e+01,2.347899999999999920e+02,nan,7.573399999999999466e+01,4.530199999999999960e+01,2.733899999999999864e+01,4.411500000000000199e+01,nan,1.049699999999999989e+02,4.662599999999999767e+01,6.459299999999999820e+00,5.623499999999999943e+01,2.398600000000000065e+01,1.272199999999999953e+01,8.040699999999999292e+00,1.897599999999999909e+02,5.276899999999999835e+01,9.679099999999999682e+01,2.477499999999999858e+01,2.669699999999999918e+01,1.185999999999999943e+02,9.128700000000000614e+01,4.640400000000000347e+01,8.808799999999999386e+01,1.997100000000000080e+02,1.698799999999999955e+02,1.075999999999999943e+02,6.113100000000000023e+01,2.703399999999999892e+01,8.662000000000000455e+01,1.772899999999999920e+02,1.700399999999999920e+02,1.103299999999999983e+02,4.517199999999999704e+01,1.226800000000000068e+02,nan,5.506199999999999761e+01,1.110499999999999972e+02,4.386699999999999733e+01,5.485799999999999699e+01,9.546500000000000341e+01,1.999600000000000080e+02,1.759099999999999966e+02,nan,1.084200000000000017e+02,1.255900000000000034e+02,7.590300000000000580e+01,2.669399999999999906e+01,nan,7.179600000000000648e+01,5.448299999999999699e+01,nan,8.206799999999999784e+01,4.576800000000000068e+01,9.906100000000000705e+01,1.737199999999999989e+02,9.883199999999999363e+01,1.893199999999999932e+02,5.521500000000000341e+01,1.898000000000000114e+02,1.575900000000000034e+02,1.023799999999999955e+02,1.365800000000000125e+02,1.069800000000000040e+02,1.319499999999999886e+02,2.366600000000000037e+01,9.915800000000000125e+01
4.287199999999999989e+01,nan,1.179500000000000028e+02,5.197099999999999653e+01,nan,5.311999999999999744e+01,8.118399999999999750e+01,1.546500000000000057e+02,7.938100000000000023e+01,1.832899999999999920e+02,1.059500000000000028e+02,1.162800000000000011e+02,7.677100000000000080e+01,1.160900000000000034e+02,1.910399999999999920e+02,nan,7.368800000000000239e+01,7.800199999999999534e+01,1.331599999999999966e+02,1.175300000000000011e+02,1.076299999999999955e+02,8.790300000000000580e+01,1.627199999999999989e+02,9.057999999999999829e+01,1.002800000000000011e+02,1.189599999999999937e+02,6.965200000000000102e+01,4.540200000000000102e+01,1.085900000000000034e+02,4.658200000000000074e+01,7.532699999999999818e+01,1.978400000000000034e+02,nan,8.122499999999999432e+01,1.074599999999999937e+02,nan,2.149499999999999886e+02,1.973100000000000023e+02,1.209300000000000068e+02,1.779900000000000091e+02,8.586700000000000443e+01,2.348799999999999955e+02,nan,7.585999999999999943e+01,7.370499999999999829e+01,4.697200000000000131e+01,4.423799999999999955e+01,nan,1.054099999999999966e+02,4.760399999999999920e+01,6.889899999999999913e+00,5.701800000000000068e+01,2.457000000000000028e+01,2.246600000000000108e+01,8.300599999999999312e+00,1.932899999999999920e+02,5.295499999999999829e+01,1.132600000000000051e+02,2.668499999999999872e+01,2.703699999999999903e+01,1.257099999999999937e+02,1.171599999999999966e+02,4.720199999999999818e+01,9.571500000000000341e+01,1.998499999999999943e+02,1.725600000000000023e+02,1.080999999999999943e+02,7.585800000000000409e+01,4.558400000000000318e+01,8.733400000000000318e+01,1.777800000000000011e+02,1.783000000000000114e+02,1.104300000000000068e+02,4.550399999999999778e+01,1.249699999999999989e+02,nan,5.539000000000000057e+01,1.309000000000000057e+02,4.496099999999999852e+01,5.499699999999999989e+01,9.566200000000000614e+01,2.005900000000000034e+02,1.760500000000000114e+02,nan,1.104200000000000017e+02,1.257600000000000051e+02,8.061499999999999488e+01,2.680399999999999849e+01,nan,7.191299999999999670e+01,6.078799999999999670e+01,nan,1.160300000000000011e+02,4.760699999999999932e+01,9.926699999999999591e+01,1.890900000000000034e+02,1.121899999999999977e+02,1.973199999999999932e+02,5.556600000000000250e+01,1.973899999999999864e+02,1.831899999999999977e+02,1.026500000000000057e+02,1.366899999999999977e+02,1.072300000000000040e+02,1.322899999999999920e+02,2.450100000000000122e+01,1.018499999999999943e+02
4.456000000000000227e+01,nan,1.190300000000000011e+02,5.302300000000000324e+01,nan,5.441899999999999693e+01,8.250100000000000477e+01,1.551299999999999955e+02,1.549099999999999966e+02,1.834199999999999875e+02,1.072199999999999989e+02,1.165799999999999983e+02,7.746800000000000352e+01,1.531800000000000068e+02,1.914499999999999886e+02,nan,7.409099999999999397e+01,8.063400000000000034e+01,1.348100000000000023e+02,1.196800000000000068e+02,1.084000000000000057e+02,8.803100000000000591e+01,1.630500000000000114e+02,9.078199999999999648e+01,1.021500000000000057e+02,1.190600000000000023e+02,7.022899999999999920e+01,4.720199999999999818e+01,1.092300000000000040e+02,5.653499999999999659e+01,7.551699999999999591e+01,2.208199999999999932e+02,nan,1.289000000000000057e+02,1.077199999999999989e+02,nan,2.181800000000000068e+02,2.208400000000000034e+02,1.408799999999999955e+02,1.781200000000000045e+02,8.599800000000000466e+01,nan,nan,1.027800000000000011e+02,8.799399999999999977e+01,4.716799999999999926e+01,4.715500000000000114e+01,nan,1.059800000000000040e+02,6.258800000000000097e+01,7.793700000000000294e+00,7.403300000000000125e+01,2.499500000000000099e+01,2.282999999999999829e+01,9.168100000000000804e+00,1.934199999999999875e+02,6.309000000000000341e+01,1.133900000000000006e+02,2.809100000000000108e+01,2.832600000000000051e+01,1.280200000000000102e+02,1.450099999999999909e+02,5.331700000000000017e+01,9.598900000000000432e+01,2.025500000000000114e+02,1.744399999999999977e+02,1.083599999999999994e+02,7.625100000000000477e+01,4.619100000000000250e+01,8.759199999999999875e+01,1.787199999999999989e+02,1.985900000000000034e+02,1.107600000000000051e+02,4.569500000000000028e+01,1.308799999999999955e+02,nan,5.566199999999999903e+01,1.310200000000000102e+02,4.515599999999999881e+01,5.632999999999999829e+01,9.650000000000000000e+01,2.008400000000000034e+02,1.764099999999999966e+02,nan,1.195999999999999943e+02,1.428799999999999955e+02,8.326699999999999591e+01,2.773999999999999844e+01,nan,7.574699999999999989e+01,6.412000000000000455e+01,nan,1.738199999999999932e+02,6.255799999999999983e+01,1.030600000000000023e+02,1.893799999999999955e+02,1.149099999999999966e+02,1.979199999999999875e+02,5.579299999999999926e+01,2.011100000000000136e+02,1.861699999999999875e+02,1.036099999999999994e+02,1.397800000000000011e+02,1.149300000000000068e+02,1.326100000000000136e+02,2.566400000000000148e+01,1.021599999999999966e+02
