94.483,NaN,NaN,72.729,29.627,NaN,NaN,80.532,82.887,28.138,79.994,86.256,NaN,NaN,NaN,34.687,86.6,NaN,25.769,NaN,NaN,89.459,69.73,NaN,71.918,NaN,34.138,73.397,82.589,82.967,90.202,50.019,50.79,53.003,41.52,NaN,NaN,88.96,NaN,84.331,49.968,NaN,74.715,NaN,28.63,NaN,91.05,76.288,NaN,NaN,51.461,75.725,67.215,NaN,36.262,33.201,67.486,NaN,90.856,33.129,91.793,NaN
NaN,NaN,NaN,80.95,29.733,NaN,NaN,80.889,83.259,28.505,82.438,86.588,NaN,NaN,NaN,47.174,91.502,NaN,25.969,NaN,NaN,89.568,70.352,NaN,72.119,NaN,37.266,73.557,83.552,83.061,93.895,50.132,50.931,60.39,41.671,NaN,NaN,89.593,NaN,85.195,50.227,NaN,75.914,NaN,29.087,NaN,92.533,79.247,NaN,NaN,56.93,75.984,73.588,NaN,37.092,35.796,69.959,NaN,92.925,35.359,92.099,NaN
NaN,NaN,NaN,82.027,30.942,NaN,NaN,81.385,84.055,30.067,83.402,86.892,NaN,NaN,NaN,52.535,91.632,NaN,27.065,NaN,NaN,90.583,70.981,NaN,72.896,NaN,38.674,73.63,83.724,84.097,94.054,51.304,53.555,68.927,41.974,NaN,NaN,90.557,NaN,88.59,59.919,NaN,76.483,NaN,30.173,NaN,92.993,79.597,NaN,NaN,60.503,76.259,73.691,NaN,37.229,36.596,70.023,NaN,93.061,35.487,92.202,NaN
NaN,NaN,NaN,82.493,31.897,NaN,NaN,81.49,86.035,30.231,89.115,87.956,NaN,NaN,NaN,52.629,94.5,NaN,29.963,NaN,NaN,92.964,71.463,NaN,75.389,NaN,38.797,77.462,83.987,87.732,NaN,51.422,59.89,69.069,60.531,NaN,NaN,90.793,NaN,92.431,60.621,NaN,76.861,NaN,30.558,NaN,93.162,80.661,NaN,NaN,63.087,76.925,74.032,NaN,42.206,38.72,70.36,NaN,93.518,36.834,92.961,NaN
NaN,NaN,NaN,83.063,32.107,NaN,NaN,82.224,86.152,30.737,89.896,88.567,NaN,NaN,NaN,53.406,NaN,NaN,30.205,NaN,NaN,93.091,74.488,NaN,75.558,NaN,46.93,77.696,84.398,NaN,NaN,53.434,62.956,74.325,62.572,NaN,NaN,91.216,NaN,93.348,60.789,NaN,80.701,NaN,30.633,NaN,NaN,80.985,NaN,NaN,63.227,77.094,74.129,NaN,42.324,39.103,70.502,NaN,NaN,37.124,93.058,NaN
NaN,NaN,NaN,83.328,32.889,NaN,NaN,82.847,86.362,30.903,92.399,89.102,NaN,NaN,NaN,53.536,NaN,NaN,30.37,NaN,NaN,93.22,75.899,NaN,76.058,NaN,49.701,78.056,84.997,NaN,NaN,53.762,69.129,74.47,69.523,NaN,NaN,91.323,NaN,93.452,61.303,NaN,80.885,NaN,32.629,NaN,NaN,81.102,NaN,NaN,63.824,79.767,75.059,NaN,43.73,40.798,74.557,NaN,NaN,37.767,94.846,NaN
NaN,NaN,NaN,84.16,33.375,NaN,NaN,82.955,86.557,31.266,93.089,89.56,NaN,NaN,NaN,53.75,NaN,NaN,31.325,NaN,NaN,94.792,76.281,NaN,76.227,NaN,50.439,78.258,85.327,NaN,NaN,53.884,75.752,76.298,69.663,NaN,NaN,91.426,NaN,94.335,62.358,NaN,82.295,NaN,33.428,NaN,NaN,81.692,NaN,NaN,65.033,83.015,75.197,NaN,46.925,41.135,74.697,NaN,NaN,41.096,NaN,NaN
NaN,NaN,NaN,87.256,33.504,NaN,NaN,83.271,86.624,31.994,93.295,90.727,NaN,NaN,NaN,60.422,NaN,NaN,32.233,NaN,NaN,NaN,86.923,NaN,76.992,NaN,50.566,78.733,85.793,NaN,NaN,55.026,77.198,77.659,69.769,NaN,NaN,92.199,NaN,NaN,62.537,NaN,82.648,NaN,36.756,NaN,NaN,83.384,NaN,NaN,67.202,83.128,75.816,NaN,55.937,41.496,75.685,NaN,NaN,43.891,NaN,NaN
NaN,NaN,NaN,87.517,35.123,NaN,NaN,90.715,87.921,32.6,93.521,91.29,NaN,NaN,NaN,65.371,NaN,NaN,32.794,NaN,NaN,NaN,87.936,NaN,77.294,NaN,50.655,79.733,87.166,NaN,NaN,61.935,77.562,77.922,70.332,NaN,NaN,92.964,NaN,NaN,63.128,NaN,82.817,NaN,36.973,NaN,NaN,87.691,NaN,NaN,68.325,85.397,75.959,NaN,59.96,41.586,75.754,NaN,NaN,44.219,NaN,NaN
NaN,NaN,NaN,89,35.263,NaN,NaN,90.829,88.126,32.694,94.381,91.766,NaN,NaN,NaN,65.531,NaN,NaN,33.993,NaN,NaN,NaN,89.051,NaN,78.383,NaN,60.232,79.93,87.35,NaN,NaN,68.985,78.361,79.284,71.764,NaN,NaN,93.313,NaN,NaN,64.967,NaN,84.7,NaN,37.069,NaN,NaN,87.765,NaN,NaN,69.014,86.565,76.061,NaN,66.185,46.831,76.195,NaN,NaN,46.793,NaN,NaN
